run_label,stage,Lx,Ly,boundary,J,h,beta,warmup_sweeps,measurement_sweeps,bin_size,replica,seed,energy_total,energy_total_error,energy_density,energy_density_error,max_expansion_order,cutoff,cutoff_touched,elapsed_seconds
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,7.0,20000,262144,4096,10,202627360010,-4.255454472133124,0.0023009012449219978,-1.063863618033281,0.0005752253112304994,114,153,false,5.335931551
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,7.0,20000,262144,4096,11,202627360011,-4.253756931849921,0.002146737349271817,-1.0634392329624802,0.0005366843373179542,117,153,false,5.307843011
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,7.0,20000,262144,4096,12,202627360012,-4.255354745047384,0.002526561017079612,-1.063838686261846,0.000631640254269903,119,155,false,5.387842522
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,7.0,20000,262144,4096,13,202627360013,-4.256021772112092,0.0022002028061015332,-1.064005443028023,0.0005500507015253833,117,169,false,5.495721312
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,7.0,20000,262144,4096,14,202627360014,-4.256752014160099,0.0022118134527761638,-1.0641880035400249,0.0005529533631940409,118,160,false,5.293833334
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,7.0,20000,262144,4096,15,202627360015,-4.25648062569752,0.001992340289167475,-1.06412015642438,0.0004980850722918688,124,169,false,4.783930568
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,7.0,20000,262144,4096,16,202627360016,-4.256348746163553,0.0021926904428848084,-1.0640871865408883,0.0005481726107212021,117,156,false,4.927996496
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,7.0,20000,262144,4096,17,202627360017,-4.25488117762967,0.0024026219437546137,-1.0637202944074176,0.0006006554859386534,122,153,false,4.880866672
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,7.0,20000,262144,4096,18,202627360018,-4.25281851632252,0.002352273064249783,-1.06320462908063,0.0005880682660624457,129,153,false,4.728530066
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,7.0,20000,262144,4096,19,202627360019,-4.257185254778165,0.0025128527410095383,-1.0642963136945411,0.0006282131852523846,115,156,false,4.266295731
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,7.0,20000,262144,4096,20,202627360020,-4.25496782575334,0.0024502416544998143,-1.063741956438335,0.0006125604136249536,118,155,false,4.194214866
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,8.0,20000,262144,4096,1,202627370001,-4.255960941314697,0.002616543717228842,-1.0639902353286743,0.0006541359293072105,131,171,false,5.826603405
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,8.0,20000,262144,4096,2,202627370002,-4.255532741546631,0.0020474015714003,-1.0638831853866577,0.000511850392850075,132,176,false,5.834877151
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,8.0,20000,262144,4096,3,202627370003,-4.255922794342041,0.001884321729538411,-1.0639806985855103,0.00047108043238460275,129,168,false,5.611097441
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,8.0,20000,262144,4096,4,202627370004,-4.258096218109131,0.002235071036365036,-1.0645240545272827,0.000558767759091259,130,171,false,5.601977429
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,8.0,20000,262144,4096,5,202627370005,-4.2545557022095295,0.0021992773299547067,-1.0636389255523824,0.0005498193324886767,132,174,false,5.498943021
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,8.0,20000,262144,4096,6,202627370006,-4.259279727935734,0.0021614155033010747,-1.0648199319839335,0.0005403538758252687,130,178,false,5.481385584
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,8.0,20000,262144,4096,7,202627370007,-4.25384521484375,0.0021132721150718997,-1.0634613037109375,0.0005283180287679749,128,170,false,5.35815879
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,8.0,20000,262144,4096,8,202627370008,-4.257648944854736,0.0022642218137956856,-1.064412236213684,0.0005660554534489214,128,170,false,5.210376497
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,8.0,20000,262144,4096,9,202627370009,-4.258965969085693,0.0022751865618190078,-1.0647414922714233,0.0005687966404547519,135,168,false,5.962135653
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,8.0,20000,262144,4096,10,202627370010,-4.25606012344366,0.002178676947204443,-1.064015030860915,0.0005446692368011107,133,178,false,6.075632576
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,8.0,20000,262144,4096,11,202627370011,-4.25976657867443,0.002205769162288472,-1.0649416446686075,0.000551442290572118,134,168,false,5.804765754
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,8.0,20000,262144,4096,12,202627370012,-4.257209777831974,0.0018358138466954403,-1.0643024444579936,0.00045895346167386007,133,184,false,6.089225779
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,8.0,20000,262144,4096,13,202627370013,-4.255309104919377,0.0018817189587993631,-1.0638272762298442,0.0004704297396998408,129,194,false,5.843329995
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,8.0,20000,262144,4096,14,202627370014,-4.254858970642033,0.001954319621305052,-1.0637147426605083,0.000488579905326263,137,187,false,5.612458784
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,8.0,20000,262144,4096,15,202627370015,-4.257298946380615,0.0020008370780383103,-1.0643247365951538,0.0005002092695095776,130,184,false,5.591194316
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,8.0,20000,262144,4096,16,202627370016,-4.257474899291935,0.002528672291979387,-1.0643687248229838,0.0006321680729948467,129,170,false,5.415409083
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,8.0,20000,262144,4096,17,202627370017,-4.258473873138428,0.002330803174699196,-1.064618468284607,0.000582700793674799,130,171,false,4.737560343
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,8.0,20000,262144,4096,18,202627370018,-4.256595611572266,0.0015321048241865992,-1.0641489028930664,0.0003830262060466498,129,190,false,4.701570785
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,8.0,20000,262144,4096,19,202627370019,-4.25920486450201,0.0022804998681542083,-1.0648012161255025,0.0005701249670385521,134,174,false,3.976200635
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,8.0,20000,262144,4096,20,202627370020,-4.26049995422369,0.0024101306982872283,-1.0651249885559224,0.0006025326745718071,130,174,false,3.928769878
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,9.0,20000,262144,4096,1,202627380001,-4.256671057807182,0.002039153273724333,-1.0641677644517955,0.0005097883184310832,147,199,false,6.532787319
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,9.0,20000,262144,4096,2,202627380002,-4.256341722276488,0.0017916295318334363,-1.064085430569122,0.0004479073829583591,144,183,false,6.397129749
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,9.0,20000,262144,4096,3,202627380003,-4.253914303249701,0.0018578671695531422,-1.0634785758124252,0.00046446679238828554,142,186,false,6.133810533
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,9.0,20000,262144,4096,4,202627380004,-4.253726959228516,0.0017535823524761217,-1.063431739807129,0.0004383955881190304,144,206,false,6.34990247
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,9.0,20000,262144,4096,5,202627380005,-4.256554497612797,0.0022847010724012093,-1.0641386244031992,0.0005711752681003023,146,187,false,5.996742096
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,9.0,20000,262144,4096,6,202627380006,-4.254645453559078,0.002466034798336944,-1.0636613633897696,0.000616508699584236,148,183,false,5.979007807
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,9.0,20000,262144,4096,7,202627380007,-4.2529911465114765,0.002051378259192168,-1.0632477866278691,0.000512844564798042,147,199,false,5.828528565
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,9.0,20000,262144,4096,8,202627380008,-4.255847507052977,0.001950619589174743,-1.0639618767632442,0.00048765489729368577,146,199,false,6.431586913
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,9.0,20000,262144,4096,9,202627380009,-4.254477183024051,0.0022723658059633704,-1.0636192957560127,0.0005680914514908426,140,187,false,6.729405126
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,9.0,20000,262144,4096,10,202627380010,-4.25610266791449,0.0022540907492179544,-1.0640256669786226,0.0005635226873044886,146,184,false,6.675893353
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,9.0,20000,262144,4096,11,202627380011,-4.260067409939211,0.0018999610806386574,-1.0650168524848027,0.00047499027015966434,143,199,false,6.885523341
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,9.0,20000,262144,4096,12,202627380012,-4.2562692430284415,0.0019327255687725915,-1.0640673107571104,0.00048318139219314787,143,187,false,6.197405255
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,9.0,20000,262144,4096,13,202627380013,-4.257404327392578,0.0018362132650612134,-1.0643510818481445,0.00045905331626530335,141,199,false,6.105081688
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,9.0,20000,262144,4096,14,202627380014,-4.256560007731139,0.002453436045705876,-1.0641400019327847,0.000613359011426469,143,184,false,5.901595211
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,9.0,20000,262144,4096,15,202627380015,-4.259217156304146,0.002039268472091924,-1.0648042890760365,0.000509817118022981,145,187,false,5.378921446
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,9.0,20000,262144,4096,16,202627380016,-4.257957458496151,0.001786079334315424,-1.0644893646240376,0.000446519833578856,147,199,false,5.192828044
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,9.0,20000,262144,4096,17,202627380017,-4.25516170925556,0.00227790376307405,-1.06379042731389,0.0005694759407685125,149,188,false,4.52575852
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,9.0,20000,262144,4096,18,202627380018,-4.258383433024051,0.0018221906729535245,-1.0645958582560127,0.00045554766823838113,151,200,false,4.473826277
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,9.0,20000,262144,4096,19,202627380019,-4.255314297146128,0.00243604061958643,-1.063828574286532,0.0006090101548966075,142,183,false,4.12116267
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,9.0,20000,262144,4096,20,202627380020,-4.2575408087837445,0.002058905933155051,-1.0643852021959361,0.0005147264832887627,149,183,false,4.119433534
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,10.0,20000,262144,4096,1,202627390001,-4.261405563354515,0.0021249352303778237,-1.0653513908386287,0.0005312338075944559,166,211,false,7.02133987
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,10.0,20000,262144,4096,2,202627390002,-4.25707321166999,0.002062596955065403,-1.0642683029174975,0.0005156492387663507,159,214,false,7.108815078
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,10.0,20000,262144,4096,3,202627390003,-4.255751800537041,0.0021845962428156617,-1.0639379501342603,0.0005461490607039154,160,204,false,6.760528756
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,10.0,20000,262144,4096,4,202627390004,-4.257894134521507,0.0020286845344214656,-1.0644735336303768,0.0005071711336053664,156,198,false,6.613451574
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,10.0,20000,262144,4096,5,202627390005,-4.254917907714912,0.002283455571712259,-1.063729476928728,0.0005708638929280647,158,198,false,6.461431707
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,10.0,20000,262144,4096,6,202627390006,-4.256190872192349,0.0019461742580440195,-1.0640477180480872,0.00048654356451100487,153,214,false,6.525902983
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,10.0,20000,262144,4096,7,202627390007,-4.256020355224678,0.001881053493104453,-1.0640050888061694,0.00047026337327611326,164,214,false,6.741210463
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,10.0,20000,262144,4096,8,202627390008,-4.254848861694313,0.0019026175293222524,-1.0637122154235783,0.0004756543823305631,157,200,false,9.628596894
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,10.0,20000,262144,4096,9,202627390009,-4.255630111694245,0.0018077076900894432,-1.0639075279235612,0.0004519269225223608,156,216,false,9.660749452
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,10.0,20000,262144,4096,10,202627390010,-4.25808105468758,0.0022858270383350533,-1.064520263671895,0.0005714567595837633,158,198,false,8.832332779
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,10.0,20000,262144,4096,11,202627390011,-4.2609245300292855,0.00204335769730212,-1.0652311325073214,0.00051083942432553,157,204,false,8.354034836
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,10.0,20000,262144,4096,12,202627390012,-4.255318832397336,0.0018656096494380383,-1.063829708099334,0.0004664024123595096,158,214,false,8.027976776
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,10.0,20000,262144,4096,13,202627390013,-4.257726287841763,0.0021442321232629734,-1.0644315719604407,0.0005360580308157434,156,207,false,7.364521328
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,10.0,20000,262144,4096,14,202627390014,-4.260462570190498,0.001893400796158363,-1.0651156425476245,0.00047335019903959073,162,214,false,6.3559638
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,10.0,20000,262144,4096,15,202627390015,-4.258694076538063,0.0018019923761862257,-1.0646735191345158,0.0004504980940465564,154,215,false,6.20093959
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,10.0,20000,262144,4096,16,202627390016,-4.2589424133300895,0.0020289723662627168,-1.0647356033325224,0.0005072430915656792,155,214,false,5.934388181
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,10.0,20000,262144,4096,17,202627390017,-4.2625160217285725,0.0019243952957883792,-1.0656290054321431,0.0004810988239470948,155,218,false,5.683825707
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,10.0,20000,262144,4096,18,202627390018,-4.258629226684548,0.0022973749261198106,-1.064657306671137,0.0005743437315299527,157,215,false,5.691816091
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,10.0,20000,262144,4096,19,202627390019,-4.261920166015557,0.0020562605489902893,-1.0654800415038892,0.0005140651372475723,161,208,false,5.650188548
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,10.0,20000,262144,4096,20,202627390020,-4.256975936889717,0.0019309240043323642,-1.0642439842224292,0.00048273100108309105,161,214,false,5.544096337
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,1.0,20000,262144,4096,1,202647300001,-24.069255828857195,0.013605334373508375,-1.5043284893035747,0.0008503333983442735,99,132,false,4.647709742
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,1.0,20000,262144,4096,2,202647300002,-24.05974578857399,0.01336614232687792,-1.5037341117858745,0.00083538389542987,100,132,false,4.539350424
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,1.0,20000,262144,4096,3,202647300003,-24.052230834960938,0.011759002464951904,-1.5032644271850586,0.000734937654059494,99,132,false,4.53098574
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,1.0,20000,262144,4096,4,202647300004,-24.04290390014694,0.0137075568856704,-1.5026814937591837,0.0008567223053544,95,132,false,4.366474953
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,1.0,20000,262144,4096,5,202647300005,-24.05565643310547,0.013973191889963588,-1.5034785270690918,0.0008733244931227243,99,132,false,4.405010623
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,1.0,20000,262144,4096,6,202647300006,-24.051784515381087,0.011646101216551016,-1.503236532211318,0.0007278813260344385,101,135,false,4.321536338
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,1.0,20000,262144,4096,7,202647300007,-24.039859771728516,0.012708504826728067,-1.5024912357330322,0.0007942815516705042,98,138,false,4.398517572
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,1.0,20000,262144,4096,8,202647300008,-24.06730651855446,0.0134221580067733,-1.5042066574096538,0.0008388848754233313,95,123,false,4.228243848
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,1.0,20000,262144,4096,9,202647300009,-24.047237396240234,0.00952004656213713,-1.5029523372650146,0.0005950029101335706,97,134,false,4.253059535
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,1.0,20000,262144,4096,10,202647300010,-24.026199340820085,0.013982633952473537,-1.5016374588012553,0.0008739146220295961,99,126,false,4.016778762
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,1.0,20000,262144,4096,11,202647300011,-24.028152465819858,0.013882250949289595,-1.501759529113741,0.0008676406843305997,96,132,false,4.355937965
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,1.0,20000,262144,4096,12,202647300012,-24.06848526000954,0.012104394936825559,-1.5042803287505961,0.0007565246835515974,97,132,false,4.863165969
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,1.0,20000,262144,4096,13,202647300013,-24.014827728271484,0.012038294761807556,-1.5009267330169678,0.0007523934226129723,98,135,false,4.74182553
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,1.0,20000,262144,4096,14,202647300014,-24.061153411865916,0.013499008303047696,-1.5038220882416198,0.000843688018940481,101,136,false,4.821761255
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,1.0,20000,262144,4096,15,202647300015,-24.03268051147461,0.013618819198461942,-1.502042531967163,0.0008511761999038714,98,135,false,4.769826693
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,1.0,20000,262144,4096,16,202647300016,-24.02553558349655,0.012007738575574568,-1.5015959739685343,0.0007504836609734105,100,135,false,4.757077241
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,1.0,20000,262144,4096,17,202647300017,-24.058925628662337,0.012959333192808462,-1.503682851791396,0.0008099583245505289,95,132,false,4.251657227
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,1.0,20000,262144,4096,18,202647300018,-24.038269042968523,0.012977310511619364,-1.5023918151855327,0.0008110819069762102,96,134,false,4.346068683
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,1.0,20000,262144,4096,19,202647300019,-24.042507171631087,0.012345893400987167,-1.502656698226943,0.000771618337561698,98,135,false,4.388975861
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,1.0,20000,262144,4096,20,202647300020,-24.03129959106468,0.01180587300545782,-1.5019562244415425,0.0007378670628411137,100,132,false,4.243626355
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,2.0,20000,262144,4096,1,202647310001,-24.714462280273438,0.00994589439486916,-1.5446538925170898,0.0006216183996793225,168,216,false,7.776464338
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,2.0,20000,262144,4096,2,202647310002,-24.70439338684082,0.009992211048832304,-1.5440245866775513,0.000624513190552019,170,232,false,7.992285734
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,2.0,20000,262144,4096,3,202647310003,-24.704710006713867,0.011977942071748716,-1.5440443754196167,0.0007486213794842948,169,224,false,7.653120536
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,2.0,20000,262144,4096,4,202647310004,-24.709922790527116,0.010156338436822154,-1.5443701744079448,0.0006347711523013846,175,223,false,7.37571634
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,2.0,20000,262144,4096,5,202647310005,-24.694765090942383,0.009994571358681505,-1.543422818183899,0.0006246607099175941,168,216,false,7.247307117
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,2.0,20000,262144,4096,6,202647310006,-24.703737258910905,0.00962228615716066,-1.5439835786819316,0.0006013928848225413,165,232,false,7.226294111
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,2.0,20000,262144,4096,7,202647310007,-24.68711280822731,0.01087596758047665,-1.542944550514207,0.0006797479737797906,169,216,false,8.194732097
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,2.0,20000,262144,4096,8,202647310008,-24.69549179077171,0.010290052238791713,-1.543468236923232,0.0006431282649244821,180,219,false,8.192965421
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,2.0,20000,262144,4096,9,202647310009,-24.711400985717773,0.009207036930349173,-1.5444625616073608,0.0005754398081468233,170,232,false,8.477679376
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,2.0,20000,262144,4096,10,202647310010,-24.702516555786133,0.009939608938659899,-1.5439072847366333,0.0006212255586662437,175,232,false,7.267995905
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,2.0,20000,262144,4096,11,202647310011,-24.716377258301236,0.010647583498951608,-1.5447735786438272,0.0006654739686844755,177,216,false,7.278954968
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,2.0,20000,262144,4096,12,202647310012,-24.728513717651367,0.01240860182311275,-1.5455321073532104,0.0007755376139445469,169,216,false,7.197421224
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,2.0,20000,262144,4096,13,202647310013,-24.696638107299805,0.00984812240657667,-1.5435398817062378,0.0006155076504110419,168,216,false,6.337493257
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,2.0,20000,262144,4096,14,202647310014,-24.716598510742415,0.008241081465978599,-1.544787406921401,0.0005150675916236624,176,232,false,5.840986358
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,2.0,20000,262144,4096,15,202647310015,-24.70147705078125,0.008674291449010893,-1.5438423156738281,0.0005421432155631808,170,236,false,5.457733341
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,2.0,20000,262144,4096,16,202647310016,-24.70406532287666,0.010726875370909338,-1.5440040826797912,0.0006704297106818336,173,222,false,5.16499537
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,2.0,20000,262144,4096,17,202647310017,-24.698839187622298,0.009069846335307713,-1.5436774492263936,0.0005668653959567321,175,232,false,5.135085653
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,2.0,20000,262144,4096,18,202647310018,-24.70972442626953,0.009182639371670989,-1.5443577766418457,0.0005739149607294368,170,232,false,5.088711994
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,2.0,20000,262144,4096,19,202647310019,-24.713447570800327,0.00941999407275894,-1.5445904731750204,0.0005887496295474338,169,218,false,4.934381587
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,2.0,20000,262144,4096,20,202647310020,-24.727569580078125,0.008193810285975808,-1.5454730987548828,0.000512113142873488,171,232,false,5.118551276
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,3.0,20000,262144,4096,1,202647320001,-24.693222045898438,0.009396812182651936,-1.5433263778686523,0.000587300761415746,236,316,false,11.50032443
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,3.0,20000,262144,4096,2,202647320002,-24.705245971679233,0.008349547745007133,-1.544077873229952,0.0005218467340629458,236,322,false,11.073281128
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,3.0,20000,262144,4096,3,202647320003,-24.721101125081532,0.008914681488991438,-1.5450688203175957,0.0005571675930619649,244,308,false,10.49768123
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,3.0,20000,262144,4096,4,202647320004,-24.725940704345703,0.0075154017010914615,-1.5453712940216064,0.00046971260631821634,242,308,false,10.39906567
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,3.0,20000,262144,4096,5,202647320005,-24.71914164225268,0.008975830450086611,-1.5449463526407925,0.0005609894031304132,244,323,false,11.886809078
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,3.0,20000,262144,4096,6,202647320006,-24.697647094726562,0.008603613674923875,-1.5436029434204102,0.0005377258546827422,237,316,false,12.027212639
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,3.0,20000,262144,4096,7,202647320007,-24.713933308919195,0.008793729065211326,-1.5446208318074497,0.0005496080665757079,242,316,false,11.29752458
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,3.0,20000,262144,4096,8,202647320008,-24.71355946858739,0.00980810072287115,-1.544597466786712,0.0006130062951794469,239,319,false,11.046145131
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,3.0,20000,262144,4096,9,202647320009,-24.711139678955533,0.009596262622891108,-1.5444462299347208,0.0005997664139306942,242,316,false,9.929987658
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,3.0,20000,262144,4096,10,202647320010,-24.71160634358739,0.00883311368793571,-1.544475396474212,0.0005520696054959819,240,316,false,8.463025787
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,3.0,20000,262144,4096,11,202647320011,-24.705584208170876,0.008573210008640687,-1.5440990130106798,0.0005358256255400429,240,316,false,7.990364372
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,3.0,20000,262144,4096,12,202647320012,-24.714210510253906,0.009783674052233633,-1.5446381568908691,0.0006114796282646021,238,311,false,7.67879825
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,3.0,20000,262144,4096,13,202647320013,-24.71154657999682,0.008023371773855564,-1.5444716612498013,0.0005014607358659728,237,318,false,7.636812955
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,3.0,20000,262144,4096,14,202647320014,-24.70821507771825,0.009625714451368417,-1.5442634423573907,0.0006016071532105261,239,316,false,7.426232616
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,3.0,20000,262144,4096,15,202647320015,-24.70113118489553,0.008765348062158947,-1.5438206990559706,0.0005478342538849342,240,316,false,6.470474812
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,3.0,20000,262144,4096,16,202647320016,-24.728434244791515,0.009725784258245438,-1.5455271402994697,0.0006078615161403399,232,316,false,6.337095693
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,3.0,20000,262144,4096,17,202647320017,-24.696203867594022,0.008890011684790798,-1.5435127417246264,0.0005556257302994249,237,316,false,6.363029412
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,3.0,20000,262144,4096,18,202647320018,-24.702826182047602,0.008045910299219005,-1.5439266363779751,0.0005028693937011878,236,318,false,6.330677312
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,3.0,20000,262144,4096,19,202647320019,-24.71299107869504,0.008951784336976156,-1.54456194241844,0.0005594865210610098,237,319,false,6.381367255
FORMAL,PRELEARNING_BASELINE,4,4,OBC,1.0,0.5,3.0,20000,262144,4096,20,202647320020,-24.71817525227857,0.009273462179321486,-1.5448859532674106,0.0005795913862075929,235,316,false,6.438222887
