eta,p_parallel,seed,initial_infidelity,nonlinear_channel_error,quadratic_infidelity,quadratic_absolute_residual,quadratic_relative_residual,success,cycles,steps,final_infidelity,improvement_factor
0.35,0.5,3,0.3415057964105484,0.34244676165378923,0.4014853076147573,-0.05903854596096808,0.17240211493270172,True,5,23,3.4637964094641484e-06,98592.91830127499
0.35,0.5,4,0.1912800165988347,0.18936995862005782,0.1840058196038047,0.005364139016253128,0.02832624063152203,True,4,16,1.3246999379545878e-06,144394.97664216845
0.35,0.5,5,0.21197450160792058,0.19736127555027672,0.33526270975618044,-0.13790143420590373,0.6987258965641113,True,3,13,9.145245549591063e-06,23178.656106986564
0.35,0.5,6,0.20618231494685885,0.20762149299453542,0.3133902522338011,-0.10576875923926571,0.5094306842406221,True,3,12,5.620795716632099e-06,36682.050965979666
0.35,0.5,7,0.07558078691931036,0.07829600884634033,0.06490234774860694,0.013393661097733392,0.17106441688514537,True,2,10,9.5432882515345e-07,79197.84557189442
0.35,0.5,8,0.2460686585807736,0.2400440162595186,0.2539601157287631,-0.013916099469244492,0.05797311545645608,True,3,14,9.920949842567861e-06,24802.933437377716
0.35,0.5,9,0.09244283801985502,0.0940009852162993,0.1350472821303108,-0.041046296914011515,0.43665815650296286,True,3,11,9.702433293712343e-06,9527.799390258375
0.35,1.0,0,0.35906114957277635,0.33848679845147506,0.586960078113941,-0.24847327966246596,0.7340708139850444,True,3,15,7.787686926774562e-07,461062.6402280006
0.35,1.0,1,0.4592293532841509,0.3528299861236035,0.5699088141414559,-0.2170788280178524,0.6152505074832423,True,3,11,5.912797732976483e-06,77667.01551838411
0.35,1.0,2,0.41044226017199054,0.3773641158699837,0.45116329540972167,-0.07379917953973797,0.19556491048333963,True,5,23,2.5135876881576813e-06,163289.41381504844
0.35,1.0,3,0.5734839699178315,0.6305691588514885,0.8029706152295151,-0.17240145637802662,0.27340610297534484,True,4,17,6.445652128073132e-06,88972.21856266531
0.35,1.0,4,0.3227369187705079,0.31525483853898517,0.36801163920760976,-0.05275680066862459,0.1673465216683758,True,5,23,7.086539522782598e-06,45542.244946625535
0.35,1.0,5,0.26110461848868805,0.21025297045660066,0.6705254195123609,-0.46027244905576026,2.1891364866627048,True,3,14,9.305542692084057e-06,28059.042565115717
0.35,1.0,6,0.4899254638142067,0.5165290476517144,0.6267805044676024,-0.110251456815888,0.21344676996796594,True,3,13,1.6367811990547489e-06,299322.51427200023
0.35,1.0,7,0.15659964344666027,0.16940078576809825,0.12980469549721402,0.03959609027088423,0.233742069680181,True,3,13,1.4822878781628468e-06,105647.25365004703
0.35,1.0,8,0.44154378734436456,0.4286167944949482,0.5079202314575264,-0.07930343696257819,0.18502176765150735,True,4,17,7.95153445091179e-06,55529.381161611316
0.35,1.0,9,0.13538388561097067,0.14228759639725164,0.2700945642606218,-0.12780696786337015,0.898229860504122,True,3,15,1.2290507635071002e-06,110153.20898923029
0.6,0.0,0,0.015748036336766746,0.015750671242200625,-1.119105823458026e-18,0.015750671242200625,1.0,True,4,16,7.534582119761435e-06,2090.1008292766965
0.6,0.0,1,0.008161134115074497,0.00794447912268907,2.892259152541793e-19,0.00794447912268907,1.0,True,3,13,1.6748044634140592e-06,4872.887727107062
0.6,0.0,2,0.025568244865144987,0.02486848430147663,5.859439008711392e-18,0.024868484301476625,0.9999999999999997,True,3,13,4.036568960275045e-06,6334.152870115418
0.6,0.0,3,0.004807701817582933,0.004531079655581821,-7.903500582874123e-18,0.004531079655581829,1.0000000000000018,True,2,9,8.423140955338138e-06,570.7730457171167
0.6,0.0,4,0.017255314842676783,0.017583264369199485,6.442319641952182e-18,0.017583264369199478,0.9999999999999996,True,3,15,4.967720530879571e-06,3473.487434612511
0.6,0.0,5,0.004846416276995436,0.004660704234720883,6.270058018345377e-18,0.004660704234720877,0.9999999999999987,True,5,25,6.550968037133398e-06,739.8015452867562
0.6,0.0,6,0.05079236501257677,0.04901702794778643,6.402222043328383e-18,0.049017027947786423,0.9999999999999999,True,4,17,5.95051816988379e-06,8535.788575462617
0.6,0.0,7,0.003526181039950005,0.0034645590513336846,5.228234442910952e-18,0.0034645590513336794,0.9999999999999984,True,2,9,6.6959966269819485e-06,526.6103369498474
0.6,0.0,8,0.005630306814623277,0.005363579325763298,1.1885455886547329e-18,0.005363579325763297,0.9999999999999999,True,2,10,5.922149098880336e-06,950.720206569565
0.6,0.0,9,0.009440552064066077,0.008949353524662546,5.3137983837853945e-18,0.008949353524662541,0.9999999999999994,True,3,12,6.465362956420418e-06,1460.173562984759
0.6,0.5,0,0.4127673288544715,0.38345895902385063,0.8624719515143628,-0.4790129924905122,1.2491897273958807,False,8,40,4.3931460455348685e-05,9395.711514621791
0.6,0.5,1,0.5674673961190397,1.820347308893269,0.8374170330241799,0.982930275869089,0.5399685384580204,True,4,19,9.135524380476934e-06,62116.56523316226
0.6,0.5,2,0.5279145029168641,0.48822730181817436,0.6629338218265296,-0.17470652000835524,0.3578384890761792,True,4,20,6.044090894208321e-06,87343.90533781219
0.6,0.5,3,0.6965853387102355,0.77213630255476,1.179875189725001,-0.4077388871702411,0.5280659461563448,False,8,40,0.08884255927574637,7.840671682455689
0.6,0.5,4,0.5152234303089205,0.49195511511325946,0.5407517963866914,-0.0487966812734319,0.09918929547505116,False,8,40,0.04847236055167871,10.629220950764633
0.6,0.5,5,0.26625085685819594,0.2251065366814125,0.9852618409161221,-0.7601553042347096,3.3768690835954613,True,5,25,9.825893475701175e-06,27096.85969185579
0.6,0.5,6,0.40724430749714563,0.419906708358932,0.9209835984013748,-0.5010768900424427,1.193305274880551,True,8,36,8.686964679271992e-06,46879.931314659676
0.6,0.5,7,0.2144549704899839,0.24975674445392868,0.19073343011835514,0.059023314335573535,0.2363232050634823,True,3,14,2.978047244306392e-06,72011.94369901004
0.6,0.5,8,0.6060322333800731,0.6137870399137627,0.7463317686722833,-0.13254472875852064,0.2159457924969273,False,8,40,0.144004244951947,4.208433116553619
0.6,0.5,9,0.1804579008629886,0.19347330372418597,0.39687364544417875,-0.20340034171999277,1.0513096008840512,True,4,20,2.0659466441030896e-06,87348.77126574225
0.6,1.0,0,0.7415714429055673,1.0096404054065107,1.7249439030287248,-0.7153034976222141,0.7084735256155008,True,3,15,4.3016020393471523e-07,1723942.4663703071
0.6,1.0,1,0.7619626806717857,1.2638767388063081,1.6748340660483603,-0.41095732724205214,0.3251561759338877,False,8,40,0.1360809113607613,5.599335520701813
0.6,1.0,2,0.7197753293088198,0.9177336905094988,1.3258676436530599,-0.40813395314356105,0.4447193748733111,False,8,40,0.07270935782304515,9.899349284043433
0.6,1.0,3,0.7806253137124223,0.8430183120567232,2.359750379450004,-1.5167320673932807,1.7991685894614662,False,8,40,0.07812841053937034,9.991567834584973
0.6,1.0,4,0.7002845295239212,0.6539919120816172,1.0815035927733838,-0.4275116806917666,0.6536956693103779,False,8,40,0.055501725615164456,12.617346970065846
0.6,1.0,5,0.17918395614416266,0.18072485988324435,1.9705236818322445,-1.7897988219490002,9.903445619519546,False,8,40,0.12216205812299097,1.466772571593079
0.6,1.0,6,0.8802020095592595,1.8076780078866157,1.84196719680275,-0.034289188916134306,0.01896863753751274,False,8,40,0.04008957754068975,21.955881392511063
0.6,1.0,7,0.3935407787702047,0.6159356588429734,0.3814668602367105,0.2344687986062629,0.3806709276204422,True,4,19,1.3015419285777874e-06,302365.04113258346
0.6,1.0,8,0.7164025488776639,1.0165940281093042,1.4926635373445678,-0.4760695092352636,0.4682985499341106,False,8,40,0.11362597765176576,6.304918678660371
0.6,1.0,9,0.30335233906470344,0.38321409633135417,0.7937472908883579,-0.41053319455700377,1.0712893875438954,False,8,40,0.028332710867138768,10.706788365123991
1.0,0.0,0,0.08015435265188357,0.07927966766172433,-1.6139061291688493e-19,0.07927966766172433,1.0,False,8,40,4.211693544545759e-05,1903.1382935181816
1.0,0.0,1,0.0683012815255894,0.06828969077223314,1.9300684874577024e-17,0.06828969077223312,0.9999999999999998,True,4,19,8.723389285714146e-06,7829.6725376503555
1.0,0.0,2,0.152448857251408,0.15158848571545044,2.020988631310238e-17,0.15158848571545042,0.9999999999999998,True,7,32,8.541894634761516e-06,17847.194770000144
1.0,0.0,3,0.029518166564064908,0.028620138238164696,3.472901450560426e-17,0.02862013823816466,0.9999999999999988,True,3,15,5.638133991092698e-06,5235.449638248867
1.0,0.0,4,0.07071683795384297,0.07176950228739921,4.613730306797612e-18,0.07176950228739921,1.0,True,5,24,8.415505207659546e-06,8403.160144144238
1.0,0.0,5,0.02303969009248922,0.02257884138103331,-2.6444749259592657e-18,0.022578841381033315,1.0000000000000002,False,8,40,7.257747272623184e-05,317.44960560140765
1.0,0.0,6,0.22987095830945886,0.21646175412413698,-1.7445125056286122e-18,0.21646175412413698,1.0,True,8,36,6.108578797403563e-06,37630.841138885684
1.0,0.0,7,0.020112797699978147,0.019679833092229964,-1.4647310676774068e-17,0.019679833092229978,1.0000000000000007,True,5,24,9.049510037451026e-06,2222.5289122551562
1.0,0.0,8,0.034160037170899694,0.03320417134466058,-1.0290064492308546e-17,0.03320417134466059,1.0000000000000002,True,4,20,6.554771921807313e-06,5211.47609381364
1.0,0.0,9,0.04852560050890892,0.047082488029512655,1.1025157425663648e-17,0.04708248802951264,0.9999999999999997,True,4,16,4.499081380460179e-06,10785.668541062392
1.0,0.5,0,0.49076530806215524,0.5349328779837603,2.39575542087323,-1.8608225428894696,3.478609409657488,False,8,40,0.020597559359091324,23.826381539011898
1.0,0.5,1,0.8163648484607381,1.5340569311810899,2.3261584250671667,-0.7921014938860769,0.5163442619278985,False,8,40,0.04970697997485386,16.423545523661403
1.0,0.5,2,0.7931921830437056,0.7648565182862876,1.8414828384070265,-1.0766263201207389,1.407618676680683,True,5,23,9.46987652964415e-06,83759.50632098806
1.0,0.5,3,0.7772736051841337,1.3117218762930563,3.2774310825694473,-1.965709206276391,1.4985716422078068,False,8,40,0.03525599779269383,22.04656381460319
1.0,0.5,4,0.8066419107384329,0.7156175125738361,1.5020883232963649,-0.7864708107225288,1.0990100114988204,False,8,40,0.1365609835152877,5.906825580588552
1.0,0.5,5,0.3029344441026151,0.31039034968142576,2.7368384469892284,-2.4264480973078024,7.817408304730567,True,5,22,5.9717721885177434e-06,50727.729481222326
1.0,0.5,6,0.6080957465450078,0.6121693269259189,2.5582877733371525,-1.9461184464112335,3.179052528136127,False,8,40,0.00045007502404329495,1351.0986259182248
1.0,0.5,7,0.45170104164610536,0.7466645720320526,0.5298150836620976,0.216849488369955,0.2904242366552864,True,4,16,6.963700389073236e-06,64865.088445630274
1.0,0.5,8,0.6904090181148681,1.2181762428032006,2.0731438018674537,-0.8549675590642531,0.701842253216865,False,8,40,0.05870652698942335,11.760345118682514
1.0,0.5,9,0.35357254613194095,0.47883959506238305,1.1024267929004965,-0.6235871978381134,1.3022882908354159,False,8,40,0.06200123730500659,5.702669196625694
1.0,1.0,0,0.2664710233555747,0.26804160150349576,4.791510841746458,-4.523469240242962,16.875996915665226,False,8,40,0.024071413387570698,11.070019822482353
1.0,1.0,1,0.666633320216583,0.6302466380655697,4.6523168501343335,-4.022070212068764,6.381740050869284,False,8,40,0.11488963031207926,5.802380235760011
1.0,1.0,2,0.7585545723794899,1.0005796729119816,3.6829656768140553,-2.6823860039020735,2.6808319982111373,False,8,40,0.05767860020068513,13.151403982416332
1.0,1.0,3,0.5281452626324067,1.6627170472768829,6.5548621651389,-4.892145117862017,2.9422595539476393,False,8,40,0.0699447823475706,7.550888642528614
1.0,1.0,4,0.7278567915281803,1.083438330056028,3.004176646592733,-1.920738316536705,1.7728173937111653,False,8,40,0.037843178247345524,19.233500600051613
1.0,1.0,5,0.43328365090412724,0.41756260253825567,5.473676893978458,-5.056114291440202,12.10863774846067,False,8,40,0.1364627738317011,3.175105112830946
1.0,1.0,6,0.8124600713946268,1.6578847911085832,5.116575546674306,-3.4586907555657227,2.086206939176388,False,8,40,0.0021894017906279985,371.0876984171938
1.0,1.0,7,0.6457849405207856,1.6411543443033199,1.0596301673241961,0.5815241769791237,0.3543385050880052,False,8,40,0.048619519076593266,13.282421397534632
1.0,1.0,8,0.5605656814268866,1.090918695936115,4.146287603734911,-3.0553689077987958,2.8007301728173153,False,8,40,0.12042103161981745,4.655047991921001
1.0,1.0,9,0.4779611004963933,0.5593331072713575,2.204853585800994,-1.6455204785296362,2.9419329146402924,False,8,40,0.34532134524933783,1.3841052893828023
