step,label,N,opt,E_ref,ref_source,gap_ref,rel_err,J2_model,table3_dmrg,table3_new,table3_old,dev_vs_dmrg,dev_vs_new,d,extra,r,rdm,pso,lso,lol,three_type,SU2_symmetry,lattice,Gram,correlation,J2,supp,coe,mosek_tol_pfeas,mosek_tol_dfeas,mosek_tol_relgap,termination_status,primal_status,status_source,primal_residual,dual_residual,duality_gap,solve_s,wall_s,peak_rss_gb,peak_swap_gb,limit_hit,error,protocol_sha256,harness_commit,qmbcertify_commit,script_sha256,project_toml_sha256,manifest_toml_sha256,julia_version,mosek_version,hostname,cpu_model,timestamp_utc,source_run
t1q-scnet,v80,80,-0.44329931718188076,-0.4432759518715163,bethe_high_precision,2.3365310364453773e-5,5.271053001139619e-5,0.0,-0.4432758,-0.4432808,-0.4435377,-2.351718188076113e-5,-1.8517181880783884e-5,4,4,5,10,3,true,80,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,SLOW_PROGRESS,FEASIBLE_POINT,printed_by_GSB,2.9e-7,7.0e-8,8.3e-11,2210.101948949,6309.356282949448,84.83022689819336,0.0,,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,MISSING,MISSING,337b18142f93b98c5eeaef900f4ce19ccea6ea38c443bb4d63ffeeb0b9ebe838,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,a01r07n03,AMD EPYC 7742 64-Core Processor,2026-07-28T18:05:06Z,scnet-20260729-001929
routeA,rA_e24,100,,-0.4432295707509187,bethe_high_precision,,,0.0,-0.4432295,-0.4432378,-0.4435928,,,4,24,25,8,3,true,100,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,NaN,NaN,NaN,NaN,13812.425364017487,230.65351104736328,0.0,MAX_RSS_GB,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,MISSING,MISSING,337b18142f93b98c5eeaef900f4ce19ccea6ea38c443bb4d63ffeeb0b9ebe838,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,a01r05n04,AMD EPYC 7742 64-Core Processor,2026-07-29T06:09:01Z,routeA-20260729
routeA,rA_e4,100,,-0.4432295707509187,bethe_high_precision,,,0.0,-0.4432295,-0.4432378,-0.4435928,,,4,4,5,8,3,true,100,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,NaN,NaN,NaN,NaN,4740.755994081497,110.05108642578125,0.0,MAX_RSS_GB,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,MISSING,MISSING,337b18142f93b98c5eeaef900f4ce19ccea6ea38c443bb4d63ffeeb0b9ebe838,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,a06r02n01,AMD EPYC 7742 64-Core Processor,2026-07-29T03:37:50Z,routeA-20260729
routeA,rA_e4,100,-0.44326204542554626,-0.4432295707509187,bethe_high_precision,3.247467462758058e-5,7.326829428948535e-5,0.0,-0.4432295,-0.4432378,-0.4435928,-3.254542554625983e-5,-2.4245425546243204e-5,4,4,5,8,3,true,100,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,SLOW_PROGRESS,FEASIBLE_POINT,printed_by_GSB,2.6e-7,6.5e-8,9.2e-11,2346.870815255,5051.052235841751,104.90497970581055,0.0,,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,MISSING,MISSING,337b18142f93b98c5eeaef900f4ce19ccea6ea38c443bb4d63ffeeb0b9ebe838,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,a01r05n05,AMD EPYC 7742 64-Core Processor,2026-07-29T05:14:38Z,routeA-20260729
routeA,rA_e49,100,,-0.4432295707509187,bethe_high_precision,,,0.0,-0.4432295,-0.4432378,-0.4435928,,,4,49,50,8,3,true,100,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,NaN,NaN,NaN,NaN,5283.442088842392,230.64963912963867,0.0,MAX_RSS_GB,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,MISSING,MISSING,337b18142f93b98c5eeaef900f4ce19ccea6ea38c443bb4d63ffeeb0b9ebe838,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,g05r08,AMD EPYC 7742 64-Core Processor,2026-07-29T03:49:50Z,routeA-20260729
routeA,rA_e49p0,100,,-0.4432295707509187,bethe_high_precision,,,0.0,-0.4432295,-0.4432378,-0.4435928,,,4,49,50,8,0,true,100,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,NaN,NaN,NaN,NaN,5292.564202070236,230.65684127807617,0.0,MAX_RSS_GB,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,MISSING,MISSING,337b18142f93b98c5eeaef900f4ce19ccea6ea38c443bb4d63ffeeb0b9ebe838,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,a02r02n03,AMD EPYC 7742 64-Core Processor,2026-07-29T05:23:14Z,routeA-20260729
routeA,rA_e49p0,100,,-0.4432295707509187,bethe_high_precision,,,0.0,-0.4432295,-0.4432378,-0.4435928,,,4,49,50,8,0,true,100,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,NaN,NaN,NaN,NaN,42000.25595498085,424.47010040283203,1.0871963500976562,MAX_WALL_S,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,MISSING,MISSING,337b18142f93b98c5eeaef900f4ce19ccea6ea38c443bb4d63ffeeb0b9ebe838,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,a03r07n06,AMD EPYC 7742 64-Core Processor,2026-07-29T17:42:45Z,routeA-20260729
routeA,rA_e4p0,100,-0.4434174528251962,-0.4432295707509187,bethe_high_precision,0.00018788207427750114,0.00042389336514527155,0.0,-0.4432295,-0.4432378,-0.4435928,-0.0001879528251961804,-0.00017965282519616377,4,4,5,8,0,true,100,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,SLOW_PROGRESS,FEASIBLE_POINT,printed_by_GSB,3.9e-8,4.6e-8,5.2e-12,1226.599709074,3746.660012960434,68.02482223510742,0.0,,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,MISSING,MISSING,337b18142f93b98c5eeaef900f4ce19ccea6ea38c443bb4d63ffeeb0b9ebe838,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,a01r03n05,AMD EPYC 7742 64-Core Processor,2026-07-29T05:08:00Z,routeA-20260729
t2d,c2d_L4,4,,,,,,0.0,NaN,NaN,NaN,,,4,0,1,8,0,false,4,"[1, 1]",false,square,false,false,0,"[[1, 4]]",[1.5],1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,NaN,NaN,NaN,NaN,19.648328065872192,1.1215705871582031,0.0,,"UndefVarError: `resort` not defined in `QMBCertify`
Suggestion: check for spelling errors or missing imports.",d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,MISSING,MISSING,84b8c772177c82bf6479baa9de968307d108c75fc57972b7001ab2bc55f23954,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,a01r06n01,AMD EPYC 7742 64-Core Processor,2026-07-28T16:20:30Z,scnet2d-20260729-001930
t2d,c2d_L4_retry,4,,,,,,0.0,NaN,NaN,NaN,,,4,0,1,8,0,false,4,"[1, 1]",false,square,false,false,0,"[[1, 4]]",[1.5],1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,NaN,NaN,NaN,NaN,0.5016109943389893,1.0349845886230469,0.0,,"UndefVarError: `resort` not defined in `QMBCertify`
Suggestion: check for spelling errors or missing imports.",d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,MISSING,MISSING,84b8c772177c82bf6479baa9de968307d108c75fc57972b7001ab2bc55f23954,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,a01r06n01,AMD EPYC 7742 64-Core Processor,2026-07-28T16:20:32Z,scnet2d-20260729-001930
t2d,c2d10_j02,10,-0.6007562489975676,,,,,0.2,-0.4515446,-0.4515446,-0.4515446,-0.14921164899756761,-0.14921164899756761,4,4,5,10,0,false,10,"[1, 1]",false,square,false,false,0,"[[1, 4], [1, 7]]","[1.5, 0.30000000000000004]",1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,5.2e-9,8.1e-7,2.5e-13,2875.0214653,6047.302785158157,218.98357391357422,0.0,,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,MISSING,MISSING,84b8c772177c82bf6479baa9de968307d108c75fc57972b7001ab2bc55f23954,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,a04r06n02,AMD EPYC 7742 64-Core Processor,2026-07-29T09:22:07Z,scnet2d-20260729-075130
t2d,c2d10_j05,10,-0.5116536003536482,-0.375,MG_exact,0.13665360035364815,0.36440960094306174,0.5,-0.4515446,-0.4515446,-0.4515446,-0.060109000353648134,-0.060109000353648134,4,4,5,10,0,false,10,"[1, 1]",false,square,false,false,0,"[[1, 4], [1, 7]]","[1.5, 0.75]",1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,6.0e-9,8.1e-7,2.9e-13,2395.404788365,5325.604000091553,230.01569366455078,0.0,,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,MISSING,MISSING,84b8c772177c82bf6479baa9de968307d108c75fc57972b7001ab2bc55f23954,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,a01r05n03,AMD EPYC 7742 64-Core Processor,2026-07-29T09:10:05Z,scnet2d-20260729-075130
t2d,c2d_L4,4,-0.7024962789616238,,,,,0.0,NaN,NaN,NaN,NaN,NaN,4,0,1,8,0,false,4,"[1, 1]",false,square,false,false,0,"[[1, 4]]",[1.5],1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,1.1e-8,9.7e-9,1.5e-11,13.387093526,61.61258792877197,1.5641059875488281,0.0,,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,MISSING,MISSING,84b8c772177c82bf6479baa9de968307d108c75fc57972b7001ab2bc55f23954,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,a01r03n08,AMD EPYC 7742 64-Core Processor,2026-07-29T00:21:01Z,scnet2d-20260729-075130
t2d,c2d_L6,6,-0.682174095380501,,,,,0.0,NaN,NaN,NaN,NaN,NaN,4,4,5,10,0,false,6,"[1, 1]",false,square,false,false,0,"[[1, 4]]",[1.5],1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,1.4e-8,3.7e-8,7.5e-12,599.785300775,3762.154615879059,37.384727478027344,0.0,,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,MISSING,MISSING,84b8c772177c82bf6479baa9de968307d108c75fc57972b7001ab2bc55f23954,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,a01r02n03,AMD EPYC 7742 64-Core Processor,2026-07-29T01:24:18Z,scnet2d-20260729-075130
t2d,c2d_L8,8,-0.6789488008048025,,,,,0.0,NaN,NaN,NaN,NaN,NaN,4,4,5,10,0,false,8,"[1, 1]",false,square,false,false,0,"[[1, 4]]",[1.5],1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,2.9e-9,7.0e-7,2.2e-13,960.746996364,3554.833843946457,93.34252166748047,0.0,,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,MISSING,MISSING,84b8c772177c82bf6479baa9de968307d108c75fc57972b7001ab2bc55f23954,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,a06r01n08,AMD EPYC 7742 64-Core Processor,2026-07-29T02:25:00Z,scnet2d-20260729-075130
t1q,v100,100,,-0.4432295707509187,bethe_high_precision,,,0.0,-0.4432295,-0.4432378,-0.4435928,,,4,4,5,10,3,true,100,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,NaN,NaN,NaN,NaN,3290.113103866577,18.462039947509766,0.0,MAX_RSS_GB,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,357fa3feaa1842d8e3aed295b7fa6cb6eb68644c,be63c27ece7322effe6d95c69ce6c3c5d8d92c14,9a857e9de4e8ed108cadaa0d0ca60a783a49bc04576b67fc057e9ebc1d77d38c,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,localhost,Intel(R) Core(TM) i9-14900HX,2026-07-28T10:15:42Z,targets-20260728-171149
t1q,v140,140,,-0.44318920274910945,bethe_high_precision,,,0.0,NaN,NaN,NaN,,,4,4,5,10,3,true,140,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,NaN,NaN,NaN,NaN,130.418879032135,18.162342071533203,0.0,MAX_RSS_GB,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,357fa3feaa1842d8e3aed295b7fa6cb6eb68644c,be63c27ece7322effe6d95c69ce6c3c5d8d92c14,9a857e9de4e8ed108cadaa0d0ca60a783a49bc04576b67fc057e9ebc1d77d38c,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,localhost,Intel(R) Core(TM) i9-14900HX,2026-07-28T10:18:09Z,targets-20260728-171149
t1q,v50,50,,-0.44347713234633307,bethe_high_precision,,,0.0,-0.4434771,-0.4434798,-0.4436101,,,4,4,5,10,3,true,50,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,NaN,NaN,NaN,NaN,2358.104038953781,16.335216522216797,0.0,MAX_RSS_GB,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,94b5c820269c88d616b27c6a3b979291e8c76459,be63c27ece7322effe6d95c69ce6c3c5d8d92c14,9a857e9de4e8ed108cadaa0d0ca60a783a49bc04576b67fc057e9ebc1d77d38c,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,localhost,Intel(R) Core(TM) i9-14900HX,2026-07-28T12:21:08Z,targets-20260728-171149
t1q,j40_0.5,40,-0.37499999967919967,-0.375,MG_exact,-3.2080033074421976e-10,8.554675486512527e-10,0.5,-0.443663,-0.4436649,-0.443782,0.0686630003208003,0.0686649003208003,4,4,5,10,0,true,40,"[1, 1]",false,chain,false,false,0,"[[1, 4], [1, 7]]","[0.75, 0.375]",1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,3.3e-10,1.2e-9,1.3e-13,81.997402268,2232.359904050827,15.713756561279297,0.0,,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,07f920c9bb0484c46fd378ebccc6d968f53c419a,be63c27ece7322effe6d95c69ce6c3c5d8d92c14,9a857e9de4e8ed108cadaa0d0ca60a783a49bc04576b67fc057e9ebc1d77d38c,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,localhost,Intel(R) Core(TM) i9-14900HX,2026-07-28T12:58:59Z,targets-20260728-171149
t1q,j40_0.2,40,,,,,,0.2,-0.443663,-0.4436649,-0.443782,,,4,4,5,10,0,true,40,"[1, 1]",false,chain,false,false,0,"[[1, 4], [1, 7]]","[0.75, 0.15000000000000002]",1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,NaN,NaN,NaN,NaN,3664.8672959804535,16.016414642333984,0.0,MAX_RSS_GB,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,e286276201879d0287586ee48802fe66b3343789,be63c27ece7322effe6d95c69ce6c3c5d8d92c14,337b18142f93b98c5eeaef900f4ce19ccea6ea38c443bb4d63ffeeb0b9ebe838,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,localhost,Intel(R) Core(TM) i9-14900HX,2026-07-28T14:00:13Z,targets-20260728-171149
t1q,j40_1.0,40,-0.4930897302104514,,,,,1.0,-0.443663,-0.4436649,-0.443782,-0.04942673021045141,-0.04942483021045141,4,4,5,10,0,true,40,"[1, 1]",false,chain,false,false,0,"[[1, 4], [1, 7]]","[0.75, 0.75]",1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,1.6e-8,1.6e-8,4.1e-12,235.357891462,2361.6816198825836,18.222198486328125,0.0,,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,d574e54f326e40dba412d5f3a86962325a756f31,be63c27ece7322effe6d95c69ce6c3c5d8d92c14,337b18142f93b98c5eeaef900f4ce19ccea6ea38c443bb4d63ffeeb0b9ebe838,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,localhost,Intel(R) Core(TM) i9-14900HX,2026-07-28T15:13:31Z,targets-20260728-171149
t1q,j40_0.2,40,,,,,,0.2,-0.443663,-0.4436649,-0.443782,,,4,4,5,10,0,true,40,"[1, 1]",false,chain,false,false,0,"[[1, 4], [1, 7]]","[0.75, 0.15000000000000002]",1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,NaN,NaN,NaN,NaN,2527.1601440906525,18.567737579345703,0.0,MAX_RSS_GB,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,3bae5b2c067ba8154d99c3a78dfa0a1c6f38b817,be63c27ece7322effe6d95c69ce6c3c5d8d92c14,337b18142f93b98c5eeaef900f4ce19ccea6ea38c443bb4d63ffeeb0b9ebe838,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,localhost,Intel(R) Core(TM) i9-14900HX,2026-07-28T15:55:53Z,targets-20260728-171149
t1q,j40_0.4,40,-0.38104996040315897,,,,,0.4,-0.443663,-0.4436649,-0.443782,0.062613039596841,0.062614939596841,4,4,5,10,0,true,40,"[1, 1]",false,chain,false,false,0,"[[1, 4], [1, 7]]","[0.75, 0.30000000000000004]",1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,1.5e-8,1.2e-8,4.2e-12,152.828757906,2182.3292288780212,19.718833923339844,0.0,,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,57a3b05b5838fc2c269b2cb3ee7ce10824aee2fc,be63c27ece7322effe6d95c69ce6c3c5d8d92c14,337b18142f93b98c5eeaef900f4ce19ccea6ea38c443bb4d63ffeeb0b9ebe838,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,localhost,Intel(R) Core(TM) i9-14900HX,2026-07-28T16:34:40Z,targets-20260728-171149
t1q,j40_0.2,40,,,,,,0.2,-0.443663,-0.4436649,-0.443782,,,4,4,5,10,0,true,40,"[1, 1]",false,chain,false,false,0,"[[1, 4], [1, 7]]","[0.75, 0.15000000000000002]",1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,NaN,NaN,NaN,NaN,2133.2934999465942,20.392059326171875,0.0,MAX_RSS_GB,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,57a3b05b5838fc2c269b2cb3ee7ce10824aee2fc,be63c27ece7322effe6d95c69ce6c3c5d8d92c14,337b18142f93b98c5eeaef900f4ce19ccea6ea38c443bb4d63ffeeb0b9ebe838,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,localhost,Intel(R) Core(TM) i9-14900HX,2026-07-28T17:10:30Z,targets-20260728-171149
t1q,j40_0.6,40,-0.38143924228439624,,,,,0.6,-0.443663,-0.4436649,-0.443782,0.062223757715603734,0.06222565771560373,4,4,5,10,0,true,40,"[1, 1]",false,chain,false,false,0,"[[1, 4], [1, 7]]","[0.75, 0.44999999999999996]",1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,6.2e-9,3.8e-8,1.6e-12,138.123089382,2117.537420988083,19.219478607177734,0.0,,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,57a3b05b5838fc2c269b2cb3ee7ce10824aee2fc,be63c27ece7322effe6d95c69ce6c3c5d8d92c14,337b18142f93b98c5eeaef900f4ce19ccea6ea38c443bb4d63ffeeb0b9ebe838,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,localhost,Intel(R) Core(TM) i9-14900HX,2026-07-28T17:46:14Z,targets-20260728-171149
t1q,j40_0.8,40,-0.42515574362751657,,,,,0.8,-0.443663,-0.4436649,-0.443782,0.018507256372483405,0.018509156372483404,4,4,5,10,0,true,40,"[1, 1]",false,chain,false,false,0,"[[1, 4], [1, 7]]","[0.75, 0.6000000000000001]",1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,8.3e-9,2.7e-8,2.8e-12,157.377764321,2116.3647968769073,19.77523422241211,0.0,,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,57a3b05b5838fc2c269b2cb3ee7ce10824aee2fc,be63c27ece7322effe6d95c69ce6c3c5d8d92c14,337b18142f93b98c5eeaef900f4ce19ccea6ea38c443bb4d63ffeeb0b9ebe838,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,localhost,Intel(R) Core(TM) i9-14900HX,2026-07-28T18:21:46Z,targets-20260728-171149
