epsilon,perturbation_seed,k,generator_dimension,minimum_coverage,mean_coverage,uncovered_weight,largest_angle_degrees,covered_90,covered_95,covered_99
0.05,211,39,15,0.9989230014257222,0.9999282000950475,0.0010769985742880017,1.8806508870338363,15,15,15
0.05,211,40,15,0.999999999999998,0.9999999999999994,9.103828801926284e-15,2.561320938754782e-06,15,15,15
0.075,211,15,15,0.9850909575896655,0.9983242390257558,0.02513641461366356,7.013464583920165,15,15,14
0.075,211,16,15,0.9864942834422099,0.9984567376800658,0.023148934799017473,6.673657304973476,15,15,14
0.075,211,17,15,0.9865195839446627,0.9984705912532197,0.022941131201706155,6.6673750373716185,15,15,14
0.075,211,18,15,0.9867808436701122,0.9985029399907646,0.022455900138530827,6.602159437590682,15,15,14
0.075,211,19,15,0.9884035660607873,0.9986353134870594,0.02047029769410913,6.181983356392075,15,15,14
0.075,211,20,15,0.9892706780539965,0.9987200251506416,0.019199622740374234,5.945501028774548,15,15,14
0.075,211,21,15,0.9899707875825278,0.9987811522620317,0.01828271606952292,5.747575306964673,15,15,14
0.075,211,22,15,0.9899709965593476,0.9987975330330301,0.018037004504549148,5.747515224410401,15,15,14
0.075,211,23,15,0.9900423056456157,0.9988230640430823,0.017654039353765527,5.72697696601292,15,15,15
0.075,211,24,15,0.990327579705803,0.9989518436672271,0.015722344991592085,5.644075591334672,15,15,15
0.075,211,25,15,0.9903353286563195,0.9989690256507526,0.01546461523870879,5.641806956132864,15,15,15
0.075,211,26,15,0.9903729843007751,0.9990058847186496,0.014911729220256742,5.630769790589307,15,15,15
0.075,211,27,15,0.9903786750320209,0.9990122921315294,0.014815618027060107,5.62909993447731,15,15,15
0.075,211,28,15,0.9904401168278522,0.9990330010896231,0.014504983655655224,5.611039560709691,15,15,15
0.075,211,29,15,0.9905915898312468,0.9990597248136475,0.014104127795290577,5.566268079027881,15,15,15
0.075,211,30,15,0.9905915901752033,0.9991238356082889,0.013142465875667253,5.566267976959632,15,15,15
0.075,211,31,15,0.9906413693684722,0.9991407922348557,0.012888116477164924,5.551476716016879,15,15,15
0.075,211,32,15,0.9906606305413794,0.9991567514816803,0.012648727774794644,5.54574304854866,15,15,15
0.075,211,33,15,0.9910799854418402,0.9992313159456327,0.011530260815506788,5.419424724536179,15,15,15
0.075,211,34,15,0.992962276020269,0.9994151638360425,0.00877254245936454,4.812264329547706,15,15,15
0.075,211,35,15,0.9930982723929966,0.9994721598261971,0.007917602607041885,4.765433050989043,15,15,15
0.075,211,36,15,0.9939250861362133,0.9995446309699891,0.006830535450163322,4.4702662884823985,15,15,15
0.075,211,37,15,0.9944726091194964,0.9995878533281329,0.006182200078007516,4.263670360577438,15,15,15
0.075,211,38,15,0.9956451159691967,0.9996754716956081,0.00486792456587537,3.783786742095648,15,15,15
0.075,211,39,15,0.997545154257678,0.9998363436171781,0.002454845742328904,2.839962358033332,15,15,15
0.075,211,40,15,0.9999999999999982,0.9999999999999996,7.771561172376096e-15,2.4148365394514667e-06,15,15,15
0.1,211,15,15,0.9733297702185458,0.9970144985018679,0.04478252247198289,9.399086085430884,15,15,14
0.1,211,16,15,0.9758063985459438,0.997248773387524,0.04126839918713843,8.948285458924975,15,15,14
0.1,211,17,15,0.9758615794014613,0.9972732569466705,0.04090114579994486,8.937991304456078,15,15,14
0.1,211,18,15,0.9763437494772086,0.9973315707713584,0.040026438429623945,8.84754812130981,15,15,14
0.1,211,19,15,0.9792352306466499,0.9975673794941968,0.03648930758704505,8.285157497001235,15,15,14
0.1,211,20,15,0.9808162761038658,0.9977194084451033,0.03420887332345002,7.961364831647676,15,15,14
0.1,211,21,15,0.9820721386917707,0.9978292451047874,0.03256132342818907,7.694725858031183,15,15,14
0.1,211,22,15,0.982072548335558,0.9978589807014286,0.03211528947857023,7.694637414615221,15,15,14
0.1,211,23,15,0.9822127928202538,0.9979051764163718,0.0314223537544257,7.6642996407472666,15,15,14
0.1,211,24,15,0.9827494999898677,0.998130519866868,0.028042201996981597,7.54709962472244,15,15,14
0.1,211,25,15,0.9827604155289117,0.9981608618143774,0.02758707278434014,7.544697569007049,15,15,14
0.1,211,26,15,0.9828195188003315,0.9982258969181196,0.02661154622820472,7.531678404685029,15,15,14
0.1,211,27,15,0.9828305660446527,0.9982375210223212,0.026437184665180746,7.529242497940537,15,15,14
0.1,211,28,15,0.9829289001169229,0.9982739389054159,0.025890916418763843,7.507525907122034,15,15,14
0.1,211,29,15,0.9831950768977659,0.9983212432407295,0.025181351389059747,7.448431761809033,15,15,14
0.1,211,30,15,0.9831957304044997,0.9984374410136057,0.023438384795913314,7.448286112395096,15,15,14
0.1,211,31,15,0.9832840099230858,0.9984676673025207,0.022984990462191823,7.428585281847098,15,15,14
0.1,211,32,15,0.9833199206541497,0.9984950048003755,0.022574927994366778,7.4205566635288465,15,15,14
0.1,211,33,15,0.9840969225125826,0.9986312679328546,0.020530981007179983,7.244711485689031,15,15,14
0.1,211,34,15,0.987362893263703,0.9989523331910668,0.01571500213399757,6.454542008312128,15,15,14
0.1,211,35,15,0.9875967650655996,0.9990533161856795,0.014200257214810663,6.394285224043299,15,15,14
0.1,211,36,15,0.9890713687110124,0.9991821916526435,0.012267125210347118,6.0006700727312525,15,15,14
0.1,211,37,15,0.9900599997870354,0.9992602444935954,0.01109633259606757,5.721869482489018,15,15,15
0.1,211,38,15,0.9921567848438426,0.99941662765499,0.008750585175149261,5.080881281208901,15,15,15
0.1,211,39,15,0.995586340418287,0.999705756027885,0.004413659581722351,3.809272477362842,15,15,15
0.1,211,40,15,0.9999999999999982,0.9999999999999994,7.993605777301127e-15,2.4148365394514667e-06,15,15,15
0.125,211,15,15,0.9581444512897899,0.995329136475157,0.07006295287264586,11.805281744006423,15,15,14
0.125,211,16,15,0.9619790243040198,0.9956926793756857,0.06460980936471372,11.244120785841252,15,15,14
0.125,211,17,15,0.9620826930080743,0.9957308929993907,0.06403660500914232,11.228581519320143,15,15,14
0.125,211,18,15,0.9628628513098969,0.9958232079363687,0.06265188095446894,11.11097981247878,15,15,14
0.125,211,19,15,0.9673790928104584,0.9961916637254082,0.057125044118877644,10.405443387644983,15,15,14
0.125,211,20,15,0.9699045951474037,0.9964310914582188,0.05353362812671658,9.990231465609712,15,15,14
0.125,211,21,15,0.9718784444082256,0.9966041984090428,0.05093702386435983,9.653818487589476,15,15,14
0.125,211,22,15,0.9718791311734164,0.996651680661957,0.050224790070645065,9.653699479128,15,15,14
0.125,211,23,15,0.9721203361612848,0.9967251754248871,0.04912236862669461,9.611813781273632,15,15,14
0.125,211,24,15,0.9730056925738303,0.9970719607670008,0.043920588494987145,9.456540196437421,15,15,14
0.125,211,25,15,0.9730186896308246,0.997119125972254,0.04321311041618847,9.454242489109678,15,15,14
0.125,211,26,15,0.9730992043027054,0.9972200022390427,0.041699966414360246,9.439996555216391,15,15,14
0.125,211,27,15,0.9731178753970325,0.997238535876536,0.04142196185196145,9.436690009115196,15,15,14
0.125,211,28,15,0.9732551053262203,0.9972948522404342,0.04057721639348677,9.412353013824367,15,15,14
0.125,211,29,15,0.9736649267756744,0.9973684205757577,0.0394736913636331,9.339309591256734,15,15,14
0.125,211,30,15,0.973668910944283,0.9975537197369649,0.036694203945525805,9.338596780408908,15,15,14
0.125,211,31,15,0.9738062646446641,0.9976010963205864,0.03598355519120677,9.313990549712475,15,15,14
0.125,211,32,15,0.9738649494010749,0.9976423049672081,0.03536542549187871,9.303458331379973,15,15,14
0.125,211,33,15,0.9751273493644605,0.9978610066256782,0.03208490061482694,9.074039337707795,15,15,14
0.125,211,34,15,0.9800985341425947,0.998353159443909,0.024702608341365062,8.109915143092605,15,15,14
0.125,211,35,15,0.9804514941234107,0.9985103980335216,0.022344029497176843,8.037197452787685,15,15,14
0.125,211,36,15,0.9827578184274222,0.998711483139059,0.01932775291411437,7.545269150640282,15,15,14
0.125,211,37,15,0.9843231579035046,0.9988351314670108,0.01747302799484074,7.192721280608455,15,15,14
0.125,211,38,15,0.9876113387491459,0.9990799515248948,0.013800727126577206,6.390511842817469,15,15,14
0.125,211,39,15,0.9930378330126101,0.9995358555341733,0.006962166987399709,4.786301805758874,15,15,15
0.125,211,40,15,0.999999999999998,0.9999999999999998,6.8833827526759706e-15,2.561320938754782e-06,15,15,15
0.15,211,15,15,0.9395805172304614,0.9932715698445302,0.10092645233204423,14.2293377303161,15,14,12
0.15,211,16,15,0.9450419342062644,0.9937907139203076,0.093139291195386,13.558106180193207,15,14,12
0.15,211,17,15,0.9452183417850403,0.9938459297996457,0.0923110530053155,13.535914137904221,15,14,13
0.15,211,18,15,0.9463786341558528,0.9939804834257805,0.0902927486132914,13.389102302825098,15,14,13
0.15,211,19,15,0.9528612803041742,0.994509942915244,0.08235085627134131,12.539611841173853,15,15,13
0.15,211,20,15,0.9565666281368811,0.9948568459381034,0.07714731092844951,12.028999827106789,15,15,13
0.15,211,21,15,0.959416385926403,0.9951077412456216,0.07338388131567553,11.621983357628844,15,15,13
0.15,211,22,15,0.959417424606778,0.9951776768543606,0.07233484718459171,11.621832558685426,15,15,13
0.15,211,23,15,0.9597978385997592,0.9952854628377266,0.07071805743410187,11.566477949816832,15,15,13
0.15,211,24,15,0.9611404422533242,0.995777582353944,0.06333626469083853,11.369078527031697,15,15,13
0.15,211,25,15,0.9611539995949442,0.9958452631698507,0.06232105245224129,11.367068688461531,15,15,13
0.15,211,26,15,0.9612536586145236,0.9959895000700664,0.060157498949006794,11.352284170935322,15,15,14
0.15,211,27,15,0.96128247286147,0.9960167297308133,0.059749054037800065,11.348006148404876,15,15,14
0.15,211,28,15,0.9614574840269773,0.9960970383154678,0.058544425267983424,11.321989526100161,15,15,14
0.15,211,29,15,0.9620371302494695,0.9962024458237678,0.056963312643480535,11.235413591378949,15,15,14
0.15,211,30,15,0.9620499405309462,0.9964750324873527,0.052874512689710884,11.233493105709151,15,15,14
0.15,211,31,15,0.9622465292530041,0.9965434940557361,0.051847589163958596,11.203981860723552,15,15,14
0.15,211,32,15,0.9623346755550556,0.996600812753104,0.05098780870344122,11.19072566563736,15,15,14
0.15,211,33,15,0.9642201051444161,0.9969240214290535,0.04613967856420076,10.903518394363367,15,15,14
0.15,211,34,15,0.9711802668995516,0.9976183805811327,0.03572429128300869,9.77408366285294,15,15,14
0.15,211,35,15,0.9716704186251063,0.9978440048977072,0.03233992653439244,9.689802239428216,15,15,14
0.15,211,36,15,0.9749870544524253,0.9981326444834461,0.028010332748306555,9.099811291699895,15,15,14
0.15,211,37,15,0.9772655247969245,0.998312796080556,0.025308058791657317,8.672105794045104,15,15,14
0.15,211,38,15,0.9820065887211457,0.9986652662501575,0.020021006247636364,7.708865551984065,15,15,14
0.15,211,39,15,0.9898976955538155,0.9993265130369208,0.01010230444618987,5.768551995927569,15,15,14
0.15,211,40,15,0.9999999999999971,0.9999999999999993,1.0436096431476471e-14,3.078324659199975e-06,15,15,15
0.175,211,15,15,0.9177309631197669,0.9908479367552057,0.13728094867191598,16.66801610602105,15,14,12
0.175,211,16,15,0.9250692331686033,0.9915476161556565,0.12678575766515365,15.886633531050926,15,14,12
0.175,211,17,15,0.9253486850757165,0.9916233382163501,0.12564992675474818,15.856199800475293,15,14,12
0.175,211,18,15,0.9269753248711987,0.9918085066551441,0.12287240017283929,15.678000136636209,15,14,12
0.175,211,19,15,0.9357448261685565,0.9925260526851495,0.1121092097227584,14.68389457563184,15,14,12
0.175,211,20,15,0.940865432240945,0.9930002285875068,0.1049965711874008,14.074066680001447,15,14,12
0.175,211,21,15,0.9447410273921383,0.9933431798723638,0.09985230191454364,13.595882940641976,15,14,12
0.175,211,22,15,0.9447424885094996,0.9934406258419789,0.09839061237031543,13.595699741831325,15,14,12
0.175,211,23,15,0.9453067710141141,0.9935900540422444,0.09614918936633121,13.524777091559567,15,14,13
0.175,211,24,15,0.9472261453897359,0.9942504903221804,0.08624264516729374,13.280917640823077,15,14,13
0.175,211,25,15,0.9472386187263154,0.9943424525442762,0.08486321183585743,13.279319322545053,15,14,13
0.175,211,26,15,0.9473533435286406,0.9945374398842487,0.08193840173627165,13.264610249556178,15,14,13
0.175,211,27,15,0.9473949940034432,0.9945752449235256,0.0813713261471194,13.259266423075632,15,14,13
0.175,211,28,15,0.947604063181926,0.9946835697606783,0.07974645358982424,13.232412251793535,15,14,13
0.175,211,29,15,0.9483764183823773,0.9948262750129437,0.0776058748058448,13.132764329113343,15,14,13
0.175,211,30,15,0.9484072332524048,0.995205606154687,0.07191590767969724,13.128774081621374,15,14,14
0.175,211,31,15,0.9486726749967206,0.9952991451064814,0.07051282340277454,13.094354997517511,15,14,14
0.175,211,32,15,0.9487974869544638,0.9953745956808657,0.06938106478701345,13.078141888898239,15,14,14
0.175,211,33,15,0.9514518206759525,0.9958256097194206,0.06261585420869054,12.72879883226053,15,15,14
0.175,211,34,15,0.9606451310165705,0.9967504002760639,0.04874399585904132,11.442277845412962,15,15,14
0.175,211,35,15,0.9612874348388039,0.9970564037620754,0.044153943568867926,11.347269294397032,15,15,14
0.175,211,36,15,0.965784723064747,0.9974472890569025,0.03829066414646176,10.659600196276902,15,15,14
0.175,211,37,15,0.9689111433186286,0.997694837725281,0.03457743412078329,10.155501966457226,15,15,14
0.175,211,38,15,0.9753566917533117,0.9981734271423497,0.027398592864756766,9.031756481867818,15,15,14
0.175,211,39,15,0.9861714016053292,0.9990780934403548,0.01382859839467876,6.753326955509942,15,15,14
0.175,211,40,15,0.9999999999999993,1.0,2.4424906541753444e-15,1.4787793334710982e-06,15,15,15
0.2,211,15,15,0.8927390229693649,0.9880673196506711,0.17899020523993592,19.117543347300717,14,14,11
0.2,211,16,15,0.9021822981220198,0.9889708416189923,0.16543737571511474,18.22553228347438,15,14,11
0.2,211,17,15,0.902601374560102,0.9890708494666369,0.16393725800044545,18.185079774231447,15,14,11
0.2,211,18,15,0.904783425590309,0.9893150708928357,0.1602739366074657,17.973183414345524,15,14,11
0.2,211,19,15,0.9161321895726633,0.9902460939327759,0.14630859100836113,16.83397399688971,15,14,11
0.2,211,20,15,0.922898183991848,0.9908667577068103,0.13699863439784477,16.121319616222916,15,14,11
0.2,211,21,15,0.9279377177919256,0.9913155675178902,0.13026648723164858,15.571707943786864,15,14,11
0.2,211,22,15,0.927939668265705,0.9914459687405383,0.12831046889192765,15.571491860068928,15,14,12
0.2,211,23,15,0.9287389154202027,0.9916447370824564,0.12532894376315507,15.48271875044538,15,14,12
0.2,211,24,15,0.9313647089030702,0.9924956029415963,0.11256595587605545,15.187781468140946,15,14,13
0.2,211,25,15,0.9313746598183595,0.9926157311467818,0.1107640327982733,15.18665391603827,15,14,13
0.2,211,26,15,0.9314990431225851,0.9928687450704213,0.10696882394367913,15.17255347540422,15,14,13
0.2,211,27,15,0.93155629766419,0.9929190952251624,0.10621357162256329,15.166058953949022,15,14,13
0.2,211,28,15,0.9317936554433581,0.9930594192124599,0.10410871181310155,15.139107999314918,15,14,13
0.2,211,29,15,0.9327778241938857,0.9932447588119525,0.10132861782071256,15.026893142013648,15,14,13
0.2,211,30,15,0.9328402489563068,0.9937516398605281,0.09372540209208002,15.019749860930569,15,14,13
0.2,211,31,15,0.9331834867252629,0.9938743072072626,0.0918853918910637,14.980417906255846,15,14,14
0.2,211,32,15,0.933352624467744,0.9939697260090423,0.0904541098643632,14.961001754407567,15,14,14
0.2,211,33,15,0.9369278138667656,0.9945729297907476,0.08140605313878535,14.545086236945851,15,14,14
0.2,211,34,15,0.9485576514653833,0.9957533855957531,0.06369921606370299,13.109280084725187,15,14,14
0.2,211,35,15,0.9493639054832493,0.996151629666939,0.05772555499591547,13.004327859412502,15,14,14
0.2,211,36,15,0.9552009630069773,0.9966586013950257,0.050120979074615546,12.21952302897364,15,15,14
0.2,211,37,15,0.9593058645419509,0.9969842524782092,0.045236212826860966,11.638018660073218,15,15,14
0.2,211,38,15,0.9676932666246876,0.9976063955659239,0.035904066511139976,10.354658973610618,15,15,14
0.2,211,39,15,0.9818722435090702,0.9987914829006039,0.018127756490940228,7.737766183447832,15,15,14
0.2,211,40,15,0.9999999999999978,0.9999999999999998,7.105427357601002e-15,2.699869328381916e-06,15,15,15
0.25,211,15,15,0.8341573246865935,0.9814868251604385,0.27769762259342246,24.031439238086936,14,14,11
0.25,211,16,15,0.8483945980679359,0.9828604322347789,0.25709351647831347,22.915017479820623,14,14,11
0.25,211,17,15,0.8492275211770355,0.983021566573112,0.25467650140331954,22.848408558912915,14,14,11
0.25,211,18,15,0.8527917853567805,0.9834090049669868,0.2488649254951978,22.561645428195433,14,14,11
0.25,211,19,15,0.8700317629317268,0.9848344140774437,0.22748378883834486,21.131586360025818,14,14,11
0.25,211,20,15,0.8807296892902455,0.9858017481470089,0.21297377779486548,20.2034885308803,14,14,11
0.25,211,21,15,0.8884449017286787,0.9865007694184847,0.20248845872272825,19.511657882123817,14,14,11
0.25,211,22,15,0.8884480441445548,0.9867151654622717,0.1992725180659245,19.51137192625771,14,14,11
0.25,211,23,15,0.8898953433252906,0.9870369515721167,0.19444572641825253,19.379292568436277,14,14,11
0.25,211,24,15,0.8943573224751025,0.9883315070458936,0.17502739431159453,18.96722260061156,14,14,12
0.25,211,25,15,0.8943603334389071,0.9885203185842197,0.17219522123670317,18.966941976058244,14,14,12
0.25,211,26,15,0.8944851588125762,0.9889108319423874,0.16633752086418951,18.95530503242002,14,14,12
0.25,211,27,15,0.8945816274887646,0.9889925206731751,0.1651121899023752,18.94630750454971,14,14,12
0.25,211,28,15,0.8948530350806971,0.9892087788291106,0.16186831756334152,18.920974112426688,14,14,12
0.25,211,29,15,0.8963010460601206,0.9894949064502979,0.15757640324553301,18.785324842821108,14,14,12
0.25,211,30,15,0.8964878651123757,0.9903249156348909,0.14512626547663454,18.76776289173527,14,14,12
0.25,211,31,15,0.8970101717268826,0.9905182147738066,0.1422267783929042,18.718588846289865,14,14,12
0.25,211,32,15,0.8972923796479206,0.9906584666421027,0.1401230003684606,18.691973652191628,14,14,12
0.25,211,33,15,0.9031755786738487,0.9916425554005728,0.12536166899140788,18.129526847553574,15,14,12
0.25,211,34,15,0.920123652802384,0.9933978916812933,0.09903162478060312,16.416878149299407,15,14,13
0.25,211,35,15,0.9212805746287533,0.994015714507966,0.08976428238051215,16.294216437833516,15,14,14
0.25,211,36,15,0.9302150510358648,0.9947920167959285,0.07811974806107169,15.317545462295266,15,14,14
0.25,211,37,15,0.9366369871472137,0.9953042946628123,0.07043558005781647,14.579322697118787,15,14,14
0.25,211,38,15,0.9495421116653993,0.9962602983952394,0.05609552407140794,12.981023821786101,15,14,14
0.25,211,39,15,0.9716480724888171,0.9981098714992545,0.028351927511183317,9.693659974425108,15,15,14
0.25,211,40,15,0.9999999999999996,1.0,6.661338147750939e-16,1.2074182697257333e-06,15,15,15
0.3,211,15,15,0.765980924877126,0.9736633193979781,0.39505020903032606,28.930947404235514,14,13,9
0.3,211,16,15,0.7856035278691611,0.9755760835053758,0.3663587474193618,27.58277980932963,14,13,10
0.3,211,17,15,0.7870673012620207,0.975817074970312,0.3627438754453193,27.480474808325482,14,13,10
0.3,211,18,15,0.7923664780150451,0.976379863260654,0.3543020510901912,27.107936589889256,14,13,10
0.3,211,19,15,0.8161789725802678,0.9783717031030575,0.3244244534541355,25.387848751539476,14,13,10
0.3,211,20,15,0.8315259198632169,0.979747502212707,0.30378746680939583,24.233479567235083,14,13,10
0.3,211,21,15,0.8422340375984658,0.9807413331013158,0.28888000348026055,23.40310568709259,14,13,10
0.3,211,22,15,0.8422387953492133,0.981067160861541,0.2839925870768839,23.4027317711918,14,13,10
0.3,211,23,15,0.8446089133416458,0.9815460016036411,0.2768099759453805,23.215887538505264,14,13,10
0.3,211,24,15,0.8515122904557942,0.9833616006661435,0.24957599000784814,22.66491346262913,14,14,11
0.3,211,25,15,0.8515125526915347,0.9836371367011346,0.24544294948297785,22.66489233533091,14,14,11
0.3,211,26,15,0.8516137140558205,0.9841932096874314,0.23710185468852873,22.65674101415409,14,14,11
0.3,211,27,15,0.8517582445462943,0.984315067388423,0.23527398917365516,22.645091138984437,14,14,11
0.3,211,28,15,0.8520307721280408,0.9846234592974848,0.23064811053772716,22.623111292697953,14,14,11
0.3,211,29,15,0.8539651266358553,0.9850303134633377,0.22454529804993517,22.46661820253136,14,14,11
0.3,211,30,15,0.8543939529020164,0.9862834505285544,0.20574824207168407,22.431809301817985,14,14,11
0.3,211,31,15,0.8551198413949656,0.9865641857484665,0.2015372137730036,22.372790037328368,14,14,12
0.3,211,32,15,0.8555491396415599,0.9867549808470831,0.1986752872937544,22.33782762679883,14,14,12
0.3,211,33,15,0.864345924928365,0.9882249797479756,0.17662530378036334,21.61158048448256,14,14,12
0.3,211,34,15,0.8869381879291588,0.9906200640862051,0.14069903870692368,19.648364144632538,14,14,13
0.3,211,35,15,0.8884554773041277,0.9915035764415794,0.12744635337630827,19.510695504128677,14,14,14
0.3,211,36,15,0.9009191294970392,0.9925897467961844,0.11115379805723402,18.34699827464705,15,14,14
0.3,211,37,15,0.9100568421097305,0.9933244896124442,0.10013265581333564,17.451912201089456,15,14,14
0.3,211,38,15,0.9281573174521509,0.9946649470996676,0.08002579350498484,15.547362571304578,15,14,14
0.3,211,39,15,0.9594845646300272,0.9972989709753348,0.040515435369977704,11.612081030988909,15,15,14
0.3,211,40,15,0.9999999999999987,0.9999999999999996,5.773159728050814e-15,2.091309789151873e-06,15,15,15
0.35,211,15,15,0.6910173332174812,0.964771722378986,0.5284241643152079,33.77011417451345,14,13,8
0.35,211,16,15,0.7163771714590372,0.967274468956521,0.4908829656521845,32.17875745805229,14,13,9
0.35,211,17,15,0.7187231712343909,0.9676159859943815,0.48576021008427894,32.02946954581577,14,13,9
0.35,211,18,15,0.7260757198826508,0.9683831984182703,0.47425202372594266,31.55909894998562,14,13,9
0.35,211,19,15,0.7567360124796819,0.9709890697180191,0.43516395422971366,29.55231120327433,14,13,9
0.35,211,20,15,0.7772147523983503,0.9728194418725917,0.40770837191112475,28.16428526210166,14,13,9
0.35,211,21,15,0.7910165633283525,0.9741426935661754,0.38785959650736923,27.203165320995065,14,13,10
0.35,211,22,15,0.7910238329397113,0.974611939767205,0.3808209034919269,27.202653099396315,14,13,10
0.35,211,23,15,0.7946277614438314,0.9752828187899655,0.37075771815051894,26.94790218541664,14,13,10
0.35,211,24,15,0.8045984799698271,0.9776876123363998,0.3346858149540034,26.23426971800568,14,13,11
0.35,211,25,15,0.8046105604356714,0.9780702818380843,0.3289457724287368,26.233396891697158,14,13,11
0.35,211,26,15,0.8046723787617378,0.9788193585029094,0.3177096224563605,26.228930133085566,14,13,11
0.35,211,27,15,0.8048697733781865,0.978990693880395,0.3151395917940766,26.21466355908908,14,13,11
0.35,211,28,15,0.8051140887903377,0.9794081659930698,0.3088775101039546,26.196998240840244,14,13,11
0.35,211,29,15,0.807518811961806,0.9799549861375864,0.3006752079362043,26.02267291940011,14,13,11
0.35,211,30,15,0.8083478163873675,0.9817413930031813,0.2738791049522806,25.962384217435257,14,14,11
0.35,211,31,15,0.8092923021690765,0.9821265746127033,0.268101380809451,25.89357585207826,14,14,11
0.35,211,32,15,0.8099030002717487,0.9823728514882977,0.26440722767553326,25.849015505253075,14,14,11
0.35,211,33,15,0.8221472347642687,0.9844330786153476,0.2335038207697887,24.943601095265326,14,14,12
0.35,211,34,15,0.8504165533496353,0.9875107048240346,0.18733942763948164,22.75305872937176,14,14,13
0.35,211,35,15,0.8522803013628657,0.9887054284701905,0.16941857294714435,22.602971632467966,14,14,13
0.35,211,36,15,0.8685261723874625,0.9901293460875428,0.14805980868685809,21.25953888349967,14,14,13
0.35,211,37,15,0.8806447946526744,0.9911143169605519,0.13328524559172428,20.21099124859593,14,14,13
0.35,211,38,15,0.9043781740664163,0.9928731731649996,0.10690240252500827,18.012699685338088,15,14,13
0.35,211,39,15,0.9457391172218093,0.9963826078147873,0.05426088277819119,13.470203534066396,15,14,14
0.35,211,40,15,0.9999999999999993,1.0,1.7763568394002505e-15,1.4787793334710982e-06,15,15,15
0.4,211,15,15,0.6124719462773097,0.9550140317887431,0.6747895231688532,38.50021056678782,13,12,8
0.4,211,16,15,0.6436845914961015,0.95813929299334,0.6279106050999005,36.64974089031205,13,12,9
0.4,211,17,15,0.6471811228739376,0.9586030169153011,0.6209547462704834,36.44035060801463,13,12,9
0.4,211,18,15,0.6568474146484318,0.9595992198236277,0.6060117026455845,35.858980098439844,13,12,9
0.4,211,19,15,0.6942080070670615,0.9628414948050297,0.5573775779245562,33.57201248924877,13,13,9
0.4,211,20,15,0.7200106025309808,0.9651538004335087,0.5226929934973696,31.94738294436073,13,13,9
0.4,211,21,15,0.7367616123518214,0.9668301954009085,0.497547068986369,30.868379592685013,13,13,9
0.4,211,22,15,0.7367734356850683,0.9674799611070921,0.48780058339361865,30.867610466502562,13,13,10
0.4,211,23,15,0.7419475325539059,0.9683774720510065,0.47433791923490165,30.52994729104171,13,13,10
0.4,211,24,15,0.755598231527431,0.9714281090910463,0.42857836363430724,29.62822077318368,14,13,10
0.4,211,25,15,0.7556472815935594,0.9719410872017228,0.42088369197415876,29.624950761237738,14,13,11
0.4,211,26,15,0.7556690872437685,0.9729098139186193,0.40635279122071033,29.62349697656938,14,13,11
0.4,211,27,15,0.7559183552169616,0.9731402461473417,0.4028963077898763,29.60687513727918,14,13,11
0.4,211,28,15,0.7561144544762949,0.9736848960052611,0.3947265599210823,29.5937946875831,14,13,11
0.4,211,29,15,0.758937189763004,0.9743905820913364,0.384141268629953,29.405111608031138,14,13,11
0.4,211,30,15,0.7603552870017167,0.9768280754731915,0.3475788679021292,29.310036262881557,14,14,11
0.4,211,31,15,0.7615229967230467,0.9773346463095975,0.3399803053560354,29.231603299991946,14,14,11
0.4,211,32,15,0.7623480266934693,0.9776407475974574,0.33538878603813604,29.17610801440683,14,14,11
0.4,211,33,15,0.7784428829233758,0.9803893622483728,0.29415956627440576,28.07964993940309,14,14,12
0.4,211,34,15,0.8121818171435695,0.9841736518173095,0.23739522274035996,25.68225243453135,14,14,13
0.4,211,35,15,0.8143566906461457,0.9857248325043432,0.21412751243485217,25.522369098279896,14,14,13
0.4,211,36,15,0.8344427899237267,0.9875006576286125,0.1874901355708133,24.009444257320673,14,14,13
0.4,211,37,15,0.8496445567674633,0.9887535234419728,0.1686971483704096,22.81500136526696,14,14,13
0.4,211,38,15,0.8791887399487266,0.9909468317201799,0.1357975241972985,20.33931593077877,14,14,13
0.4,211,39,15,0.9308241169784037,0.9953882744652263,0.06917588302160405,15.248923365336388,15,14,14
0.4,211,40,15,0.999999999999998,0.9999999999999994,7.993605777301127e-15,2.561320938754782e-06,15,15,15
0.5,211,15,15,0.4573458593236209,0.9337264766365487,0.9941028504517694,47.44687624025586,13,11,7
0.5,211,16,15,0.49980802408403574,0.9381305335740286,0.9280419963895715,45.01099941002317,13,11,7
0.5,211,17,15,0.5063786286177829,0.938901943808925,0.9164708428661279,44.63452158720602,13,11,7
0.5,211,18,15,0.5211468700140391,0.9404076127295727,0.8938858090564084,43.78801208898368,13,11,8
0.5,211,19,15,0.5699786511299111,0.9449030263181852,0.8264546052272221,40.97731223923611,13,11,8
0.5,211,20,15,0.6057622160239317,0.9481839849750217,0.7772402253746726,38.89414858628531,13,11,8
0.5,211,21,15,0.6269855748064911,0.9505993566334967,0.7410096504975485,37.64368525335197,13,11,8
0.5,211,22,15,0.6270261241100424,0.9517435211154761,0.7238471832678605,37.64128316360452,13,11,8
0.5,211,23,15,0.6364156722352272,0.953189514761929,0.7021572785710647,37.08359097528725,13,11,8
0.5,211,24,15,0.6590735105035563,0.9576437415899345,0.6353438761509841,35.72454923907713,13,12,8
0.5,211,25,15,0.6592990296212445,0.9584989339089157,0.6225159913662657,35.71091868882301,13,12,9
