eta,p_parallel,seed,initial_infidelity,nonlinear_channel_error,quadratic_infidelity,quadratic_absolute_residual,quadratic_relative_residual,success,cycles,steps,final_infidelity,improvement_factor
0.35,0.5,3,0.34150579641054807,0.34244676165378946,0.4014853076147574,-0.05903854596096797,0.17240211493270127,True,5,23,3.463796409108877e-06,98592.91831138727
0.35,0.5,4,0.19128001659883503,0.18936995862005787,0.18400581960380474,0.005364139016253128,0.028326240631522025,True,4,16,1.3246999370664094e-06,144394.97673898196
0.35,0.5,5,0.21197450160792058,0.19736127555027663,0.3352627097561802,-0.1379014342059036,0.698725896564111,True,3,13,9.145245549591063e-06,23178.656106986564
0.35,0.5,6,0.20618231494685868,0.2076214929945353,0.313390252233801,-0.10576875923926571,0.5094306842406224,True,3,12,5.6207957168097344e-06,36682.050964820366
0.35,0.5,7,0.07558078691931053,0.07829600884634029,0.06490234774860697,0.013393661097733323,0.17106441688514457,True,2,10,9.543288258639926e-07,79197.84551292808
0.35,0.5,8,0.2460686585807736,0.2400440162595187,0.2539601157287632,-0.013916099469244492,0.05797311545645605,True,3,14,9.920949842745498e-06,24802.933436933614
0.35,0.5,9,0.09244283801985502,0.09400098521629932,0.1350472821303108,-0.04104629691401149,0.4366581565029624,True,3,11,9.702433294422887e-06,9527.799389560621
0.35,1.0,0,0.3590611495727762,0.3384867984514749,0.5869600781139408,-0.2484732796624659,0.7340708139850446,True,3,15,7.787686926774562e-07,461062.64022800035
0.35,1.0,1,0.4592293532841511,0.3528299861236032,0.5699088141414559,-0.21707882801785267,0.6152505074832435,True,3,11,5.912797733154118e-06,77667.01551605083
0.35,1.0,2,0.4104422601719906,0.3773641158699838,0.45116329540972167,-0.07379917953973786,0.1955649104833393,True,5,23,2.513587687269503e-06,163289.41387274693
0.35,1.0,3,0.5734839699178311,0.6305691588514879,0.8029706152295146,-0.17240145637802673,0.27340610297534523,True,4,17,6.445652129138946e-06,88972.21854795335
0.35,1.0,4,0.3227369187705075,0.31525483853898534,0.36801163920760965,-0.052756800668624315,0.16734652166837483,True,5,23,7.086539523137869e-06,45542.244944342296
0.35,1.0,5,0.2611046184886875,0.21025297045660038,0.6705254195123607,-0.46027244905576026,2.189136486662708,True,3,14,9.30554269155115e-06,28059.04256672253
0.35,1.0,6,0.4899254638142066,0.5165290476517138,0.626780504467602,-0.11025145681588822,0.2134467699679666,True,3,13,1.6367811985218417e-06,299322.5143694543
0.35,1.0,7,0.15659964344665975,0.16940078576809808,0.12980469549721393,0.03959609027088415,0.23374206968018071,True,3,13,1.4822878770970329e-06,105647.25372601053
0.35,1.0,8,0.44154378734436467,0.4286167944949485,0.5079202314575264,-0.07930343696257791,0.1850217676515066,True,4,17,7.951534451622333e-06,55529.38115664927
0.35,1.0,9,0.13538388561097014,0.1422875963972514,0.27009456426062184,-0.12780696786337045,0.8982298605041257,True,3,15,1.229050762441286e-06,110153.20908475306
0.6,0.0,0,0.015748036336767458,0.01575067124220069,4.931980330578396e-18,0.015750671242200687,0.9999999999999998,True,4,16,7.5345821192285285e-06,2090.10082942462
0.6,0.0,1,0.008161134115074497,0.00794447912268913,-6.385764420169471e-18,0.007944479122689137,1.0000000000000009,True,3,13,1.6748044634140592e-06,4872.887727107062
0.6,0.0,2,0.025568244865145518,0.024868484301476666,5.075081909036686e-18,0.024868484301476663,0.9999999999999999,True,3,13,4.036568961163223e-06,6334.152868721828
0.6,0.0,3,0.004807701817583288,0.004531079655581862,6.861327693356639e-18,0.004531079655581855,0.9999999999999984,True,2,9,8.423140955160503e-06,570.7730457291958
0.6,0.0,4,0.017255314842676252,0.01758326436919955,9.725483917638569e-18,0.01758326436919954,0.9999999999999994,True,3,15,4.967720531590114e-06,3473.487434115584
0.6,0.0,5,0.004846416276995436,0.004660704234720883,2.411389329829436e-18,0.004660704234720881,0.9999999999999994,True,5,25,6.550968037133398e-06,739.8015452867562
0.6,0.0,6,0.05079236501257606,0.04901702794778644,6.865115382619963e-18,0.04901702794778643,0.9999999999999999,True,4,17,5.95051816988379e-06,8535.788575462497
0.6,0.0,7,0.0035261810399498275,0.0034645590513336815,4.207059743862954e-18,0.003464559051333677,0.9999999999999988,True,2,9,6.6959966266266775e-06,526.6103369777613
0.6,0.0,8,0.005630306814622921,0.005363579325763221,8.297918020084907e-19,0.0053635793257632205,0.9999999999999999,True,2,10,5.922149099590879e-06,950.720206455437
0.6,0.0,9,0.009440552064065189,0.008949353524662512,5.544838996946938e-18,0.008949353524662506,0.9999999999999994,True,3,12,6.465362957663867e-06,1460.173562703794
0.6,0.5,0,0.41276732885447165,0.38345895902384963,0.8624719515143623,-0.47901299249051266,1.2491897273958852,False,8,40,4.3931460454105234e-05,9395.711514887733
0.6,0.5,1,0.5674673961190397,1.820347308893267,0.8374170330241799,0.982930275869087,0.5399685384580198,True,4,19,9.135524379055848e-06,62116.56524282487
0.6,0.5,2,0.5279145029168637,0.4882273018181749,0.6629338218265296,-0.17470652000835468,0.35783848907617766,True,4,20,6.0440908952741346e-06,87343.9053224099
0.6,0.5,3,0.6965853387102355,0.7721363025547598,1.1798751897250015,-0.40773888717024165,0.5280659461563457,False,8,40,0.0888425592757446,7.840671682455845
0.6,0.5,4,0.5152234303089204,0.4919551151132595,0.5407517963866915,-0.04879668127343195,0.09918929547505126,False,8,40,0.048472360551680485,10.629220950764243
0.6,0.5,5,0.26625085685819594,0.22510653668141242,0.9852618409161216,-0.7601553042347091,3.3768690835954605,True,5,25,9.825893476234082e-06,27096.85969038619
0.6,0.5,6,0.40724430749714563,0.41990670835893196,0.9209835984013743,-0.5010768900424424,1.1933052748805504,True,8,36,8.686964679271992e-06,46879.931314659676
0.6,0.5,7,0.2144549704899839,0.24975674445392873,0.19073343011835517,0.05902331433557356,0.23632320506348237,True,3,14,2.978047245016935e-06,72011.94368182846
0.6,0.5,8,0.6060322333800732,0.6137870399137623,0.7463317686722837,-0.1325447287585214,0.21594579249692872,False,8,40,0.1440042449519518,4.208433116553479
0.6,0.5,9,0.18045790086298896,0.19347330372418606,0.39687364544417875,-0.2034003417199927,1.0513096008840503,True,4,20,2.065946644991268e-06,87348.77122819002
0.6,1.0,0,0.7415714429055675,1.0096404054065116,1.7249439030287244,-0.7153034976222128,0.7084735256154988,True,3,15,4.3016020482289365e-07,1723942.462810777
0.6,1.0,1,0.7619626806717855,1.2638767388063084,1.67483406604836,-0.4109573272420517,0.3251561759338873,False,8,40,0.13608091136075137,5.599335520702221
0.6,1.0,2,0.7197753293088194,0.9177336905094978,1.3258676436530596,-0.4081339531435618,0.4447193748733124,False,8,40,0.07270935782304194,9.899349284043865
0.6,1.0,3,0.7806253137124229,0.8430183120567251,2.3597503794500025,-1.5167320673932774,1.7991685894614582,False,8,40,0.07812841053933144,9.991567834589956
0.6,1.0,4,0.7002845295239211,0.653991912081617,1.0815035927733834,-0.42751168069176637,0.6536956693103778,False,8,40,0.055501725615172984,12.617346970063904
0.6,1.0,5,0.17918395614416283,0.18072485988324463,1.9705236818322438,-1.789798821948999,9.903445619519525,False,8,40,0.12216205812298403,1.4667725715931639
0.6,1.0,6,0.8802020095592594,1.8076780078866153,1.841967196802749,-0.03428918891613364,0.018968637537512375,False,8,40,0.040089577540689036,21.95588139251145
0.6,1.0,7,0.3935407787702049,0.6159356588429742,0.3814668602367104,0.2344687986062638,0.38067092762044313,True,4,19,1.3015419296436016e-06,302365.04088498116
0.6,1.0,8,0.7164025488776641,1.0165940281093049,1.4926635373445676,-0.4760695092352627,0.46829854993410935,False,8,40,0.11362597765176327,6.304918678660512
0.6,1.0,9,0.3033523390647032,0.3832140963313542,0.793747290888358,-0.4105331945570038,1.0712893875438954,False,8,40,0.028332710867146407,10.706788365121097
1.0,0.0,0,0.08015435265188357,0.07927966766172441,-6.853862513219087e-18,0.07927966766172441,1.0,False,8,40,4.211693544385886e-05,1903.1382935904232
1.0,0.0,1,0.06830128152558905,0.0682896907722333,3.061030627105202e-17,0.06828969077223328,0.9999999999999996,True,4,19,8.723389285714146e-06,7829.6725376503155
1.0,0.0,2,0.15244885725140853,0.15158848571545033,2.3337180286233446e-17,0.1515884857154503,0.9999999999999998,True,7,32,8.541894634228608e-06,17847.194771113645
1.0,0.0,3,0.029518166564065265,0.028620138238164887,-2.423830112941362e-17,0.02862013823816491,1.0000000000000009,True,3,15,5.638133992158512e-06,5235.449637259238
1.0,0.0,4,0.07071683795384315,0.07176950228739931,5.5089477515531525e-18,0.07176950228739931,1.0,True,5,24,8.415505208547724e-06,8403.160143257383
1.0,0.0,5,0.023039690092489042,0.02257884138103336,-1.1880463603468228e-18,0.02257884138103336,1.0,False,8,40,7.257747272729765e-05,317.4496055967434
1.0,0.0,6,0.2298709583094587,0.2164617541241372,-4.8692437913546695e-18,0.2164617541241372,1.0,True,8,36,6.108578795449571e-06,37630.84115092289
1.0,0.0,7,0.020112797699979035,0.019679833092229884,-2.1876740813646174e-18,0.019679833092229888,1.0000000000000002,True,5,24,9.049510037095755e-06,2222.5289123425077
1.0,0.0,8,0.03416003717089899,0.033204171344660215,2.2358235209502907e-18,0.033204171344660215,1.0,True,4,20,6.554771920919134e-06,5211.476094519691
1.0,0.0,9,0.04852560050890803,0.047082488029512544,1.5036768403067907e-17,0.04708248802951253,0.9999999999999997,True,4,16,4.4990813809930865e-06,10785.668539784654
1.0,0.5,0,0.4907653080621555,0.5349328779837601,2.3957554208732286,-1.8608225428894685,3.4786094096574876,False,8,40,0.020597559359105712,23.826381538995268
1.0,0.5,1,0.8163648484607381,1.5340569311810914,2.3261584250671663,-0.7921014938860749,0.5163442619278967,False,8,40,0.04970697997484818,16.42354552366328
1.0,0.5,2,0.7931921830437052,0.7648565182862875,1.8414828384070265,-1.0766263201207389,1.4076186766806833,True,5,23,9.46987652928888e-06,83759.50632413033
1.0,0.5,3,0.7772736051841337,1.311721876293058,3.277431082569449,-1.965709206276391,1.4985716422078048,False,8,40,0.03525599779270111,22.046563814598635
1.0,0.5,4,0.8066419107384329,0.7156175125738363,1.5020883232963655,-0.7864708107225292,1.0990100114988206,False,8,40,0.13656098351528487,5.9068255805886745
1.0,0.5,5,0.3029344441026151,0.3103903496814259,2.7368384469892266,-2.4264480973078006,7.817408304730557,True,5,22,5.971772187984837e-06,50727.72948574914
1.0,0.5,6,0.608095746545008,0.6121693269259186,2.558287773337151,-1.9461184464112327,3.179052528136127,False,8,40,0.00045007502403405787,1351.0986259459544
1.0,0.5,7,0.45170104164610503,0.7466645720320529,0.5298150836620976,0.21684948836995532,0.2904242366552867,True,4,16,6.963700389073236e-06,64865.08844563022
1.0,0.5,8,0.6904090181148682,1.2181762428032004,2.073143801867454,-0.8549675590642538,0.7018422532168657,False,8,40,0.058706526989437735,11.760345118679632
1.0,0.5,9,0.3535725461319411,0.47883959506238355,1.1024267929004967,-0.6235871978381131,1.3022882908354139,False,8,40,0.06200123730502186,5.702669196624292
1.0,1.0,0,0.2664710233555746,0.268041601503496,4.791510841746456,-4.52346924024296,16.875996915665205,False,8,40,0.024071413387574958,11.07001982248039
1.0,1.0,1,0.6666333202165831,0.6302466380655705,4.6523168501343335,-4.022070212068763,6.381740050869275,False,8,40,0.11488963031208033,5.802380235759958
1.0,1.0,2,0.7585545723794898,1.000579672911981,3.6829656768140553,-2.6823860039020744,2.68083199821114,False,8,40,0.05767860020068406,13.151403982416573
1.0,1.0,3,0.5281452626324074,1.6627170472768855,6.554862165138896,-4.892145117862011,2.942259553947631,False,8,40,0.06994478234756633,7.550888642529084
1.0,1.0,4,0.7278567915281807,1.0834383300560286,3.0041766465927324,-1.9207383165367038,1.7728173937111633,False,8,40,0.037843178247340375,19.233500600054242
1.0,1.0,5,0.43328365090412846,0.41756260253825617,5.473676893978455,-5.056114291440199,12.10863774846065,False,8,40,0.13646277383170305,3.17510511283091
1.0,1.0,6,0.8124600713946268,1.6578847911085823,5.116575546674302,-3.45869075556572,2.0862069391763876,False,8,40,0.0021894017906308404,371.08769841671216
1.0,1.0,7,0.6457849405207858,1.6411543443033205,1.0596301673241955,0.5815241769791251,0.35433850508800585,False,8,40,0.048619519076569466,13.282421397541139
1.0,1.0,8,0.5605656814268868,1.0909186959361157,4.14628760373491,-3.0553689077987944,2.8007301728173126,False,8,40,0.12042103161981496,4.655047991921099
1.0,1.0,9,0.4779611004963934,0.5593331072713545,2.2048535858009948,-1.6455204785296402,2.9419329146403155,False,8,40,0.3453213452493476,1.3841052893827634
