input,output
0000100110100100,101011010
1011110111100110,001001001
0001010100001010,000111110
1011010100100100,100010110
0111111101011000,000110001
0001010010001011,100111110
1110110001111100,101011100
0001000001110011,011010110
1001000011000010,001100100
1001111101000111,110110111
0100100111011001,101101001
1101100010001111,001100001
1111100001100000,101001000
1101001010101010,000001010
1000010001101101,111010110
1000000000111011,101110110
1110101101111001,101011101
1111000000111101,110100110
1010111011100010,001111010
1000010001000110,110000010
1101110110011111,001011011
0010100000010110,001111100
1101001010000101,001101110
0110000101000100,000101010
0111101111111100,101110001
1000000100111100,101111010
1110010100111110,110001001
1001001110011110,010000101
1111101100000100,111111110
0111000100011001,011001001
1100000101111000,100001010
0111100101001001,000011001
0101111000101001,011100001
0001101000001001,000101110
0111001111101001,101001101
0011101111110011,110101011
1011001001000001,111100110
1010111010101011,010100101
1101111000011011,110010101
0010000111110111,110011101
1011111101001110,111101101
0110101011000001,100110110
1010101100001110,101000101
1110010101100100,101100110
0000111001001010,010000110
1100101000010100,110111100
0010110011111011,110010001
1010001001101111,110111001
1100100000010110,110111100
1010001011011100,000000010
0011111011001010,111100110
1100000010101001,000110010
1000111010101100,011001010
0110011011011010,100000110
1111111000100001,110000001
0101110001110100,000101100
0000000110100111,101001101
0110111100011110,011101101
0101011100100100,011100001
1011111000111001,100110001
0000000010010010,100100100
1001000000100100,101101000
1001001100011000,100001110
0100010000111110,011110010
1001001011101100,000000010
1010100011111100,001010100
0101100110000000,110110010
1110011111010011,010011011
1011010000100110,100010010
0110000010100100,110101000
1010110111110111,001001011
1100000100101011,111010101
0011010101001101,011110101
0101110001100011,000000001
0010000001000111,011001110
1001111110001100,010101001
0111111110001001,111100011
1100111101110111,100001111
1001011101011100,110001001
0000001100011110,000111001
0110011110000000,111001110
1001011100011100,100001001
1011100010010101,011000110
1000000011011010,001110100
0010100110010011,101110101
1011000111110100,001111010
1000011110111010,011111001
1000101000111011,101101001
0000100111110001,111110001
1001000111001111,001111101
0111000010000111,111101110
0000110011110011,111111110
1101100010111011,000111110
0110110101000001,000111001
1101110111110011,010100011
1100111001101101,100101001
1011010100110100,100110110
0101110111010000,101000110
0110011010111000,110000010
1011001101001110,111111001
0000101101011100,010100001
1011001111010010,000110001
1110101001111110,101010110
0000101001100101,011011110
1100000010000000,001000000
1001110100001110,100101001
0011111111110100,110101001
0000101111110100,111111110
0110010101000010,000101110
0010110101111001,010010101
0111101010111110,110110110
0100101000011100,010100010
0100111101010010,001111001
1000001101011111,110111011
1101110010001011,001100001
0100011011010110,101100110
0111011011001001,100000001
1100011100110100,111100001
0000010011011001,110111010
0011011011111110,110101110
1100000000010010,110100100
1010011110111000,010000001
0100011110101011,111011011
0101101010010001,110001110
1110101001011110,100010110
1101110100001010,110100001
1101111000111110,111011110
0010000101101011,010110101
1111111010000011,000000101
0110110111011110,100011001
0000010111010001,110101001
1001000010111101,011000110
0111100101000000,000001010
1001010011110001,000111010
1101010101001100,101110110
0000100101001101,010000101
0110010100001000,011011010
0011011111100001,110011101
0100110100001101,010001101
0111011100101010,010000101
1101101100110100,111000001
1111110001010011,100100001
1101010110110111,000110011
1010101110100111,010111011
0110011000011000,011111100
0111011011110100,101110010
0110101111001100,100100001
1100100011110010,010001100
1010001111111010,001001001
1011011110111000,010100001
0110010000000101,011000110
0111000011101100,101000100
0110110011110110,101001010
0010000110011111,101111101
0000001010011100,100111100
0010111011010110,111110110
1001001001010001,110010110
1011111010100100,010001010
1001000010010010,010010100
0111101000010010,011001010
1111100001110111,101100001
1011000001101101,110000110
1101011011011110,011001110
0101001000000101,010101110
0000000111011101,110111001
0000100101011011,010101101
0010000011100000,110100000
1111111010111101,001111001
1010101011010000,000001100
1101000000000111,110101110
0111100001101110,001010010
1000111111011101,001101011
1001010001011011,110000001
0010000001001101,011011010
1011010101000000,111101010
1001011000000000,100101100
1000100010011001,010101010
0010011111110000,110011110
1110100001000110,100111100
1101000101100000,100010010
0110110110100011,110111101
0111010000010101,011010110
0101111001101101,000011001
1010101100110100,100000001
1001011000010011,100011001
0001000111111010,111001110
1010100110111100,010010110
0011001001011110,011000110
1101111110010110,001001101
1101011110101000,000000001
0011101001000111,011111001
1110011010110001,001011110
1011101010101001,010011110
0000011110000011,100001011
1010010010100001,010101010
0010010110000101,101000101
0011110001110100,010101100
1111010011010101,010110110
1101001100101010,111110001
1001001000100011,101100001
1101010011000100,011100100
0010101111101100,110100001
0000001010100001,101000110
0101100100010000,010001010
0000100001100111,011011110
1000101000001001,100001110
0000111001101000,011000010
0110001010000000,111000100
0011111111000010,111111001
1010001001011100,111111100
0000101101110110,011111001
1111111011001000,010010010
0101101111111100,100110001
0010101111110010,110001001
1110111000010010,111111010
0100011011010101,101100001
1110110110001000,000100110
0100001111101110,100111001
0011011101010111,011010111
1010001000010101,101101110
0110100110001000,111001010
1000000000011011,100110110
1011101001110101,110100001
1000100001011110,110100010
1111001110010110,000111001
1010000011000011,000100110
1101101101010010,101001001
1010111001111010,110010110
0011110000100011,000000001
1001001101101101,111111101
1111011110010110,000110101
1100011110111110,000001101
0001101111100101,111111101
1101100111100001,010001001
1001100111100100,000000110
0000101011101001,111001110
0010000101010101,011101001
0000101110010100,100111110
1101000101000000,101100010
0110011001001100,000110010
0111000010001010,111110100
0000001101001010,010010001
0011010000101011,000000001
0111101001011100,000110010
1111000010110000,001110000
0100010000100111,011000001
0100101001011111,001100101
0100010110000010,110001110
1001100010101010,011101100
1010001110101000,010110110
1011010000001011,101111110
0001100101101111,011100011
0111011110100101,110010011
1111111100011101,111011011
0111010101001001,000000101
1001001110000000,010100110
1101011010011100,001001010
1100110100011101,110101101
1110010011111001,011000110
1001110111010101,001001101
0011110000100111,000001001
0100011010001011,110011001
0100111011101100,100101010
1100100011010111,011111110
0011111100011000,001010001
1001011100011000,100000001
0011011110011100,101001001
0011100110111011,100111101
0000110001000100,010010100
0101010110011111,110001011
1100011101011111,101110111
0101010000111000,011000100
0000100011011111,110100001
1100111001100111,100110101
0111110011001100,100011100
0100000001101110,000111100
1001001010100110,011101010
0110000100101011,010110101
1111001110100001,001010101
0000101111011010,110101001
1011011000001011,101111001
0100001000111011,011110001
0110100010100001,110110010
1000111101010100,110110001
0101110110110100,111001110
0001110110101100,101101110
0011101100101001,000011101
0001010001111101,011001110
0101111000011110,010011110
1111001000010110,111011010
0110001111000001,100100101
1110000000110110,110011100
1001011011101100,000001010
0111010011001110,100001010
0001111111111110,111011101
0111111101000100,000001001
0001010010010100,100010100
0111100011110101,101100110
1111110001100011,101000001
1011000101101010,110001110
1011011001011010,111000110
0001000001110001,011010010
1000011101110100,111100001
1001110100111111,101011011
1000101111101011,000101011
1100101001111100,100010010
0000100111100001,111010001
1100001011001011,011010001
1111100010000110,000000010
0110011000111000,010000010
1110011000100000,110101100
1000101010111001,011101110
1111010110101100,001001110
1100110000000110,110010010
1011000110101000,010001010
0111111100001111,011101111
0011011111000000,111101110
0001111000110101,001001001
1001110010001001,010100110
0110010101111011,001000011
0111111000101011,010010101
1110100001100101,101111010
1100110011010010,011111100
0000010000100110,001000010
1110001100010101,111101101
1000011101110001,111101101
1110110010101001,001100110
0110000000110010,010010100
1011011100100110,100010101
0100000110001100,110011010
1111110011110101,011101110
1000101100110011,101110011
0011000001010000,011010000
1100001001110000,100010100
0011100110000100,101111010
1000100101110110,111111110
0000110000001110,000001010
0011100111001110,111100001
1101111010000100,001110010
1111000000011111,111000001
0100000100000001,010000001
1111100100011001,111011001
0010011111010110,111100101
0101010111001110,101110001
0010110010101100,100101100
1001011111111111,000101111
0101001000101001,011110110
1001110010010111,010001001
0101000110100111,111101101
1110100001101000,101101000
1011101110111001,010111101
1000000100101110,101011110
0100010100010011,010101101
0111100010100110,110000010
1001110101111101,111011101
0100010110111000,111111010
1000111010111010,011100110
0001010100010001,000011001
0011100001010011,011001110
1100100011010100,011111000
0011111011011001,111010001
0111110011111011,101110001
0001101001111000,011011100
1111011101110100,101110001
0110110011111101,101011110
1100110110010111,001110011
0101100111001011,101101101
1000010000111111,101110001
0010101000010111,001111001
0110110101110011,001000011
1000001110110011,011100011
1001100110011001,010011001
0110110001111011,001010001
0100100100011100,010100110
0011110101110011,010100011
0111101000110101,010100001
1011001101011111,111000111
0010100110000011,101010101
0001111101010101,010001011
1001001100011110,100000101
0110100011111001,101011010
1010011100101100,100110001
0010100011100110,110111100
1111011011000010,010011010
0011011001001010,011111010
1110010011010111,010010001
1000111111100001,000111101
0101001010100010,111100010
1010001001101001,110110110
1010001011101000,001110100
1100011010110000,000011100
1010111111100101,001110011
1110100011011110,010010010
1011001110010111,011011011
0011011010001101,101110001
0100011000000000,010001100
0001011100100011,001101011
1110000111000110,010101110
0110111101010101,000001011
0110000010110010,110010100
0100000111111111,100000011
1110110001100011,101111110
0010000111000100,111001010
1011001011110111,001111001
0001000001100100,011101000
0011111111101000,110010001
1000111001011011,110100101
0101000100101100,011111010
0100111100110010,011111001
1110110110101111,001101011
1000011000100011,101001001
1001111011101000,000010010
1110111010010101,000001001
0000101111101111,111000111
0001001110001110,100111001
1000011100001110,100010101
1000111101010001,110111101
1110101000001100,111000010
1000010001100010,111001100
1101101010101001,000011110
0010110101001001,011000101
1001110100010000,100000110
1100010000010000,110101000
1011110100001001,101100101
1111001010011001,000101110
1000110101010101,110110101
1110011001011001,100000001
0001110101110101,011001101
0000100111001011,110001101
1110100111101111,011100011
0101111010111000,111010010
1011000000001100,101111000
0100011010110001,111101110
1100111110010110,001110101
1111100111001001,010011001
0000110011100100,111010100
0011010001100101,010010110
0000110111111000,111100110
1111010010111100,001101100
1110110100001001,111000101
1100110100110101,111110101
1011001110110000,010110110
0101001010111111,111000101
1100011000000111,110000101
1110110001011010,100010010
1110101010000111,000111001
1110100011101100,011100100
0000000010101100,101011000
1010001111000100,000101110
1000110110000010,010011110
0000101101010011,010110011
0100011001010010,001101010
1000100000111101,101100110
0000101110011100,100100001
0111000011001010,100001100
1001001000111101,101000001
1010101011001100,000100010
1011111100001100,101101001
0110101001100111,001111001
0100000110100101,111001001
0000101101001010,010001001
0101100011010001,101001010
0110000100100000,010100010
1101110110001101,001101101
0001111100110111,001001111
0001111101101101,011101011
1001010101101111,111110011
1110010011010011,010011110
0000100010111100,101100100
0000001101001000,010010110
0101010000010110,010010010
0000001111110010,111100001
0111001100000000,011100110
0111100100010000,011001010
0010101001110011,010001001
1011011110111110,010101101
0011111011010000,111000010
0100110010100001,111011010
1011111001010111,111001101
0011011100000101,001100011
1011101101110010,110101001
0111010000000011,011101110
1010111011001001,000100001
0110110010001000,111000100
1011100011101000,001011000
1000111001010000,110111100
0001101000010010,000001010
0001000100011101,000000101
0100111101011010,001100101
1100000110111011,000001101
1000110100010000,100111010
0111100100100110,010000001
0101111000001100,010101010
1100110111111101,010011101
0110110111101101,101101101
0110011101100010,001101001
0110010100110100,010010110
0001101010111100,101010010
1100011010100111,000100101
0001011101100001,011101101
0010000001100110,010101100
0000000100110000,001100010
1011010000111110,100101010
0000101001000001,010010110
0100011110001101,110010011
0101001011100100,100011100
0001001101111100,011000001
0100111101010111,001110111
0111010111111100,101101110
1010010000011110,101110010
0101001001001100,001111100
1011001011000110,000011010
0101011111011111,101001111
0010111011110000,110000010
1111011110110001,001111101
0001100010010111,100000001
0001010110001110,100110001
1010000001110001,110010010
0100000101100000,000100010
1110100110111110,001010001
0110101010101111,110100101
1101111110000111,001110111
1001100001101101,111100110
0001001110110101,101011101
1100011110011010,001111001
1100010110011101,001110101
0111111101101010,001010101
0111001110111011,110101011
0101101101100101,000000011
0110111110101111,110101111
0000001000111011,001110001
0111111000000111,011110101
1011111000101100,100011010
0111110100001100,011101110
1001001100001001,100110101
1011010010111101,010101110
1101001101010001,101010101
0010001001011101,011111110
0000001010010110,100101010
0000110101000001,010011001
0111000000100111,010011110
0111011010001100,111110010
0101010100100101,011100101
1010011101000110,111000101
0111101111110110,101100101
0111000101000000,000010010
0101011101011000,001000001
1000101001011111,110100101
0001111100111000,001010001
0011101111001001,111101101
0111001101101010,001001001
0011001100110001,000110101
1101110101111000,100110110
1111001001010010,100110010
1010011110011011,011111011
1100010001101010,100111100
0100010100000111,010000011
1110011000111001,110000001
1111111001001111,100011101
0000010100111001,001111001
0010000101110011,010010101
0110011111110000,101011110
0110000001010111,000011110
1011101100001011,101101011
1100000000000000,110000000
0111111101101000,001010001
0011000000010011,001010110
1110100000101101,110100110
1010001101000010,111000001
0111101010001100,111100010
1100110110001000,001000110
1011111111010010,000100101
0100110111001100,101001110
1001100011110101,000100110
1011000101010010,111010110
0101011000101100,011110010
1010011101011100,111110001
1000001111010111,001101011
0111010001010101,000110110
0001111000100101,001110001
1011111010100101,010001001
1001010000001101,100110110
0111001000100110,010011010
1110101101001010,100101001
0010111010010010,101111010
0110011101110001,001011101
1111000110000101,000011001
1100100101010110,101111110
1101001110111000,000101110
0111010000011000,011000100
0101010100110110,011010001
1110111100111110,110011101
0010010110011000,101111010
0110110101010010,000000001
0010101101000001,011010101
1011001100011000,101001110
1001010110001001,010111001
0001110100111100,001011110
1110000000011110,111111100
1000011100000001,100001101
0111110111111010,101110001
1110110010010010,000000010
0100101101011010,001101001
1001110111111111,000111011
1011101010100001,010001110
0000101101101101,011000011
1000100101101110,111000001
1101000000101101,111111010
1001000010111100,011000100
1111111000100111,110001101
1011011110100110,010010101
1110000101100101,101101001
1011000110101011,010001101
0111011010101111,110001101
1000111100110000,101111110
0101001100111011,011001011
0100010001000101,001000110
1110001010100011,001100001
1011011001010111,111010101
1000011110111101,011110011
0111110010011111,111011001
1111011100110101,110110011
0011111000001101,001101001
0000111101111001,011100011
0101101000010011,010001001
1101110000110000,111000100
0001011101010110,010010101
0010010101111110,010001001
1110100000100101,110111010
1111010100110000,110111010
0101111110000011,110111011
1000011111101101,000110011
1010001101000111,111001011
1010010111001011,000111101
1101010001011100,101001100
0111001101111110,001100101
0011100001111100,010110100
0000010001011011,010111110
0101000000110011,011010110
1111110010010011,000100001
0101101001001111,001100101
1101011101110001,100111101
0101001101101010,000001001
0001001000011010,000001010
1101001001010111,101011001
0111111000000001,011111110
0110000000000001,011000010
0101111111101111,100011111
1101111111111100,010111001
1011100001100001,110001010
0001101011010000,110001100
1100011100110011,111101011
0100010100011110,010110001
0010001101111110,010000101
1001111010001110,010101110
0011100010101000,100011000
0110001110000111,111001011
0000010010110101,101100110
0110100110001010,111001110
1010010010101010,010111100
1000011111100010,000101001
1011010101011100,111001110
1000001001001011,110010001
0001101101110101,011000011
0000111000010110,000110110
1001111111101101,000011011
1000011100110101,101100011
0011101100011011,001011011
1000101111110111,000000111
0010111101101100,010101001
0010000011010000,111100000
0110010111011011,100000011
0000101011011100,110100010
1110011010011111,000001101
1000010100000000,100001010
0110111100010110,011110101
0001011101000101,010100011
0011001010110110,100111010
1000011000010100,100100010
1010011110101110,010110101
1001110000011011,100010001
1000100101000010,110010110
0001001111101011,111110011
1101111110011010,001010101
1100111101110100,100001001
1100111101010010,101111001
1010111101001010,111000101
1101111100101100,111101001
1010110000110010,100000010
0100010110000000,110001010
1011001101000001,111100101
1000011001001001,110011110
1001000101110010,111010110
0000111110011100,100101001
1100110100001111,110001011
0101001010000110,110101010
0100101011011011,101101001
1011011000000001,101101110
1001000101111101,111000101
1110111010101101,001101001
1010100110001110,011000001
1110010010000011,000101110
0010001111111010,110001001
0110000111101011,101110101
1011111011100111,001001101
1100111001111010,100010110
0010010110010010,101101110
1100110111111110,010011001
1001001100000001,100100101
0010000111110010,110010110
1011110111010111,000101011
0101010011111000,100100100
1011000001110011,110110110
0000001100100101,001001101
1010110101110010,110000001
0100001010010110,110101010
0100010011101110,100110010
0110010110101011,110111101
1001010000100011,101101110
1011111001001101,111101001
0011001000011110,001000110
0010100010000100,101011000
1111011100000000,111101110
0111010001101001,001000110
0000111111000000,110011110
0010010011000101,111000110
1100111001100011,100111001
1110010011000100,010100100
