L,U,Delta,delta,n,E_n,E_n_minus_E0,D_n,Delta_D_n,method
6,12.0,2.0,-0.25,69,8.13192779436635,9.9747222604827,0.9599050575500916,0.7883792619588976,full_ed
6,12.0,2.0,-0.25,70,8.134367670894827,9.977162137011177,0.9772360785977398,0.8057102830065458,full_ed
6,12.0,2.0,-0.25,71,8.177645507101417,10.020439973217767,0.9692619087315996,0.7977361131404056,full_ed
6,12.0,2.0,-0.25,72,8.177645507101424,10.020439973217774,0.9692619087315988,0.7977361131404048,full_ed
6,12.0,2.0,-0.25,73,8.376755114991099,10.219549581107449,0.9571233613390249,0.7855975657478309,full_ed
6,12.0,2.0,-0.25,74,10.925778923864161,12.768573389980512,1.077124144839954,0.90559834924876,full_ed
6,12.0,2.0,-0.25,75,10.925778923864176,12.768573389980526,1.0771241448399542,0.9055983492487603,full_ed
6,12.0,2.0,-0.25,76,11.03692370421333,12.87971817032968,1.0653651010858343,0.8938393054946403,full_ed
6,12.0,2.0,-0.25,77,11.036923704213347,12.879718170329697,1.0653651010858338,0.8938393054946399,full_ed
6,12.0,2.0,-0.25,78,11.045602626055794,12.888397092172145,1.0649813527999874,0.8934555572087934,full_ed
6,12.0,2.0,-0.25,79,11.0456026260558,12.88839709217215,1.064981352799987,0.893455557208793,full_ed
6,12.0,2.0,-0.25,80,11.072762417005775,12.915556883122125,1.091078854988902,0.9195530593977079,full_ed
6,12.0,2.0,-0.25,81,11.097626520828495,12.940420986944845,1.0635437630065863,0.8920179674153923,full_ed
6,12.0,2.0,-0.25,82,11.097626520828506,12.940420986944856,1.0635437630065852,0.8920179674153912,full_ed
6,12.0,2.0,-0.25,83,11.10580693673825,12.948601402854601,1.0620425394605522,0.8905167438693582,full_ed
6,12.0,2.0,-0.25,84,11.144149609696875,12.986944075813225,1.0639328905718226,0.8924070949806286,full_ed
6,12.0,2.0,-0.25,85,11.172164311560541,13.014958777676892,1.0732287254109754,0.9017029298197814,full_ed
6,12.0,2.0,-0.25,86,11.359252012746792,13.202046478863142,1.0324313837748327,0.8609055881836387,full_ed
6,12.0,2.0,-0.25,87,11.36223707816616,13.20503154428251,1.0445401649494324,0.8730143693582384,full_ed
6,12.0,2.0,-0.25,88,11.383224191092236,13.226018657208586,1.0356982346410326,0.8641724390498386,full_ed
6,12.0,2.0,-0.25,89,11.383224191092241,13.226018657208591,1.0356982346410324,0.8641724390498384,full_ed
6,12.0,2.0,-0.25,90,11.443416196188835,13.286210662305185,1.0343315050588782,0.8628057094676842,full_ed
6,12.0,2.0,-0.25,91,11.44341619618885,13.2862106623052,1.0343315050588773,0.8628057094676833,full_ed
6,12.0,2.0,-0.25,92,11.460474109664528,13.303268575780878,1.0545468240792226,0.8830210284880287,full_ed
6,12.0,2.0,-0.25,93,11.482700633832925,13.325495099949276,1.0428081239463136,0.8712823283551197,full_ed
6,12.0,2.0,-0.25,94,11.482700633832934,13.325495099949284,1.0428081239463172,0.8712823283551232,full_ed
6,12.0,2.0,-0.25,95,11.495006516663658,13.337800982780008,1.0412199969334692,0.8696942013422753,full_ed
6,12.0,2.0,-0.25,96,11.49500651666366,13.33780098278001,1.0412199969334661,0.8696942013422722,full_ed
6,12.0,2.0,-0.25,97,11.53701679780343,13.37981126391978,1.045410503285853,0.873884707694659,full_ed
6,12.0,2.0,-0.25,98,11.582375107721896,13.425169573838247,1.0277942038875603,0.8562684082963663,full_ed
6,12.0,2.0,-0.25,99,11.651662959806995,13.494457425923345,0.9991573121567447,0.8276315165655508,full_ed
6,12.0,2.0,-0.25,100,11.651662959806997,13.494457425923347,0.9991573121567435,0.8276315165655496,full_ed
6,12.0,2.0,-0.25,101,11.655955694910809,13.498750161027159,1.0174342934093739,0.8459084978181799,full_ed
6,12.0,2.0,-0.25,102,11.655955694910809,13.498750161027159,1.0174342934093739,0.8459084978181799,full_ed
6,12.0,2.0,-0.25,103,11.665025506228536,13.507819972344887,1.0154027060996975,0.8438769105085036,full_ed
6,12.0,2.0,-0.25,104,11.688391627133361,13.531186093249712,1.0151609708091351,0.8436351752179412,full_ed
6,12.0,2.0,-0.25,105,11.688391627133363,13.531186093249714,1.0151609708091347,0.8436351752179407,full_ed
6,12.0,2.0,-0.25,106,11.71134176196649,13.554136228082841,0.9991582965555657,0.8276325009643717,full_ed
6,12.0,2.0,-0.25,107,11.71134176196649,13.554136228082841,0.9991582965555631,0.8276325009643691,full_ed
6,12.0,2.0,-0.25,108,11.769231134933735,13.612025601050085,1.017323249824948,0.8457974542337541,full_ed
6,12.0,2.0,-0.25,109,11.79282252571003,13.63561699182638,1.0249712493766179,0.8534454537854239,full_ed
6,12.0,2.0,-0.25,110,11.796833817112715,13.639628283229065,1.0408920336509957,0.8693662380598017,full_ed
6,12.0,2.0,-0.25,111,11.796833817112722,13.639628283229072,1.040892033650997,0.8693662380598031,full_ed
6,12.0,2.0,-0.25,112,11.834340264358312,13.677134730474663,1.0097663347955868,0.8382405392043928,full_ed
6,12.0,2.0,-0.25,113,11.84547245675403,13.68826692287038,1.0171942240972862,0.8456684285060923,full_ed
6,12.0,2.0,-0.25,114,11.87087334342938,13.713667809545731,1.0358138337298761,0.8642880381386822,full_ed
6,12.0,2.0,-0.25,115,11.870873343429395,13.713667809545745,1.0358138337298777,0.8642880381386837,full_ed
6,12.0,2.0,-0.25,116,11.879845994680288,13.722640460796638,1.0149695875652034,0.8434437919740094,full_ed
6,12.0,2.0,-0.25,117,11.916823652519392,13.759618118635743,1.0171163972325148,0.8455906016413208,full_ed
6,12.0,2.0,-0.25,118,11.916823652519408,13.759618118635759,1.0171163972325155,0.8455906016413215,full_ed
6,12.0,2.0,-0.25,119,11.935012471311184,13.777806937427535,1.004859027736789,0.8333332321455951,full_ed
6,12.0,2.0,-0.25,120,11.941598210899961,13.784392677016312,1.0165714688077236,0.8450456732165297,full_ed
6,12.0,2.0,-0.25,121,11.941598210899961,13.784392677016312,1.0165714688077239,0.8450456732165299,full_ed
6,12.0,2.0,-0.25,122,11.99999999999999,13.84279446611634,0.9999999999999977,0.8284742044088037,full_ed
6,12.0,2.0,-0.25,123,11.999999999999995,13.842794466116345,1.0,0.828474204408806,full_ed
6,12.0,2.0,-0.25,124,12.000000000000004,13.842794466116354,1.0000000000000004,0.8284742044088065,full_ed
6,12.0,2.0,-0.25,125,12.000000000000007,13.842794466116358,1.0000000000000002,0.8284742044088063,full_ed
6,12.0,2.0,-0.25,126,12.044436441981382,13.887230908097733,1.013354553192944,0.84182875760175,full_ed
6,12.0,2.0,-0.25,127,12.044436441981388,13.887230908097738,1.0133545531929442,0.8418287576017502,full_ed
6,12.0,2.0,-0.25,128,12.08879514450093,13.93158961061728,1.008648533743414,0.8371227381522199,full_ed
6,12.0,2.0,-0.25,129,12.088795144500935,13.931589610617285,1.0086485337434135,0.8371227381522195,full_ed
6,12.0,2.0,-0.25,130,12.15263533512703,13.99542980124338,1.0152960838873466,0.8437702882961526,full_ed
6,12.0,2.0,-0.25,131,12.15263533512704,13.995429801243391,1.0152960838873486,0.8437702882961546,full_ed
6,12.0,2.0,-0.25,132,12.15683932706857,13.99963379318492,1.0091897136365047,0.8376639180453107,full_ed
6,12.0,2.0,-0.25,133,12.156839327068571,13.999633793184922,1.0091897136365042,0.8376639180453103,full_ed
6,12.0,2.0,-0.25,134,12.198714713361776,14.041509179478126,1.006958407716029,0.835432612124835,full_ed
6,12.0,2.0,-0.25,135,12.198714713361781,14.041509179478131,1.0069584077160285,0.8354326121248346,full_ed
6,12.0,2.0,-0.25,136,12.214949406366284,14.057743872482634,1.008114080053069,0.836588284461875,full_ed
6,12.0,2.0,-0.25,137,12.215714052995496,14.058508519111847,1.0161932809205452,0.8446674853293512,full_ed
6,12.0,2.0,-0.25,138,12.236008752152879,14.078803218269229,1.0097220373835372,0.8381962417923432,full_ed
6,12.0,2.0,-0.25,139,12.236008752152888,14.078803218269238,1.0097220373835354,0.8381962417923414,full_ed
6,12.0,2.0,-0.25,140,12.261081692296953,14.103876158413303,1.0103762118120663,0.8388504162208723,full_ed
6,12.0,2.0,-0.25,141,12.30840948225049,14.15120394836684,0.9991990498418867,0.8276732542506927,full_ed
6,12.0,2.0,-0.25,142,12.308409482250509,14.15120394836686,0.9991990498418846,0.8276732542506906,full_ed
6,12.0,2.0,-0.25,143,12.347744728373662,14.190539194490013,1.0035425111083207,0.8320167155171267,full_ed
6,12.0,2.0,-0.25,144,12.367639081431916,14.210433547548266,0.9992364051277846,0.8277106095365906,full_ed
6,12.0,2.0,-0.25,145,12.367639081431927,14.210433547548277,0.9992364051277841,0.8277106095365901,full_ed
6,12.0,2.0,-0.25,146,15.058684129945167,16.901478596061516,1.947487601057539,1.775961805466345,full_ed
6,12.0,2.0,-0.25,147,15.25742122879019,17.100215694906538,1.1117152939948443,0.9401894984036503,full_ed
6,12.0,2.0,-0.25,148,15.287069288853036,17.129863754969385,1.1320493175843924,0.9605235219931985,full_ed
6,12.0,2.0,-0.25,149,15.287069288853061,17.12986375496941,1.132049317584396,0.960523521993202,full_ed
6,12.0,2.0,-0.25,150,15.444317660246137,17.287112126362487,1.9375052169486284,1.7659794213574345,full_ed
6,12.0,2.0,-0.25,151,15.465048525029168,17.307842991145517,1.9456543131249462,1.7741285175337522,full_ed
6,12.0,2.0,-0.25,152,15.465048525029175,17.307842991145524,1.9456543131249469,1.774128517533753,full_ed
6,12.0,2.0,-0.25,153,15.487358326123921,17.33015279224027,1.9309479804716274,1.7594221848804334,full_ed
6,12.0,2.0,-0.25,154,15.487358326123928,17.330152792240277,1.930947980471623,1.759422184880429,full_ed
6,12.0,2.0,-0.25,155,15.533471887326805,17.376266353443153,1.8999177670810796,1.7283919714898857,full_ed
6,12.0,2.0,-0.25,156,15.533471887326815,17.376266353443164,1.8999177670810723,1.7283919714898783,full_ed
6,12.0,2.0,-0.25,157,15.565798942584447,17.408593408700796,1.151604438202714,0.98007864261152,full_ed
6,12.0,2.0,-0.25,158,15.695794251421928,17.53858871753828,1.8704049825854894,1.6988791869942954,full_ed
6,12.0,2.0,-0.25,159,15.69628769631813,17.53908216243448,1.0875838326402074,0.9160580370490135,full_ed
6,12.0,2.0,-0.25,160,15.696287696318155,17.539082162434504,1.087583832640209,0.916058037049015,full_ed
6,12.0,2.0,-0.25,161,15.776468506897102,17.619262973013452,1.8137175199184963,1.6421917243273023,full_ed
6,12.0,2.0,-0.25,162,15.793865451090834,17.636659917207183,1.150386299111572,0.9788605035203781,full_ed
6,12.0,2.0,-0.25,163,15.793865451090848,17.636659917207197,1.1503862991115956,0.9788605035204017,full_ed
6,12.0,2.0,-0.25,164,15.896269842539448,17.7390643086558,1.1102283698782567,0.9387025742870627,full_ed
6,12.0,2.0,-0.25,165,15.898945378362457,17.741739844478808,1.6718683237978746,1.5003425282066807,full_ed
6,12.0,2.0,-0.25,166,15.89894537836247,17.74173984447882,1.6718683237978684,1.5003425282066745,full_ed
6,12.0,2.0,-0.25,167,15.91223119673324,17.75502566284959,1.0399969169522674,0.8684711213610734,full_ed
6,12.0,2.0,-0.25,168,15.975869000716616,17.818663466832966,1.197600047846103,1.0260742522549091,full_ed
6,12.0,2.0,-0.25,169,15.975869000716617,17.818663466832966,1.1976000478461053,1.0260742522549113,full_ed
6,12.0,2.0,-0.25,170,15.982587210879196,17.825381676995544,1.0377156276138888,0.8661898320226948,full_ed
6,12.0,2.0,-0.25,171,16.028011640327286,17.870806106443634,1.0890486999087359,0.9175229043175419,full_ed
6,12.0,2.0,-0.25,172,16.028011640327286,17.870806106443634,1.089048699908731,0.917522904317537,full_ed
6,12.0,2.0,-0.25,173,16.111263006877074,17.954057472993423,1.0543603899460137,0.8828345943548197,full_ed
6,12.0,2.0,-0.25,174,16.17780276840262,18.02059723451897,1.1209087500015231,0.9493829544103292,full_ed
6,12.0,2.0,-0.25,175,16.177802768402636,18.020597234518984,1.1209087500015222,0.9493829544103283,full_ed
6,12.0,2.0,-0.25,176,16.185724058336763,18.028518524453112,0.9891174743369129,0.8175916787457189,full_ed
6,12.0,2.0,-0.25,177,16.198296629846404,18.041091095962752,1.0759451266553448,0.9044193310641508,full_ed
6,12.0,2.0,-0.25,178,16.198296629846407,18.041091095962756,1.0759451266553317,0.9044193310641377,full_ed
6,12.0,2.0,-0.25,179,16.246741683565844,18.089536149682193,1.0367059211458356,0.8651801255546416,full_ed
6,12.0,2.0,-0.25,180,16.246741683565848,18.089536149682196,1.036705921145842,0.8651801255546481,full_ed
6,12.0,2.0,-0.25,181,16.287145955507334,18.129940421623683,1.1078503539397693,0.9363245583485753,full_ed
6,12.0,2.0,-0.25,182,16.347547009695926,18.190341475812275,0.9923942588512625,0.8208684632600686,full_ed
6,12.0,2.0,-0.25,183,16.34754700969593,18.19034147581228,0.9923942588512624,0.8208684632600685,full_ed
6,12.0,2.0,-0.25,184,16.347963804460466,18.190758270576815,1.019341010740379,0.8478152151491851,full_ed
6,12.0,2.0,-0.25,185,16.3568608583478,18.19965532446415,1.0821951175612807,0.9106693219700868,full_ed
6,12.0,2.0,-0.25,186,16.356860858347815,18.199655324464164,1.0821951175612858,0.9106693219700919,full_ed
6,12.0,2.0,-0.25,187,16.36761647952875,18.210410945645098,1.679683013335241,1.508157217744047,full_ed
6,12.0,2.0,-0.25,188,16.36761647952876,18.21041094564511,1.67968301333522,1.5081572177440261,full_ed
6,12.0,2.0,-0.25,189,16.449821211383192,18.29261567749954,1.1306604231913098,0.9591346276001158,full_ed
6,12.0,2.0,-0.25,190,16.449821211383195,18.292615677499544,1.1306604231913147,0.9591346276001207,full_ed
6,12.0,2.0,-0.25,191,16.46941713223522,18.312211598351567,1.0652915251959907,0.8937657296047967,full_ed
6,12.0,2.0,-0.25,192,16.501118962811464,18.343913428927813,1.0973974242156044,0.9258716286244104,full_ed
6,12.0,2.0,-0.25,193,16.501118962811486,18.343913428927834,1.097397424215609,0.9258716286244151,full_ed
6,12.0,2.0,-0.25,194,16.54924470300446,18.39203916912081,1.1362051541982254,0.9646793586070315,full_ed
6,12.0,2.0,-0.25,195,16.553598652756275,18.396393118872624,1.3348019677728997,1.1632761721817058,full_ed
6,12.0,2.0,-0.25,196,16.553598652756282,18.39639311887263,1.3348019677729162,1.1632761721817222,full_ed
6,12.0,2.0,-0.25,197,16.55521678957214,18.398011255688488,1.0000000000000007,0.8284742044088067,full_ed
6,12.0,2.0,-0.25,198,16.577531111523122,18.42032557763947,1.017681521419921,0.8461557258287271,full_ed
6,12.0,2.0,-0.25,199,16.59127795975631,18.43407242587266,1.0917613086397708,0.9202355130485769,full_ed
6,12.0,2.0,-0.25,200,16.715870360616837,18.558664826733185,0.9928604401906475,0.8213346445994535,full_ed
6,12.0,2.0,-0.25,201,16.715870360616847,18.558664826733196,0.9928604401906462,0.8213346445994523,full_ed
6,12.0,2.0,-0.25,202,16.760348899666507,18.603143365782856,1.7935702133250113,1.6220444177338174,full_ed
6,12.0,2.0,-0.25,203,16.7787202746707,18.62151474078705,1.4237475311553747,1.2522217355641807,full_ed
6,12.0,2.0,-0.25,204,16.778720274670704,18.621514740787052,1.423747531155377,1.2522217355641831,full_ed
6,12.0,2.0,-0.25,205,16.814499692825116,18.657294158941465,1.366926845386844,1.19540104979565,full_ed
6,12.0,2.0,-0.25,206,16.84230335508254,18.685097821198887,1.0171555432886037,0.8456297476974097,full_ed
6,12.0,2.0,-0.25,207,16.93137159763507,18.77416606375142,1.0277205122098303,0.8561947166186363,full_ed
6,12.0,2.0,-0.25,208,16.93137159763509,18.774166063751437,1.02772051220983,0.8561947166186361,full_ed
6,12.0,2.0,-0.25,209,16.950584713193713,18.79337917931006,1.0233643302687414,0.8518385346775474,full_ed
6,12.0,2.0,-0.25,210,16.950584713193713,18.79337917931006,1.023364330268743,0.851838534677549,full_ed
6,12.0,2.0,-0.25,211,16.971403741552574,18.814198207668923,1.4244168707711495,1.2528910751799556,full_ed
6,12.0,2.0,-0.25,212,17.084835952379528,18.927630418495877,0.9995447232581571,0.8280189276669632,full_ed
6,12.0,2.0,-0.25,213,17.084835952379535,18.927630418495884,0.9995447232581585,0.8280189276669645,full_ed
6,12.0,2.0,-0.25,214,17.12260317186361,18.965397637979958,1.0327853096603574,0.8612595140691635,full_ed
6,12.0,2.0,-0.25,215,17.16859708870906,19.01139155482541,1.0241406697582616,0.8526148741670676,full_ed
6,12.0,2.0,-0.25,216,17.168597088709085,19.011391554825433,1.0241406697582607,0.8526148741670667,full_ed
6,12.0,2.0,-0.25,217,17.393013189459605,19.235807655575954,0.9947812822061927,0.8232554866149987,full_ed
6,12.0,2.0,-0.25,218,19.351873623771738,21.194668089888086,1.9823305418751218,1.8108047462839278,full_ed
6,12.0,2.0,-0.25,219,19.35187362377174,21.19466808988809,1.982330541875125,1.810804746283931,full_ed
6,12.0,2.0,-0.25,220,19.355206544999376,21.198001011115725,1.9829336600567293,1.8114078644655354,full_ed
6,12.0,2.0,-0.25,221,19.360986469388145,21.203780935504493,1.9811648684751633,1.8096390728839693,full_ed
6,12.0,2.0,-0.25,222,19.361454443459905,21.204248909576254,1.981394171624423,1.809868376033229,full_ed
6,12.0,2.0,-0.25,223,19.361454443459913,21.20424890957626,1.9813941716244226,1.8098683760332286,full_ed
6,12.0,2.0,-0.25,224,19.363764871239383,21.20655933735573,1.982874578309722,1.811348782718528,full_ed
6,12.0,2.0,-0.25,225,19.363764871239383,21.20655933735573,1.9828745783097244,1.8113487827185304,full_ed
6,12.0,2.0,-0.25,226,19.366260386868504,21.209054852984853,1.9819996174697674,1.8104738218785734,full_ed
6,12.0,2.0,-0.25,227,19.38500346237428,21.227797928490627,1.9832349418083,1.811709146217106,full_ed
6,12.0,2.0,-0.25,228,19.39441447555286,21.23720894166921,1.9820418438788332,1.8105160482876392,full_ed
6,12.0,2.0,-0.25,229,19.394414475552885,21.237208941669234,1.9820418438788268,1.8105160482876328,full_ed
6,12.0,2.0,-0.25,230,20.07151131408504,21.91430578020139,1.9711122438560882,1.7995864482648942,full_ed
6,12.0,2.0,-0.25,231,20.077503687613177,21.920298153729526,1.9708811218624613,1.7993553262712674,full_ed
6,12.0,2.0,-0.25,232,20.077503687613184,21.920298153729533,1.9708811218624582,1.7993553262712643,full_ed
6,12.0,2.0,-0.25,233,20.103430491789474,21.946224957905823,1.9677624250928452,1.7962366295016512,full_ed
6,12.0,2.0,-0.25,234,20.108664141293477,21.951458607409826,1.9672396817430147,1.7957138861518207,full_ed
6,12.0,2.0,-0.25,235,20.10866414129348,21.95145860740983,1.967239681743015,1.795713886151821,full_ed
6,12.0,2.0,-0.25,236,20.142581730820226,21.985376196936574,1.9633378011164377,1.7918120055252438,full_ed
6,12.0,2.0,-0.25,237,20.142581730820233,21.98537619693658,1.9633378011164375,1.7918120055252436,full_ed
6,12.0,2.0,-0.25,238,20.143850964813428,21.986645430929777,1.9632941703533218,1.7917683747621278,full_ed
6,12.0,2.0,-0.25,239,20.17145062471878,22.01424509083513,1.963173382925827,1.7916475873346331,full_ed
6,12.0,2.0,-0.25,240,20.17465843285997,22.01745289897632,1.9636709827594345,1.7921451871682406,full_ed
6,12.0,2.0,-0.25,241,20.174658432859978,22.017452898976327,1.963670982759429,1.792145187168235,full_ed
6,12.0,2.0,-0.25,242,20.309230853946435,22.152025320062783,1.9575244700245067,1.7859986744333127,full_ed
6,12.0,2.0,-0.25,243,20.42381823167721,22.26661269779356,1.9478900918742084,1.7763642962830144,full_ed
6,12.0,2.0,-0.25,244,20.423818231677224,22.266612697793573,1.9478900918742093,1.7763642962830153,full_ed
6,12.0,2.0,-0.25,245,20.45363011483858,22.29642458095493,1.9357874664516832,1.7642616708604892,full_ed
6,12.0,2.0,-0.25,246,20.49345094633552,22.33624541245187,1.9330166272229308,1.7614908316317368,full_ed
6,12.0,2.0,-0.25,247,20.49345094633552,22.33624541245187,1.9330166272229272,1.7614908316317333,full_ed
6,12.0,2.0,-0.25,248,20.50778788519681,22.350582351313157,1.9457336571668098,1.7742078615756158,full_ed
6,12.0,2.0,-0.25,249,20.528442419470462,22.37123688558681,1.9348576365714578,1.7633318409802639,full_ed
6,12.0,2.0,-0.25,250,20.53545494793356,22.378249414049908,1.9353683883878317,1.7638425927966377,full_ed
6,12.0,2.0,-0.25,251,20.535454947933573,22.37824941404992,1.9353683883878272,1.7638425927966332,full_ed
6,12.0,2.0,-0.25,252,20.577000539657504,22.419795005773853,1.9247154689940156,1.7531896734028216,full_ed
6,12.0,2.0,-0.25,253,20.577000539657504,22.419795005773853,1.9247154689940147,1.7531896734028207,full_ed
6,12.0,2.0,-0.25,254,22.980755175973524,24.823549642089873,2.0239889180422157,1.8524631224510217,full_ed
6,12.0,2.0,-0.25,255,22.997182432271384,24.839976898387732,2.025910867900372,1.8543850723091782,full_ed
6,12.0,2.0,-0.25,256,22.997182432271394,24.839976898387743,2.0259108679003694,1.8543850723091755,full_ed
6,12.0,2.0,-0.25,257,23.08437013214658,24.92716459826293,2.026314017089081,1.854788221497887,full_ed
6,12.0,2.0,-0.25,258,23.094800528842093,24.93759499495844,2.026755814393111,1.8552300188019168,full_ed
6,12.0,2.0,-0.25,259,23.094800528842093,24.93759499495844,2.0267558143931126,1.8552300188019186,full_ed
6,12.0,2.0,-0.25,260,23.258523974349462,25.10131844046581,1.9891199664077202,1.8175941708165262,full_ed
6,12.0,2.0,-0.25,261,23.290934073010156,25.133728539126505,1.9885751416873791,1.8170493460961852,full_ed
6,12.0,2.0,-0.25,262,23.29093407301017,25.13372853912652,1.9885751416873751,1.8170493460961812,full_ed
6,12.0,2.0,-0.25,263,23.575253907937693,25.41804837405404,1.9895327549715185,1.8180069593803245,full_ed
6,12.0,2.0,-0.25,264,23.591988507987523,25.43478297410387,1.9918886312689636,1.8203628356777697,full_ed
6,12.0,2.0,-0.25,265,23.591988507987534,25.434782974103882,1.9918886312689634,1.8203628356777695,full_ed
6,12.0,2.0,-0.25,266,23.599061075515447,25.441855541631796,2.016126624885338,1.844600829294144,full_ed
6,12.0,2.0,-0.25,267,23.59906107551547,25.441855541631817,2.01612662488534,1.8446008292941458,full_ed
6,12.0,2.0,-0.25,268,23.667217607160257,25.510012073276606,2.024485471641277,1.852959676050083,full_ed
6,12.0,2.0,-0.25,269,23.81906989982462,25.661864365940968,1.990706402722814,1.81918060713162,full_ed
6,12.0,2.0,-0.25,270,23.81906989982462,25.661864365940968,1.9907064027228196,1.8191806071316257,full_ed
6,12.0,2.0,-0.25,271,23.82524906287813,25.668043528994477,1.9985091662489793,1.8269833706577854,full_ed
6,12.0,2.0,-0.25,272,23.8461853043242,25.68897977044055,1.982386205889137,1.810860410297943,full_ed
6,12.0,2.0,-0.25,273,23.84618530432421,25.688979770440557,1.9823862058891373,1.8108604102979433,full_ed
6,12.0,2.0,-0.25,274,23.847750769082317,25.690545235198666,1.9800060913560382,1.8084802957648443,full_ed
6,12.0,2.0,-0.25,275,23.854669454379195,25.697463920495544,1.9804492568425571,1.8089234612513632,full_ed
6,12.0,2.0,-0.25,276,23.8546694543792,25.697463920495547,1.9804492568425585,1.8089234612513645,full_ed
6,12.0,2.0,-0.25,277,23.971107368545873,25.81390183466222,1.9969356373000215,1.8254098417088276,full_ed
6,12.0,2.0,-0.25,278,23.97110736854589,25.81390183466224,1.9969356373000169,1.825409841708823,full_ed
6,12.0,2.0,-0.25,279,24.0,25.84279446611635,2.0,1.828474204408806,full_ed
6,12.0,2.0,-0.25,280,24.002496251419608,25.845290717535956,1.9969414476040817,1.8254156520128877,full_ed
6,12.0,2.0,-0.25,281,24.002496251419615,25.845290717535963,1.996941447604081,1.825415652012887,full_ed
6,12.0,2.0,-0.25,282,24.014750373465574,25.857544839581923,1.9986604332260187,1.8271346376348248,full_ed
6,12.0,2.0,-0.25,283,24.01750304395085,25.8602975100672,1.9965165516010013,1.8249907560098073,full_ed
6,12.0,2.0,-0.25,284,24.017503043950867,25.860297510067216,1.9965165516010088,1.8249907560098149,full_ed
6,12.0,2.0,-0.25,285,24.019096128549208,25.861890594665557,1.9984115902650958,1.8268857946739019,full_ed
6,12.0,2.0,-0.25,286,24.025050883663415,25.867845349779763,1.997920477311415,1.826394681720221,full_ed
6,12.0,2.0,-0.25,287,24.088603903565296,25.931398369681645,1.991398545957641,1.8198727503664471,full_ed
6,12.0,2.0,-0.25,288,24.089245969429903,25.932040435546252,1.9942372688820282,1.8227114732908343,full_ed
6,12.0,2.0,-0.25,289,24.1098695491773,25.95266401529365,1.9817426164105187,1.8102168208193248,full_ed
6,12.0,2.0,-0.25,290,24.10986954917731,25.95266401529366,1.9817426164105185,1.8102168208193246,full_ed
6,12.0,2.0,-0.25,291,24.140454426019687,25.983248892136036,1.9899524949705776,1.8184266993793836,full_ed
6,12.0,2.0,-0.25,292,24.140454426019716,25.983248892136064,1.9899524949705794,1.8184266993793854,full_ed
6,12.0,2.0,-0.25,293,24.152330028474374,25.995124494590723,1.9843032132005085,1.8127774176093145,full_ed
6,12.0,2.0,-0.25,294,24.18181936071864,26.02461382683499,2.0084127408862615,1.8368869452950676,full_ed
6,12.0,2.0,-0.25,295,24.18181936071864,26.02461382683499,2.0084127408862633,1.8368869452950694,full_ed
6,12.0,2.0,-0.25,296,24.199066272998678,26.041860739115027,1.9788787827502472,1.8073529871590532,full_ed
6,12.0,2.0,-0.25,297,24.322024941673366,26.164819407789714,1.9741096297361174,1.8025838341449234,full_ed
6,12.0,2.0,-0.25,298,24.353701473241518,26.196495939357867,1.98789927923792,1.816373483646726,full_ed
6,12.0,2.0,-0.25,299,24.353701473241536,26.196495939357884,1.987899279237922,1.816373483646728,full_ed
6,12.0,2.0,-0.25,300,24.356354907958266,26.199149374074615,1.9816957520550829,1.810169956463889,full_ed
6,12.0,2.0,-0.25,301,24.35635490795827,26.19914937407462,1.9816957520550837,1.8101699564638898,full_ed
6,12.0,2.0,-0.25,302,24.436257638307822,26.27905210442417,1.9817124581858654,1.8101866625946714,full_ed
6,12.0,2.0,-0.25,303,24.436257638307826,26.279052104424174,1.981712458185866,1.810186662594672,full_ed
6,12.0,2.0,-0.25,304,24.43676191956627,26.279556385682618,1.9540364582483527,1.7825106626571587,full_ed
6,12.0,2.0,-0.25,305,24.43676191956627,26.279556385682618,1.9540364582483516,1.7825106626571576,full_ed
6,12.0,2.0,-0.25,306,24.437894401876083,26.28068886799243,1.993913502860443,1.8223877072692491,full_ed
6,12.0,2.0,-0.25,307,24.504059104059863,26.34685357017621,1.951169986384833,1.7796441907936391,full_ed
6,12.0,2.0,-0.25,308,24.542957283595864,26.385751749712213,1.948707042834922,1.777181247243728,full_ed
6,12.0,2.0,-0.25,309,24.647327898482807,26.490122364599156,1.9508856783025887,1.7793598827113948,full_ed
6,12.0,2.0,-0.25,310,24.647327898482807,26.490122364599156,1.9508856783025716,1.7793598827113777,full_ed
6,12.0,2.0,-0.25,311,24.657826778816194,26.500621244932542,1.979585012312105,1.808059216720911,full_ed
6,12.0,2.0,-0.25,312,24.657826778816215,26.500621244932564,1.979585012312078,1.808059216720884,full_ed
6,12.0,2.0,-0.25,313,24.68545359774106,26.528248063857408,1.9852800962527424,1.8137543006615484,full_ed
6,12.0,2.0,-0.25,314,24.79313979116375,26.6359342572801,2.066544840445798,1.8950190448546038,full_ed
6,12.0,2.0,-0.25,315,24.897950619905643,26.74074508602199,1.952331538995571,1.7808057434043771,full_ed
6,12.0,2.0,-0.25,316,24.897950619905643,26.74074508602199,1.9523315389955722,1.7808057434043782,full_ed
6,12.0,2.0,-0.25,317,24.92608591750795,26.7688803836243,1.9493436608872234,1.7778178652960295,full_ed
6,12.0,2.0,-0.25,318,24.92708357919051,26.769878045306857,1.9486032694738702,1.7770774738826762,full_ed
6,12.0,2.0,-0.25,319,24.92708357919053,26.76987804530688,1.9486032694738695,1.7770774738826756,full_ed
