task,method,fraction_basis_points,expected_trials,missing_trials,successes,semantic_recovery_successes,semantic_recovery_rate,wilson95_low,wilson95_high,mean_held_out_exact_accuracy,mean_held_out_bit_accuracy,median_gate_count,median_description_length
max,abc-dont-care,10000,20,0,20,0,0.000000,0.000000,0.161125,0.003478,0.381576,,26
max,abc-dont-care,20000,20,0,20,0,0.000000,0.000000,0.161125,0.003659,0.381768,,51
max,abc-dont-care,40000,20,0,20,0,0.000000,0.000000,0.161125,0.003896,0.385065,,102
max,robdd,500,20,0,20,0,0.000000,0.000000,0.161125,0.003922,0.382892,,1
max,robdd,1000,20,0,20,0,0.000000,0.000000,0.161125,0.003755,0.382806,,3
max,robdd,2000,20,0,20,0,0.000000,0.000000,0.161125,0.003984,0.382918,,5
max,robdd,3000,20,0,20,0,0.000000,0.000000,0.161125,0.003629,0.381552,,8
max,robdd,5000,20,0,20,0,0.000000,0.000000,0.161125,0.003498,0.382716,,13
max,robdd,10000,20,0,20,0,0.000000,0.000000,0.161125,0.003478,0.381576,,26
max,robdd,20000,20,0,20,0,0.000000,0.000000,0.161125,0.003659,0.381768,,51
max,robdd,40000,20,0,20,0,0.000000,0.000000,0.161125,0.003896,0.385065,,102
max,sat-cegis,500,20,0,20,0,0.000000,0.000000,0.161125,0.003922,0.382892,,1
max,sat-cegis,1000,20,0,20,0,0.000000,0.000000,0.161125,0.003755,0.382806,,3
max,sat-cegis,2000,20,0,20,0,0.000000,0.000000,0.161125,0.003984,0.382918,,5
max,sat-cegis,3000,20,0,20,0,0.000000,0.000000,0.161125,0.003629,0.381552,,8
max,sat-cegis,5000,20,0,20,0,0.000000,0.000000,0.161125,0.003498,0.382716,,13
max,sat-cegis,10000,20,0,20,0,0.000000,0.000000,0.161125,0.003478,0.381576,,26
max,sat-cegis,20000,20,0,20,0,0.000000,0.000000,0.161125,0.003659,0.381768,,51
max,sat-cegis,40000,20,0,20,0,0.000000,0.000000,0.161125,0.003896,0.385065,,102
max,grammar-evolution,500,20,0,20,0,0.000000,0.000000,0.161125,0.529412,0.749020,0,1
max,grammar-evolution,1000,20,0,20,10,0.500000,0.299298,0.700702,0.764822,0.879447,13,3
max,grammar-evolution,2000,20,0,20,14,0.700000,0.481027,0.854523,0.864542,0.947410,22,3
max,grammar-evolution,3000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,22,3
max,grammar-evolution,5000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,22,3
max,grammar-evolution,10000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,22,3
max,grammar-evolution,20000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,22,3
max,grammar-evolution,40000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,22,3
max,memorization,500,20,0,20,0,0.000000,0.000000,0.161125,0.003922,0.382892,,1
max,memorization,1000,20,0,20,0,0.000000,0.000000,0.161125,0.003755,0.382806,,3
max,memorization,2000,20,0,20,0,0.000000,0.000000,0.161125,0.003984,0.382918,,5
max,memorization,3000,20,0,20,0,0.000000,0.000000,0.161125,0.003629,0.381552,,8
max,memorization,5000,20,0,20,0,0.000000,0.000000,0.161125,0.003498,0.382716,,13
max,memorization,10000,20,0,20,0,0.000000,0.000000,0.161125,0.003478,0.381576,,26
max,memorization,20000,20,0,20,0,0.000000,0.000000,0.161125,0.003659,0.381768,,51
max,memorization,40000,20,0,20,0,0.000000,0.000000,0.161125,0.003896,0.385065,,102
max,oracle-expression,500,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,22,3
max,oracle-expression,1000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,22,3
max,oracle-expression,2000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,22,3
max,oracle-expression,3000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,22,3
max,oracle-expression,5000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,22,3
max,oracle-expression,10000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,22,3
max,oracle-expression,20000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,22,3
max,oracle-expression,40000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,22,3
min,legacy-registry,500,20,0,1,0,0.000000,0.000000,0.161125,0.054902,0.466667,28,4
min,legacy-registry,1000,20,0,0,0,0.000000,0.000000,0.161125,,,,
min,legacy-registry,2000,20,0,0,0,0.000000,0.000000,0.161125,,,,
min,legacy-registry,3000,20,0,0,0,0.000000,0.000000,0.161125,,,,
min,legacy-registry,5000,20,0,0,0,0.000000,0.000000,0.161125,,,,
min,legacy-registry,10000,20,0,0,0,0.000000,0.000000,0.161125,,,,
min,legacy-registry,20000,20,0,0,0,0.000000,0.000000,0.161125,,,,
min,legacy-registry,40000,20,0,0,0,0.000000,0.000000,0.161125,,,,
min,mdl-enumerator,500,20,0,20,0,0.000000,0.000000,0.161125,0.529412,0.749020,0,1
min,mdl-enumerator,1000,20,0,20,8,0.400000,0.218807,0.613418,0.719368,0.860079,2,2
min,mdl-enumerator,2000,20,0,20,15,0.750000,0.531299,0.888138,0.882470,0.942231,22,3
min,mdl-enumerator,3000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,22,3
min,mdl-enumerator,5000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,22,3
min,mdl-enumerator,10000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,22,3
min,mdl-enumerator,20000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,22,3
min,mdl-enumerator,40000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,22,3
min,abc-dont-care,500,20,0,20,0,0.000000,0.000000,0.161125,0.120980,0.617059,,1
min,abc-dont-care,1000,20,0,20,0,0.000000,0.000000,0.161125,0.121739,0.617391,,3
min,abc-dont-care,2000,20,0,20,0,0.000000,0.000000,0.161125,0.121912,0.617580,,5
min,abc-dont-care,3000,20,0,20,0,0.000000,0.000000,0.161125,0.119960,0.616633,,8
min,abc-dont-care,5000,20,0,20,0,0.000000,0.000000,0.161125,0.121811,0.617335,,13
min,abc-dont-care,10000,20,0,20,0,0.000000,0.000000,0.161125,0.121957,0.618424,,26
min,abc-dont-care,20000,20,0,20,0,0.000000,0.000000,0.161125,0.119512,0.616524,,51
min,abc-dont-care,40000,20,0,20,0,0.000000,0.000000,0.161125,0.120455,0.618182,,102
min,robdd,500,20,0,20,0,0.000000,0.000000,0.161125,0.120980,0.617059,,1
min,robdd,1000,20,0,20,0,0.000000,0.000000,0.161125,0.121739,0.617391,,3
min,robdd,2000,20,0,20,0,0.000000,0.000000,0.161125,0.121912,0.617580,,5
min,robdd,3000,20,0,20,0,0.000000,0.000000,0.161125,0.119960,0.616633,,8
min,robdd,5000,20,0,20,0,0.000000,0.000000,0.161125,0.121811,0.617335,,13
min,robdd,10000,20,0,20,0,0.000000,0.000000,0.161125,0.121957,0.618424,,26
min,robdd,20000,20,0,20,0,0.000000,0.000000,0.161125,0.119512,0.616524,,51
min,robdd,40000,20,0,20,0,0.000000,0.000000,0.161125,0.120455,0.618182,,102
min,sat-cegis,500,20,0,20,0,0.000000,0.000000,0.161125,0.120980,0.617059,,1
min,sat-cegis,1000,20,0,20,0,0.000000,0.000000,0.161125,0.121739,0.617391,,3
min,sat-cegis,2000,20,0,20,0,0.000000,0.000000,0.161125,0.121912,0.617580,,5
min,sat-cegis,3000,20,0,20,0,0.000000,0.000000,0.161125,0.119960,0.616633,,8
min,sat-cegis,5000,20,0,20,0,0.000000,0.000000,0.161125,0.121811,0.617335,,13
min,sat-cegis,10000,20,0,20,0,0.000000,0.000000,0.161125,0.121957,0.618424,,26
min,sat-cegis,20000,20,0,20,0,0.000000,0.000000,0.161125,0.119512,0.616524,,51
min,sat-cegis,40000,20,0,20,0,0.000000,0.000000,0.161125,0.120455,0.618182,,102
min,grammar-evolution,500,20,0,20,0,0.000000,0.000000,0.161125,0.529412,0.749020,0,1
min,grammar-evolution,1000,20,0,20,8,0.400000,0.218807,0.613418,0.719368,0.860079,2,2
min,grammar-evolution,2000,20,0,20,15,0.750000,0.531299,0.888138,0.882470,0.942231,22,3
min,grammar-evolution,3000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,22,3
min,grammar-evolution,5000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,22,3
min,grammar-evolution,10000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,22,3
min,grammar-evolution,20000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,22,3
min,grammar-evolution,40000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,22,3
min,memorization,500,20,0,20,0,0.000000,0.000000,0.161125,0.120980,0.617059,,1
min,memorization,1000,20,0,20,0,0.000000,0.000000,0.161125,0.121739,0.617391,,3
min,memorization,2000,20,0,20,0,0.000000,0.000000,0.161125,0.121912,0.617580,,5
min,memorization,3000,20,0,20,0,0.000000,0.000000,0.161125,0.119960,0.616633,,8
min,memorization,5000,20,0,20,0,0.000000,0.000000,0.161125,0.121811,0.617335,,13
min,memorization,10000,20,0,20,0,0.000000,0.000000,0.161125,0.121957,0.618424,,26
min,memorization,20000,20,0,20,0,0.000000,0.000000,0.161125,0.119512,0.616524,,51
min,memorization,40000,20,0,20,0,0.000000,0.000000,0.161125,0.120455,0.618182,,102
min,oracle-expression,500,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,22,3
min,oracle-expression,1000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,22,3
min,oracle-expression,2000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,22,3
min,oracle-expression,3000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,22,3
min,oracle-expression,5000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,22,3
min,oracle-expression,10000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,22,3
min,oracle-expression,20000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,22,3
min,oracle-expression,40000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,22,3
multiply-plus-x,legacy-registry,500,20,0,1,0,0.000000,0.000000,0.161125,0.058824,0.647059,68,3
multiply-plus-x,legacy-registry,1000,20,0,0,0,0.000000,0.000000,0.161125,,,,
multiply-plus-x,legacy-registry,2000,20,0,0,0,0.000000,0.000000,0.161125,,,,
multiply-plus-x,legacy-registry,3000,20,0,0,0,0.000000,0.000000,0.161125,,,,
multiply-plus-x,legacy-registry,5000,20,0,0,0,0.000000,0.000000,0.161125,,,,
multiply-plus-x,legacy-registry,10000,20,0,0,0,0.000000,0.000000,0.161125,,,,
multiply-plus-x,legacy-registry,20000,20,0,0,0,0.000000,0.000000,0.161125,,,,
multiply-plus-x,legacy-registry,40000,20,0,0,0,0.000000,0.000000,0.161125,,,,
multiply-plus-x,mdl-enumerator,500,20,0,20,1,0.050000,0.008881,0.236131,0.152353,0.644804,13.5,4
multiply-plus-x,mdl-enumerator,1000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,92,5
multiply-plus-x,mdl-enumerator,2000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,92,5
multiply-plus-x,mdl-enumerator,3000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,92,5
multiply-plus-x,mdl-enumerator,5000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,92,5
multiply-plus-x,mdl-enumerator,10000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,92,5
multiply-plus-x,mdl-enumerator,20000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,92,5
multiply-plus-x,mdl-enumerator,40000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,92,5
multiply-plus-x,abc-dont-care,500,20,0,20,0,0.000000,0.000000,0.161125,0.062549,0.653456,,1
multiply-plus-x,abc-dont-care,1000,20,0,20,0,0.000000,0.000000,0.161125,0.062648,0.653384,,3
multiply-plus-x,abc-dont-care,2000,20,0,20,0,0.000000,0.000000,0.161125,0.062550,0.653635,,5
multiply-plus-x,abc-dont-care,3000,20,0,20,0,0.000000,0.000000,0.161125,0.063105,0.653075,,8
multiply-plus-x,abc-dont-care,5000,20,0,20,0,0.000000,0.000000,0.161125,0.063169,0.653447,,13
multiply-plus-x,abc-dont-care,10000,20,0,20,0,0.000000,0.000000,0.161125,0.062174,0.653152,,26
multiply-plus-x,abc-dont-care,20000,20,0,20,0,0.000000,0.000000,0.161125,0.062195,0.652073,,51
multiply-plus-x,abc-dont-care,40000,20,0,20,0,0.000000,0.000000,0.161125,0.067857,0.653084,,102
multiply-plus-x,robdd,500,20,0,20,0,0.000000,0.000000,0.161125,0.062549,0.653456,,1
multiply-plus-x,robdd,1000,20,0,20,0,0.000000,0.000000,0.161125,0.062648,0.653384,,3
multiply-plus-x,robdd,2000,20,0,20,0,0.000000,0.000000,0.161125,0.062550,0.653635,,5
multiply-plus-x,robdd,3000,20,0,20,0,0.000000,0.000000,0.161125,0.063105,0.653075,,8
multiply-plus-x,robdd,5000,20,0,20,0,0.000000,0.000000,0.161125,0.063169,0.653447,,13
multiply-plus-x,robdd,10000,20,0,20,0,0.000000,0.000000,0.161125,0.062174,0.653152,,26
multiply-plus-x,robdd,20000,20,0,20,0,0.000000,0.000000,0.161125,0.062195,0.652073,,51
multiply-plus-x,robdd,40000,20,0,20,0,0.000000,0.000000,0.161125,0.067857,0.653084,,102
multiply-plus-x,sat-cegis,500,20,0,20,0,0.000000,0.000000,0.161125,0.062549,0.653456,,1
multiply-plus-x,sat-cegis,1000,20,0,20,0,0.000000,0.000000,0.161125,0.062648,0.653384,,3
multiply-plus-x,sat-cegis,2000,20,0,20,0,0.000000,0.000000,0.161125,0.062550,0.653635,,5
multiply-plus-x,sat-cegis,3000,20,0,20,0,0.000000,0.000000,0.161125,0.063105,0.653075,,8
multiply-plus-x,sat-cegis,5000,20,0,20,0,0.000000,0.000000,0.161125,0.063169,0.653447,,13
multiply-plus-x,sat-cegis,10000,20,0,20,0,0.000000,0.000000,0.161125,0.062174,0.653152,,26
multiply-plus-x,sat-cegis,20000,20,0,20,0,0.000000,0.000000,0.161125,0.062195,0.652073,,51
multiply-plus-x,sat-cegis,40000,20,0,20,0,0.000000,0.000000,0.161125,0.067857,0.653084,,102
multiply-plus-x,grammar-evolution,500,20,0,20,1,0.050000,0.008881,0.236131,0.152353,0.644804,13.5,4
multiply-plus-x,grammar-evolution,1000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,92,5
multiply-plus-x,grammar-evolution,2000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,92,5
multiply-plus-x,grammar-evolution,3000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,92,5
multiply-plus-x,grammar-evolution,5000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,92,5
multiply-plus-x,grammar-evolution,10000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,92,5
multiply-plus-x,grammar-evolution,20000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,92,5
multiply-plus-x,grammar-evolution,40000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,92,5
multiply-plus-x,memorization,500,20,0,20,0,0.000000,0.000000,0.161125,0.062549,0.653456,,1
multiply-plus-x,memorization,1000,20,0,20,0,0.000000,0.000000,0.161125,0.062648,0.653384,,3
multiply-plus-x,memorization,2000,20,0,20,0,0.000000,0.000000,0.161125,0.062550,0.653635,,5
multiply-plus-x,memorization,3000,20,0,20,0,0.000000,0.000000,0.161125,0.063105,0.653075,,8
multiply-plus-x,memorization,5000,20,0,20,0,0.000000,0.000000,0.161125,0.063169,0.653447,,13
multiply-plus-x,memorization,10000,20,0,20,0,0.000000,0.000000,0.161125,0.062174,0.653152,,26
multiply-plus-x,memorization,20000,20,0,20,0,0.000000,0.000000,0.161125,0.062195,0.652073,,51
multiply-plus-x,memorization,40000,20,0,20,0,0.000000,0.000000,0.161125,0.067857,0.653084,,102
multiply-plus-x,oracle-expression,500,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,92,5
multiply-plus-x,oracle-expression,1000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,92,5
multiply-plus-x,oracle-expression,2000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,92,5
multiply-plus-x,oracle-expression,3000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,92,5
multiply-plus-x,oracle-expression,5000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,92,5
multiply-plus-x,oracle-expression,10000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,92,5
multiply-plus-x,oracle-expression,20000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,92,5
multiply-plus-x,oracle-expression,40000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,92,5
mystery-A,legacy-registry,500,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,37,3
mystery-A,legacy-registry,1000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,37,3
mystery-A,legacy-registry,2000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,37,3
mystery-A,legacy-registry,3000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,37,3
mystery-A,legacy-registry,5000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,37,3
mystery-A,legacy-registry,10000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,37,3
mystery-A,legacy-registry,20000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,37,3
mystery-A,legacy-registry,40000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,37,3
mystery-A,mdl-enumerator,500,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,37,3
mystery-A,mdl-enumerator,1000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,37,3
mystery-A,mdl-enumerator,2000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,37,3
mystery-A,mdl-enumerator,3000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,37,3
mystery-A,mdl-enumerator,5000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,37,3
mystery-A,mdl-enumerator,10000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,37,3
mystery-A,mdl-enumerator,20000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,37,3
mystery-A,mdl-enumerator,40000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,37,3
mystery-A,abc-dont-care,500,20,0,20,0,0.000000,0.000000,0.161125,0.000015,0.500222,,328
mystery-A,abc-dont-care,1000,20,0,20,0,0.000000,0.000000,0.161125,0.000015,0.500228,,655
mystery-A,abc-dont-care,2000,20,0,20,0,0.000000,0.000000,0.161125,0.000015,0.500241,,1311
mystery-A,abc-dont-care,3000,20,0,20,0,0.000000,0.000000,0.161125,0.000016,0.500199,,1966
mystery-A,abc-dont-care,5000,20,0,20,0,0.000000,0.000000,0.161125,0.000015,0.500198,,3277
mystery-A,abc-dont-care,10000,20,0,20,0,0.000000,0.000000,0.161125,0.000016,0.500188,,6554
mystery-A,abc-dont-care,20000,20,0,20,0,0.000000,0.000000,0.161125,0.000012,0.500199,,13107
mystery-A,abc-dont-care,40000,20,0,20,0,0.000000,0.000000,0.161125,0.000015,0.500187,,26214
mystery-A,robdd,500,20,0,20,0,0.000000,0.000000,0.161125,0.000015,0.500222,,328
mystery-A,robdd,1000,20,0,20,0,0.000000,0.000000,0.161125,0.000015,0.500228,,655
mystery-A,robdd,2000,20,0,20,0,0.000000,0.000000,0.161125,0.000015,0.500241,,1311
mystery-A,robdd,3000,20,0,20,0,0.000000,0.000000,0.161125,0.000016,0.500199,,1966
mystery-A,robdd,5000,20,0,20,0,0.000000,0.000000,0.161125,0.000015,0.500198,,3277
mystery-A,robdd,10000,20,0,20,0,0.000000,0.000000,0.161125,0.000016,0.500188,,6554
mystery-A,robdd,20000,20,0,20,0,0.000000,0.000000,0.161125,0.000012,0.500199,,13107
mystery-A,robdd,40000,20,0,20,0,0.000000,0.000000,0.161125,0.000015,0.500187,,26214
mystery-A,sat-cegis,500,20,0,20,0,0.000000,0.000000,0.161125,0.000015,0.500222,,328
mystery-A,sat-cegis,1000,20,0,20,0,0.000000,0.000000,0.161125,0.000015,0.500228,,655
mystery-A,sat-cegis,2000,20,0,20,0,0.000000,0.000000,0.161125,0.000015,0.500241,,1311
mystery-A,sat-cegis,3000,20,0,20,0,0.000000,0.000000,0.161125,0.000016,0.500199,,1966
mystery-A,sat-cegis,5000,20,0,20,0,0.000000,0.000000,0.161125,0.000015,0.500198,,3277
mystery-A,sat-cegis,10000,20,0,20,0,0.000000,0.000000,0.161125,0.000016,0.500188,,6554
mystery-A,sat-cegis,20000,20,0,20,0,0.000000,0.000000,0.161125,0.000012,0.500199,,13107
mystery-A,sat-cegis,40000,20,0,20,0,0.000000,0.000000,0.161125,0.000015,0.500187,,26214
mystery-A,grammar-evolution,500,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,37,3
mystery-A,grammar-evolution,1000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,37,3
mystery-A,grammar-evolution,2000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,37,3
mystery-A,grammar-evolution,3000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,37,3
mystery-A,grammar-evolution,5000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,37,3
mystery-A,grammar-evolution,10000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,37,3
mystery-A,grammar-evolution,20000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,37,3
mystery-A,grammar-evolution,40000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,37,3
mystery-A,memorization,500,20,0,20,0,0.000000,0.000000,0.161125,0.000015,0.500222,,328
mystery-A,memorization,1000,20,0,20,0,0.000000,0.000000,0.161125,0.000015,0.500228,,655
mystery-A,memorization,2000,20,0,20,0,0.000000,0.000000,0.161125,0.000015,0.500241,,1311
mystery-A,memorization,3000,20,0,20,0,0.000000,0.000000,0.161125,0.000016,0.500199,,1966
mystery-A,memorization,5000,20,0,20,0,0.000000,0.000000,0.161125,0.000015,0.500198,,3277
mystery-A,memorization,10000,20,0,20,0,0.000000,0.000000,0.161125,0.000016,0.500188,,6554
mystery-A,memorization,20000,20,0,20,0,0.000000,0.000000,0.161125,0.000012,0.500199,,13107
mystery-A,memorization,40000,20,0,20,0,0.000000,0.000000,0.161125,0.000015,0.500187,,26214
mystery-A,oracle-expression,500,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,37,3
mystery-A,oracle-expression,1000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,37,3
mystery-A,oracle-expression,2000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,37,3
mystery-A,oracle-expression,3000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,37,3
mystery-A,oracle-expression,5000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,37,3
mystery-A,oracle-expression,10000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,37,3
mystery-A,oracle-expression,20000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,37,3
mystery-A,oracle-expression,40000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,37,3
mystery-B,legacy-registry,500,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,52,4
mystery-B,legacy-registry,1000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,52,4
mystery-B,legacy-registry,2000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,52,4
mystery-B,legacy-registry,3000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,52,4
mystery-B,legacy-registry,5000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,52,4
mystery-B,legacy-registry,10000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,52,4
mystery-B,legacy-registry,20000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,52,4
mystery-B,legacy-registry,40000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,52,4
mystery-B,mdl-enumerator,500,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,52,4
mystery-B,mdl-enumerator,1000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,52,4
mystery-B,mdl-enumerator,2000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,52,4
mystery-B,mdl-enumerator,3000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,52,4
mystery-B,mdl-enumerator,5000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,52,4
mystery-B,mdl-enumerator,10000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,52,4
mystery-B,mdl-enumerator,20000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,52,4
mystery-B,mdl-enumerator,40000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,52,4
mystery-B,abc-dont-care,500,20,0,20,0,0.000000,0.000000,0.161125,0.007803,0.566938,,82
mystery-B,abc-dont-care,1000,20,0,20,0,0.000000,0.000000,0.161125,0.007836,0.566990,,164
mystery-B,abc-dont-care,2000,20,0,20,0,0.000000,0.000000,0.161125,0.007816,0.567061,,328
mystery-B,abc-dont-care,3000,20,0,20,0,0.000000,0.000000,0.161125,0.007793,0.566991,,492
mystery-B,abc-dont-care,5000,20,0,20,0,0.000000,0.000000,0.161125,0.007777,0.566844,,819
mystery-B,abc-dont-care,10000,20,0,20,0,0.000000,0.000000,0.161125,0.007860,0.567055,,1638
mystery-B,abc-dont-care,20000,20,0,20,0,0.000000,0.000000,0.161125,0.007679,0.566790,,3277
mystery-B,abc-dont-care,40000,20,0,20,0,0.000000,0.000000,0.161125,0.007762,0.566817,,6554
mystery-B,robdd,500,20,0,20,0,0.000000,0.000000,0.161125,0.007803,0.566938,,82
mystery-B,robdd,1000,20,0,20,0,0.000000,0.000000,0.161125,0.007836,0.566990,,164
mystery-B,robdd,2000,20,0,20,0,0.000000,0.000000,0.161125,0.007816,0.567061,,328
mystery-B,robdd,3000,20,0,20,0,0.000000,0.000000,0.161125,0.007793,0.566991,,492
mystery-B,robdd,5000,20,0,20,0,0.000000,0.000000,0.161125,0.007777,0.566844,,819
mystery-B,robdd,10000,20,0,20,0,0.000000,0.000000,0.161125,0.007860,0.567055,,1638
mystery-B,robdd,20000,20,0,20,0,0.000000,0.000000,0.161125,0.007679,0.566790,,3277
mystery-B,robdd,40000,20,0,20,0,0.000000,0.000000,0.161125,0.007762,0.566817,,6554
mystery-B,sat-cegis,500,20,0,20,0,0.000000,0.000000,0.161125,0.007803,0.566938,,82
mystery-B,sat-cegis,1000,20,0,20,0,0.000000,0.000000,0.161125,0.007836,0.566990,,164
mystery-B,sat-cegis,2000,20,0,20,0,0.000000,0.000000,0.161125,0.007816,0.567061,,328
mystery-B,sat-cegis,3000,20,0,20,0,0.000000,0.000000,0.161125,0.007793,0.566991,,492
mystery-B,sat-cegis,5000,20,0,20,0,0.000000,0.000000,0.161125,0.007777,0.566844,,819
mystery-B,sat-cegis,10000,20,0,20,0,0.000000,0.000000,0.161125,0.007860,0.567055,,1638
