input,output
00110101001011,1011110
01011001111001,1010110
11100110110100,1000101
00010111111101,1001000
00000100011101,0011110
01110100110001,0001100
00001011001110,1110100
11101010111110,1001100
11000011101001,0001000
11001011101010,0001010
00100010010100,0000110
11101000111100,1110000
10111001000101,0010110
11000011101010,0001100
00111100111101,0100010
11010110110001,1010010
00100101100011,1111110
11101001010011,0111001
10010011001110,0000100
11101000000101,1001110
10011010011111,1100010
10111111100001,0101110
10110001100001,0110110
00011001111011,1110101
00010101100111,1101001
00000100100100,0111000
11000101110001,0010010
11000010000111,1011010
10101101010000,0000110
01010110000111,0110000
11011011110110,0010010
10000000000100,1111000
10001110110100,1101101
10000000010111,1100111
11101000111011,1110101
00101111111000,1010011
10100000000001,1101110
01000010101110,0001000
00001111011000,1100011
01100011000100,1010110
01110101001100,1010100
10100000111010,1001010
01111001000001,1100010
01011101101110,1000000
11100011100001,0010000
01101110010101,0100010
11010110000101,1101100
11001110010110,1111110
10001001111101,0111001
01011000001011,0111001
01111100100000,0011110
11001111011010,0110001
10000010110111,1010110
11101000001000,1111000
11110001011100,0111000
01110111111001,1111100
00001110001111,0001000
10011001011110,0010010
11011011111011,0010100
10010100111011,1010001
11011000000010,1010000
01000011101101,1001100
01110110000101,0111100
00111010100010,0101110
01001110001010,0101001
11000010111010,1010100
01001001100000,1111000
10010111010110,0010110
11101001011100,0110000
00100010110011,0100010
11111110101011,1010100
00001000010111,0010011
11100001111111,0001111
10101010000100,1010001
01001000000101,0111110
00110001101000,1000000
01010100010011,0101110
00110011101100,1000110
11001101111011,0011110
01111101101110,1100000
10110000000010,1100100
10011001011010,0010100
01010011100011,1001100
01010001110011,1011101
01110011101101,1011000
01010011111001,1010000
11110111100011,0011000
11001110000000,1100111
11101000101101,1100001
01100110111010,0001110
01111001010000,1001100
10101100010001,1111000
00110011001000,1100001
01111101110011,1001010
10011000110000,1100100
10101011011001,0001000
11110110010000,1101011
10101110010111,1000000
11010010110101,1101000
10110001111001,0100001
01001010011101,0101000
