run_kind,stage,Lx,Ly,boundary,J,h,beta_index,beta,replicas,warmup_sweeps,measurement_sweeps_per_replica,bin_size,qmc_energy_per_site,qmc_within_mcse,qmc_between_mcse,qmc_final_mcse,qmc_relative_mcse,qmc_calibration_ratio,peps_energy_per_site,peps_statistical_se,peps_minus_qmc,combined_statistical_se,statistical_z,precision_pass,calibration_pass,cutoff_pass,complete_pass,passed,wall_seconds
FORMAL,PRELEARNING_BASELINE,10,10,OBC,1.0,0.5,73,7.3,32,20000,1048576,4096,-1.8358951584525247,1.979845110627963e-5,1.7240980329077923e-5,1.979845110627963e-5,1.0784085907698419e-5,1.151870150108775,-1.8359020029279527,5.767165961267423e-14,-6.844475427980612e-6,1.979845110627963e-5,-0.345707620825434,true,true,true,true,true,2040.09121674
FORMAL,PRELEARNING_BASELINE,10,10,OBC,1.0,0.5,74,7.4,32,20000,1048576,4096,-1.835916235156935,1.9829252280123556e-5,1.9306277203451482e-5,1.9829252280123556e-5,1.0800739108028283e-5,1.0324392432080078,-1.835902002927927,6.863574809990419e-14,1.4232229007982156e-5,1.9829252280123556e-5,0.7177390658470898,true,true,true,true,true,2084.305906142
FORMAL,PRELEARNING_BASELINE,10,10,OBC,1.0,0.5,75,7.5,32,20000,1048576,4096,-1.8358873924016983,1.975626889378878e-5,1.8696349704222396e-5,1.975626889378878e-5,1.0761155055345597e-5,1.059803169741969,-1.8359020029279036,4.8036457821393816e-14,-1.4610526205327545e-5,1.975626889378878e-5,-0.7395387400260067,true,true,true,true,true,2333.736007233
FORMAL,PRELEARNING_BASELINE,10,10,OBC,1.0,0.5,76,7.6,32,20000,1048576,4096,-1.8359177085913796,1.9540094104744077e-5,2.1126506474656387e-5,2.1126506474656387e-5,1.1507327575627473e-5,0.928969852418641,-1.8359020029280346,2.508733854610156e-14,1.5705663344967036e-5,2.1126506474656387e-5,0.7434103392251691,true,true,true,true,true,2461.465293898
FORMAL,PRELEARNING_BASELINE,10,10,OBC,1.0,0.5,77,7.7,32,20000,1048576,4096,-1.8358893304676318,1.9094582592218297e-5,1.8893202791167275e-5,1.9094582592218297e-5,1.040072638112374e-5,1.0089190504170316,-1.8359020029279385,2.7732631212070637e-14,-1.2672460306673017e-5,1.9094582592218297e-5,-0.6636678359147522,true,true,true,true,true,2334.945947517
FORMAL,PRELEARNING_BASELINE,10,10,OBC,1.0,0.5,78,7.8,32,20000,1048576,4096,-1.8359191007721023,1.9681404207092375e-5,2.1430574984556427e-5,2.1430574984556427e-5,1.1672940804169271e-5,0.9158337625070383,-1.8359020029280007,2.6755119763902267e-14,1.709784410164339e-5,2.1430574984556427e-5,0.7978247953666504,true,true,true,true,true,2137.860067717
FORMAL,PRELEARNING_BASELINE,10,10,OBC,1.0,0.5,79,7.9,32,20000,1048576,4096,-1.835893210466896,1.9288932043146786e-5,1.775831607703499e-5,1.9288932043146786e-5,1.050656537819066e-5,1.0801126120610933,-1.8359020029280078,1.8702773169792327e-14,-8.792461111850614e-6,1.9288932043146786e-5,-0.45582933737249126,true,true,true,true,true,1893.74982233
FORMAL,PRELEARNING_BASELINE,10,10,OBC,1.0,0.5,80,8.0,32,20000,1048576,4096,-1.8358749317750167,1.9166313478282512e-5,1.891963532414759e-5,1.9166313478282512e-5,1.043987972522265e-5,1.0202050077909253,-1.835902002927999,1.1239287552563659e-14,-2.7071152982394153e-5,1.9166313478282512e-5,-1.4124340089224081,true,true,true,true,true,1965.795317574
FORMAL,PRELEARNING_BASELINE,10,10,OBC,1.0,0.5,81,8.1,32,20000,1048576,4096,-1.835938148255698,1.910367653185497e-5,2.261714783234255e-5,2.261714783234255e-5,1.231912298016729e-5,0.8462404865326241,-1.8359020029280182,9.085424374795638e-15,3.6145327679815153e-5,2.261714783234255e-5,1.5981381891189343,true,true,true,true,true,2373.500263342
FORMAL,PRELEARNING_BASELINE,10,10,OBC,1.0,0.5,82,8.2,32,20000,1048576,4096,-1.8358861755307174,1.9005244200173912e-5,1.925385890519187e-5,1.925385890519187e-5,1.0487501437623697e-5,0.9871464948779728,-1.8359020029279935,9.349516326715023e-15,-1.58273972761247e-5,1.925385890519187e-5,-0.8220376680882806,true,true,true,true,true,2504.449694833
FORMAL,PRELEARNING_BASELINE,10,10,OBC,1.0,0.5,83,8.3,32,20000,1048576,4096,-1.8358850507132818,1.862990992899066e-5,1.707143707831718e-5,1.862990992899066e-5,1.014764509452949e-5,1.0899726259316125,-1.8359020029279838,9.55753369756588e-15,-1.695221470199293e-5,1.862990992899066e-5,-0.9099461439485003,true,true,true,true,true,2454.206546073
FORMAL,PRELEARNING_BASELINE,10,10,OBC,1.0,0.5,84,8.4,32,20000,1048576,4096,-1.8358674952671787,1.8491483553833083e-5,1.7192815040413867e-5,1.8491483553833083e-5,1.0072341060290938e-5,1.0779092180083476,-1.8359020029279958,4.926825916040849e-15,-3.450766081702916e-5,1.8491483553833083e-5,-1.8661380368194471,true,true,true,true,true,2452.112527226
FORMAL,PRELEARNING_BASELINE,10,10,OBC,1.0,0.5,85,8.5,32,20000,1048576,4096,-1.8358961129539146,1.8575567699893324e-5,2.101459655571489e-5,2.101459655571489e-5,1.14465063722494e-5,0.8951373745672769,-1.8359020029279844,5.858676046133512e-15,-5.889974069805959e-6,2.101459655571489e-5,-0.28028014024395764,true,true,true,true,true,2257.343046947
FORMAL,PRELEARNING_BASELINE,10,10,OBC,1.0,0.5,86,8.6,32,20000,1048576,4096,-1.835904503076593,1.851751677055467e-5,2.099454970785007e-5,2.099454970785007e-5,1.1435534731064488e-5,0.8902590126013854,-1.8359020029279929,3.3450485044345493e-15,2.5001486001485773e-6,2.099454970785007e-5,0.11908560245108506,true,true,true,true,true,2317.319747946
FORMAL,PRELEARNING_BASELINE,10,10,OBC,1.0,0.5,87,8.7,32,20000,1048576,4096,-1.835902805677783,1.8321242577637135e-5,2.4717338269459157e-5,2.4717338269459157e-5,1.3463315265392793e-5,0.7400573079250601,-1.8359020029279836,4.7893032548322055e-15,8.027497995222177e-7,2.4717338269459157e-5,0.03247719437954606,true,true,true,true,true,2306.76251096
FORMAL,PRELEARNING_BASELINE,10,10,OBC,1.0,0.5,88,8.8,32,20000,1048576,4096,-1.8359197453341611,1.8043290356161196e-5,1.9456773709407684e-5,1.9456773709407684e-5,1.0597834550696169e-5,0.9294808035557192,-1.8359020029279884,3.4752081958783503e-15,1.7742406172693848e-5,1.9456773709407684e-5,0.9118883961792231,true,true,true,true,true,2276.754615515
FORMAL,PRELEARNING_BASELINE,10,10,OBC,1.0,0.5,89,8.9,32,20000,1048576,4096,-1.8358925535102752,1.7994664397660204e-5,1.9724188579852322e-5,1.9724188579852322e-5,1.0743650842822555e-5,0.9115534995261132,-1.8359020029279884,3.277077112982916e-15,-9.449417713192076e-6,1.9724188579852322e-5,-0.4790776398702849,true,true,true,true,true,2551.254878139
FORMAL,PRELEARNING_BASELINE,10,10,OBC,1.0,0.5,90,9.0,32,20000,1048576,4096,-1.8359018849664306,1.8089158359273268e-5,1.6560753896608417e-5,1.8089158359273268e-5,9.853009306978313e-6,1.0858793290128026,-1.8359020029279904,1.8162839844080254e-15,-1.1796155985344114e-7,1.8089158359273268e-5,-0.006521119308625493,true,true,true,true,true,2510.092723919
FORMAL,PRELEARNING_BASELINE,10,10,OBC,1.0,0.5,91,9.1,32,20000,1048576,4096,-1.8358683170525563,1.7919626777439915e-5,2.0523659731321544e-5,2.0523659731321544e-5,1.1179265713497252e-5,0.8687371183407157,-1.8359020029279867,1.186743756992699e-15,-3.368587543040036e-5,2.0523659731321544e-5,-1.641319134666402,true,true,true,true,true,2296.875185991
FORMAL,PRELEARNING_BASELINE,10,10,OBC,1.0,0.5,92,9.2,32,20000,1048576,4096,-1.8358941253760577,1.7723414595383113e-5,2.0022751248310653e-5,2.0022751248310653e-5,1.0906266854690909e-5,0.883033818138833,-1.8359020029279884,1.7534211628839333e-15,-7.877551930768334e-6,2.0022751248310653e-5,-0.3934300453057356,true,true,true,true,true,2352.036787116
FORMAL,PRELEARNING_BASELINE,10,10,OBC,1.0,0.5,93,9.3,32,20000,1048576,4096,-1.8359079923360557,1.7913171052229448e-5,1.7548214486510582e-5,1.7913171052229448e-5,9.757118072914034e-6,1.0217854807437126,-1.8359020029279878,1.2532430081570364e-15,5.98940806795234e-6,1.7913171052229448e-5,0.33435777788807003,true,true,true,true,true,2401.518279977
FORMAL,PRELEARNING_BASELINE,10,10,OBC,1.0,0.5,94,9.4,32,20000,1048576,4096,-1.8358852266313974,1.7691767472629262e-5,1.7017538816129738e-5,1.7691767472629262e-5,9.636641341186278e-6,1.0258304386952442,-1.8359020029279893,6.820585208533696e-16,-1.677629659191382e-5,1.7691767472629262e-5,-0.9482544136909014,true,true,true,true,true,2136.891082705
FORMAL,PRELEARNING_BASELINE,10,10,OBC,1.0,0.5,95,9.5,32,20000,1048576,4096,-1.8358890709123958,1.7466842401632746e-5,1.56220294704229e-5,1.7466842401632746e-5,9.514105551569146e-6,1.1152736404178356,-1.8359020029279876,5.853771740406859e-16,-1.293201559171564e-5,1.7466842401632746e-5,-0.7403751230106018,true,true,true,true,true,2393.936967861
FORMAL,PRELEARNING_BASELINE,10,10,OBC,1.0,0.5,96,9.6,32,20000,1048576,4096,-1.835898605485788,1.7397652117220036e-5,1.701417186249688e-5,1.7397652117220036e-5,9.476368719511353e-6,1.0153351425065544,-1.8359020029279858,8.016717587725566e-16,-3.3974421977944758e-6,1.7397652117220036e-5,-0.19528164920781,true,true,true,true,true,2398.864040622
FORMAL,PRELEARNING_BASELINE,10,10,OBC,1.0,0.5,97,9.7,32,20000,1048576,4096,-1.8358890340500107,1.737432979519041e-5,1.562597950007607e-5,1.737432979519041e-5,9.463714567139315e-6,1.1118929267033197,-1.8359020029279884,5.767754228230143e-16,-1.296887797774815e-5,1.737432979519041e-5,-0.7464390356707868,true,true,true,true,true,2457.217143689
FORMAL,PRELEARNING_BASELINE,10,10,OBC,1.0,0.5,98,9.8,32,20000,1048576,4096,-1.8359100333281955,1.724941008802617e-5,1.4134309841767612e-5,1.724941008802617e-5,9.39556393008861e-6,1.2276634774400252,-1.8359020029279869,3.553563237701202e-16,8.030400208580701e-6,1.724941008802617e-5,0.4655463675337555,true,true,true,true,true,2742.009682618
FORMAL,PRELEARNING_BASELINE,10,10,OBC,1.0,0.5,99,9.9,32,20000,1048576,4096,-1.8359250309792419,1.725475642780517e-5,1.2101536725369869e-5,1.725475642780517e-5,9.398399246510552e-6,1.4258570441120804,-1.8359020029279873,4.0040855967087194e-16,2.3028051254536663e-5,1.725475642780517e-5,1.334591499502602,true,true,true,true,true,2745.136500059
FORMAL,PRELEARNING_BASELINE,10,10,OBC,1.0,0.5,100,10.0,32,20000,1048576,4096,-1.835914994776271,1.6960199912335482e-5,1.854337354524896e-5,1.854337354524896e-5,1.0100344295901728e-5,0.916016752035786,-1.8359020029279869,3.4626994303232247e-16,1.299184828407185e-5,1.854337354524896e-5,0.7006194559134317,true,true,true,true,true,2717.686971026
