series,plot_record_kind,series_kind,sampling_scheme,beta0,beta,temperature,method,energy_per_site,energy_error_per_site,energy_error_available,error_definition,sse_energy_per_site_at_same_beta,sse_energy_mcse_at_same_beta,difference_from_sse,absolute_difference_from_sse,combined_statistical_error,difference_over_combined_error,contributes_to_energy_panel,specific_heat_per_site,specific_heat_error_per_site,specific_heat_error_available,specific_heat_definition,specific_heat_error_definition,specific_heat_beta_left,specific_heat_beta_right,specific_heat_temperature_left,specific_heat_temperature_right,contributes_to_specific_heat_panel,contributes_to_absolute_error_panel,number_of_bootstrap_replicates,number_of_samples,D,DSETTN,source_path
stoMPS,specific_heat_interval,born_hybrid,purification_born_sequential_v1,3.0517578125e-05,4.3158372875155492e-05,23170.475005920791,Born-sampled stoMPS,,,false,,,,,,,,false,2.1329559441544599e-08,2.1592491930881281e-09,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",3.0517578125e-05,6.103515625e-05,32768,16384,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta03.0517578125e-5_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
stoMPS,specific_heat_interval,born_hybrid,purification_born_sequential_v1,3.0517578125e-05,8.6316745750310983e-05,11585.237502960395,Born-sampled stoMPS,,,false,,,,,,,,false,8.5310661288602207e-08,8.6297452666958855e-09,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",6.103515625e-05,0.0001220703125,16384,8192,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta03.0517578125e-5_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
stoMPS,specific_heat_interval,born_hybrid,purification_born_sequential_v1,3.0517578125e-05,0.00017263349150062197,5792.6187514801977,Born-sampled stoMPS,,,false,,,,,,,,false,3.4118091145385646e-07,3.4461092348865815e-08,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",0.0001220703125,0.000244140625,8192,4096,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta03.0517578125e-5_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
stoMPS,specific_heat_interval,born_hybrid,purification_born_sequential_v1,3.0517578125e-05,0.00034526698300124393,2896.3093757400989,Born-sampled stoMPS,,,false,,,,,,,,false,1.3642117787997877e-06,1.3738323051546692e-07,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",0.000244140625,0.00048828125,4096,2048,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta03.0517578125e-5_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
stoMPS,specific_heat_interval,born_hybrid,purification_born_sequential_v1,3.0517578125e-05,0.00069053396600248786,1448.1546878700494,Born-sampled stoMPS,,,false,,,,,,,,false,5.45246276334441e-06,5.4587525263209278e-07,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",0.00048828125,0.0009765625,2048,1024,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta03.0517578125e-5_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
stoMPS,specific_heat_interval,born_hybrid,purification_born_sequential_v1,3.0517578125e-05,0.0013810679320049757,724.07734393502471,Born-sampled stoMPS,,,false,,,,,,,,false,2.1770102808621361e-05,2.1547387683434104e-06,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",0.0009765625,0.001953125,1024,512,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta03.0517578125e-5_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
stoMPS,specific_heat_interval,born_hybrid,purification_born_sequential_v1,3.0517578125e-05,0.0027621358640099515,362.03867196751236,Born-sampled stoMPS,,,false,,,,,,,,false,8.6686535326700953e-05,8.3966580980799225e-06,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",0.001953125,0.00390625,512,256,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta03.0517578125e-5_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
stoMPS,specific_heat_interval,born_hybrid,purification_born_sequential_v1,3.0517578125e-05,0.0055242717280199029,181.01933598375618,Born-sampled stoMPS,,,false,,,,,,,,false,0.00034236218013994856,3.1924205712530189e-05,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",0.00390625,0.0078125,256,128,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta03.0517578125e-5_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
stoMPS,specific_heat_interval,born_hybrid,purification_born_sequential_v1,3.0517578125e-05,0.011048543456039806,90.509667991878089,Born-sampled stoMPS,,,false,,,,,,,,false,0.00131515944550743,0.000115879020888019,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",0.0078125,0.015625,128,64,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta03.0517578125e-5_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
stoMPS,specific_heat_interval,born_hybrid,purification_born_sequential_v1,3.0517578125e-05,0.022097086912079612,45.254833995939045,Born-sampled stoMPS,,,false,,,,,,,,false,0.0045936230896185398,0.00038338902262052474,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",0.015625,0.03125,64,32,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta03.0517578125e-5_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
stoMPS,specific_heat_interval,born_hybrid,purification_born_sequential_v1,3.0517578125e-05,0.044194173824159223,22.627416997969522,Born-sampled stoMPS,,,false,,,,,,,,false,0.012594301114511125,0.0010661554622088162,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",0.03125,0.0625,32,16,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta03.0517578125e-5_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
stoMPS,specific_heat_interval,born_hybrid,purification_born_sequential_v1,3.0517578125e-05,0.088388347648318447,11.313708498984761,Born-sampled stoMPS,,,false,,,,,,,,false,0.030135216331005091,0.002403844517003928,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",0.0625,0.125,16,8,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta03.0517578125e-5_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
stoMPS,specific_heat_interval,born_hybrid,purification_born_sequential_v1,3.0517578125e-05,0.17677669529663689,5.6568542494923806,Born-sampled stoMPS,,,false,,,,,,,,false,0.13992453793676315,0.0071273896790980864,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",0.125,0.25,8,4,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta03.0517578125e-5_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
stoMPS,specific_heat_interval,born_hybrid,purification_born_sequential_v1,3.0517578125e-05,0.35355339059327379,2.8284271247461903,Born-sampled stoMPS,,,false,,,,,,,,false,0.64431208439687115,0.020716440380885898,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",0.25,0.5,4,2,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta03.0517578125e-5_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
stoMPS,specific_heat_interval,born_hybrid,purification_born_sequential_v1,3.0517578125e-05,0.70710678118654757,1.4142135623730951,Born-sampled stoMPS,,,false,,,,,,,,false,0.45539115510336359,0.026733144554286999,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",0.5,1,2,1,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta03.0517578125e-5_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
stoMPS,specific_heat_interval,born_hybrid,purification_born_sequential_v1,3.0517578125e-05,1.2247448713915889,0.81649658092772603,Born-sampled stoMPS,,,false,,,,,,,,false,0.1481286903912071,0.014926657770124122,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",1,1.5,1,0.66666666666666663,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta03.0517578125e-5_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
stoMPS,specific_heat_interval,born_hybrid,purification_born_sequential_v1,3.0517578125e-05,1.7320508075688772,0.57735026918962573,Born-sampled stoMPS,,,false,,,,,,,,false,0.069315946020257271,0.0039615524078485728,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",1.5,2,0.66666666666666663,0.5,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta03.0517578125e-5_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
stoMPS,specific_heat_interval,born_hybrid,purification_born_sequential_v1,3.0517578125e-05,2.4494897427831779,0.40824829046386302,Born-sampled stoMPS,,,false,,,,,,,,false,0.027613331639858348,0.0095012449701984344,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",2,3,0.5,0.33333333333333331,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta03.0517578125e-5_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
stoMPS,specific_heat_interval,born_hybrid,purification_born_sequential_v1,3.0517578125e-05,3.4641016151377544,0.28867513459481287,Born-sampled stoMPS,,,false,,,,,,,,false,0.022463973290337339,0.0089116569355423194,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",3,4,0.33333333333333331,0.25,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta03.0517578125e-5_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
stoMPS,specific_heat_interval,born_hybrid,purification_born_sequential_v1,3.0517578125e-05,4.4721359549995796,0.22360679774997896,Born-sampled stoMPS,,,false,,,,,,,,false,0.048029654330292729,0.018557388158775931,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",4,5,0.25,0.20000000000000001,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta03.0517578125e-5_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
stoMPS,specific_heat_interval,born_hybrid,purification_born_sequential_v1,3.0517578125e-05,5.4772255750516612,0.18257418583505536,Born-sampled stoMPS,,,false,,,,,,,,false,0.072368633434289856,0.028499509886096386,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",5,6,0.20000000000000001,0.16666666666666666,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta03.0517578125e-5_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
stoMPS,specific_heat_interval,born_hybrid,purification_born_sequential_v1,3.0517578125e-05,6.4807406984078604,0.15430334996209191,Born-sampled stoMPS,,,false,,,,,,,,false,0.066564774391030923,0.036687364670240405,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",6,7,0.16666666666666666,0.14285714285714285,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta03.0517578125e-5_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
stoMPS,specific_heat_interval,born_hybrid,purification_born_sequential_v1,3.0517578125e-05,7.4833147735478827,0.1336306209562122,Born-sampled stoMPS,,,false,,,,,,,,false,0.042699831980662871,0.046753856147429759,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",7,8,0.14285714285714285,0.125,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta03.0517578125e-5_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
stoMPS,specific_heat_interval,born_hybrid,purification_born_sequential_v1,3.0517578125e-05,8.4852813742385695,0.11785113019775792,Born-sampled stoMPS,,,false,,,,,,,,false,0.022432029431797663,0.051034129536792934,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",8,9,0.125,0.1111111111111111,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta03.0517578125e-5_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
stoMPS,specific_heat_interval,born_hybrid,purification_born_sequential_v1,3.0517578125e-05,9.4868329805051381,0.10540925533894598,Born-sampled stoMPS,,,false,,,,,,,,false,0.010683269544049533,0.046765423949137346,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",9,10,0.1111111111111111,0.10000000000000001,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta03.0517578125e-5_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
stoMPS,specific_heat_interval,born_hybrid,purification_born_sequential_v1,3.0517578125e-05,10.488088481701515,0.095346258924559238,Born-sampled stoMPS,,,false,,,,,,,,false,0.0048444884331733089,0.046363831667401628,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",10,11,0.10000000000000001,0.090909090909090912,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta03.0517578125e-5_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
stoMPS,specific_heat_interval,born_hybrid,purification_born_sequential_v1,3.0517578125e-05,11.489125293076057,0.087038827977848926,Born-sampled stoMPS,,,false,,,,,,,,false,0.002137330206696928,0.051106580451697477,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",11,12,0.090909090909090912,0.083333333333333329,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta03.0517578125e-5_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
stoMPS,specific_heat_interval,born_hybrid,purification_born_sequential_v1,3.0517578125e-05,12.489995996796797,0.080064076902543566,Born-sampled stoMPS,,,false,,,,,,,,false,0.00092685714107965242,0.048185396930948442,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",12,13,0.083333333333333329,0.076923076923076927,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta03.0517578125e-5_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
stoMPS,specific_heat_interval,born_hybrid,purification_born_sequential_v1,3.0517578125e-05,13.490737563232042,0.074124931666110117,Born-sampled stoMPS,,,false,,,,,,,,false,0.00039801479353229692,0.037737987195934262,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",13,14,0.076923076923076927,0.071428571428571425,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta03.0517578125e-5_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
stoMPS,specific_heat_interval,born_hybrid,purification_born_sequential_v1,3.0517578125e-05,14.491376746189438,0.069006555934235422,Born-sampled stoMPS,,,false,,,,,,,,false,0.00017013488864403581,0.027429671234575254,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",14,15,0.071428571428571425,0.066666666666666666,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta03.0517578125e-5_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
stoMPS,specific_heat_interval,born_hybrid,purification_born_sequential_v1,3.0517578125e-05,15.491933384829668,0.064549722436790274,Born-sampled stoMPS,,,false,,,,,,,,false,7.4031860961554244e-05,0.018896495435885761,true,"interval average c=Delta(E/N)/Delta(T), plotted at geometric-mean T","trajectory bootstrap over complete samples, preserving cross-beta covariance",15,16,0.066666666666666666,0.0625,true,false,1000,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta03.0517578125e-5_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",data_knot,born_hybrid,purification_born_sequential_v1,0.25,3.0517578125e-05,32768,SETTN+tanTRG,-0.00032958984244070691,,false,,,,,,,,true,,,false,,,,,,,false,false,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",data_knot,born_hybrid,purification_born_sequential_v1,0.25,6.103515625e-05,16384,SETTN+tanTRG,-0.00065917967704349632,,false,,,,,,,,true,,,false,,,,,,,false,false,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",data_knot,born_hybrid,purification_born_sequential_v1,0.25,0.0001220703125,8192,SETTN+tanTRG,-0.001318359291393699,,false,,,,,,,,true,,,false,,,,,,,false,false,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",data_knot,born_hybrid,purification_born_sequential_v1,0.25,0.000244140625,4096,SETTN+tanTRG,-0.0026367180811904369,,false,,,,,,,,true,,,false,,,,,,,false,false,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",data_knot,born_hybrid,purification_born_sequential_v1,0.25,0.00048828125,2048,SETTN+tanTRG,-0.0052734321495551736,,false,,,,,,,,true,,,false,,,,,,,false,false,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",data_knot,born_hybrid,purification_born_sequential_v1,0.25,0.0009765625,1024,SETTN+tanTRG,-0.010546832196624107,,false,,,,,,,,true,,,false,,,,,,,false,false,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",data_knot,born_hybrid,purification_born_sequential_v1,0.25,0.001953125,512,SETTN+tanTRG,-0.021093407578406099,,false,,,,,,,,true,,,false,,,,,,,false,false,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",data_knot,born_hybrid,purification_born_sequential_v1,0.25,0.00390625,256,SETTN+tanTRG,-0.042184760822967793,,false,,,,,,,,true,,,false,,,,,,,false,false,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",data_knot,born_hybrid,purification_born_sequential_v1,0.25,0.0078125,128,SETTN+tanTRG,-0.08435309263980216,,false,,,,,,,,true,,,false,,,,,,,false,false,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",data_knot,born_hybrid,purification_born_sequential_v1,0.25,0.015625,64,SETTN+tanTRG,-0.16857492916650185,,false,,,,,,,,true,,,false,,,,,,,false,false,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",data_knot,born_hybrid,purification_born_sequential_v1,0.25,0.03125,32,SETTN+tanTRG,-0.3361052881865354,,false,,,,,,,,true,,,false,,,,,,,false,false,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",data_knot,born_hybrid,purification_born_sequential_v1,0.25,0.0625,16,SETTN+tanTRG,-0.66402164099731764,,false,,,,,,,,true,,,false,,,,,,,false,false,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",data_knot,born_hybrid,purification_born_sequential_v1,0.25,0.125,8,SETTN+tanTRG,-1.2673389726155384,,false,,,,,,,,true,,,false,,,,,,,false,false,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
"tanTRG+stoMPS, T0=4",data_knot,born_hybrid,purification_born_sequential_v1,0.25,0.25,4,Born-sampled stoMPS,-2.1681848057316464,0.016066916498855926,true,weighted_sample_standard_error,,,,,,,true,,,false,,,,,,,false,false,,100,256,128,/Users/jxgao/project/stoMPS/example/Z2transverseIsing/data/Z2TFIM_Open_W10xL10_J1.0_h3.0_D256_DSETTN128_Dfilterexact_born_beta00.25_bmax16.0_tdvptol1.0e-12_filtertol1.0e-14/energy_temperature.jld2
